,pidSzn,MIN,GP,Season,PIE,POSS,USG_PCT
1401,1628432_2017-18,1.7,2,2017-18,0.2,5,0.0
1402,1628368_2017-18,3.3,31,2017-18,0.093,225,0.257
1403,201599_2017-18,2.9,36,2017-18,0.122,203,0.135
1404,202732_2017-18,1.6,10,2017-18,0.102,44,0.065
1405,1627761_2017-18,1.3,9,2017-18,-0.081,28,0.129
1406,201942_2017-18,3.9,41,2017-18,0.233,360,0.407
1407,202326_2017-18,4.7,28,2017-18,0.178,266,0.332
1408,201960_2017-18,3.6,46,2017-18,0.113,364,0.138
1409,1627749_2017-18,2.1,24,2017-18,0.121,108,0.215
1410,1626153_2017-18,3.0,20,2017-18,0.076,135,0.096
1411,203471_2017-18,3.5,31,2017-18,0.163,229,0.374
1412,1628372_2017-18,3.0,36,2017-18,0.089,232,0.317
1413,1627756_2017-18,3.2,28,2017-18,0.055,196,0.159
1414,202324_2017-18,2.4,17,2017-18,0.137,89,0.165
1415,1627884_2017-18,2.4,2,2017-18,0.051,8,0.0
1416,201565_2017-18,2.1,3,2017-18,0.03,11,0.167
1417,1628476_2017-18,0.0,1,2017-18,-1.0,1,0.0
1418,1628401_2017-18,2.0,2,2017-18,1.0,8,0.0
1419,1626164_2017-18,2.9,25,2017-18,0.092,162,0.345
1420,2734_2017-18,1.7,17,2017-18,0.083,67,0.147
1421,203473_2017-18,2.3,29,2017-18,0.168,150,0.169
1422,1627738_2017-18,1.4,8,2017-18,0.026,21,0.042
1423,1628415_2017-18,3.7,30,2017-18,0.052,222,0.117
1424,203079_2017-18,3.4,14,2017-18,0.233,104,0.347
1425,1717_2017-18,1.3,32,2017-18,0.056,101,0.112
1426,1627734_2017-18,2.4,20,2017-18,0.087,96,0.168
1427,1628378_2017-18,3.8,27,2017-18,0.116,227,0.424
1428,1627827_2017-18,4.3,5,2017-18,0.035,39,0.114
1429,203926_2017-18,2.2,25,2017-18,0.052,133,0.09
1430,1627733_2017-18,2.1,22,2017-18,0.042,98,0.134
1431,203110_2017-18,3.5,24,2017-18,0.119,197,0.159
1432,1628407_2017-18,2.7,8,2017-18,-0.012,47,0.041
1433,202779_2017-18,1.1,1,2017-18,0.0,2,0.0
1434,2730_2017-18,3.7,37,2017-18,0.15,297,0.167
1435,203939_2017-18,2.0,32,2017-18,0.038,137,0.066
1436,2548_2017-18,3.5,30,2017-18,0.119,230,0.206
1437,202734_2017-18,4.0,46,2017-18,0.044,387,0.111
1438,202334_2017-18,2.0,17,2017-18,0.081,65,0.066
1439,202327_2017-18,1.5,4,2017-18,0.075,15,0.0
1440,203901_2017-18,3.3,25,2017-18,0.106,158,0.181
1441,2731_2017-18,0.8,2,2017-18,0.0,5,0.0
1442,1626144_2017-18,1.5,7,2017-18,-0.029,29,0.2
1443,202683_2017-18,2.3,20,2017-18,0.071,93,0.159
1444,202339_2017-18,3.9,41,2017-18,0.139,345,0.299
1445,201569_2017-18,3.3,24,2017-18,0.0,162,0.143
1446,203961_2017-18,0.4,6,2017-18,-0.04,6,0.0
1447,101141_2017-18,3.8,23,2017-18,0.093,193,0.141
1448,203095_2017-18,3.1,31,2017-18,0.108,197,0.309
1449,202323_2017-18,3.0,32,2017-18,-0.031,216,0.133
1450,1626163_2017-18,1.5,28,2017-18,0.082,102,0.113
1451,1628412_2017-18,1.8,13,2017-18,0.287,41,0.143
1452,1628373_2017-18,2.6,18,2017-18,0.036,99,0.188
1453,1627832_2017-18,3.7,26,2017-18,0.05,222,0.136
1454,202066_2017-18,2.7,30,2017-18,0.092,172,0.144
1455,203914_2017-18,3.5,34,2017-18,0.099,252,0.178
1456,1627780_2017-18,0.0,1,2017-18,0.0,0,0.0
1457,201588_2017-18,3.0,24,2017-18,0.061,155,0.184
1458,1627834_2017-18,0.6,1,2017-18,0.0,1,0.0
1459,101123_2017-18,2.5,7,2017-18,0.16,37,0.128
1460,203507_2017-18,3.7,41,2017-18,0.251,322,0.266
1461,203922_2017-18,0.2,1,2017-18,1.0,1,1.0
1462,201609_2017-18,4.4,45,2017-18,0.117,387,0.207
1463,203476_2017-18,1.8,6,2017-18,0.081,18,0.0
1464,202328_2017-18,2.8,13,2017-18,0.162,71,0.106
1465,1627824_2017-18,0.9,3,2017-18,-0.148,6,0.167
1466,203084_2017-18,3.5,41,2017-18,0.118,299,0.298
1467,202355_2017-18,3.2,24,2017-18,0.159,155,0.165
1468,203546_2017-18,2.8,24,2017-18,0.053,140,0.043
1469,101133_2017-18,2.5,11,2017-18,0.014,60,0.059
1470,202697_2017-18,1.0,5,2017-18,0.286,14,0.05
1471,203477_2017-18,1.9,8,2017-18,0.242,36,0.182
1472,1627819_2017-18,1.5,16,2017-18,-0.125,63,0.188
1473,202738_2017-18,2.0,16,2017-18,0.097,79,0.322
1474,202397_2017-18,2.9,27,2017-18,0.039,156,0.173
1475,1628397_2017-18,3.3,1,2017-18,0.222,8,0.111
1476,1627826_2017-18,3.5,3,2017-18,0.149,19,0.0
1477,200826_2017-18,2.4,25,2017-18,0.067,121,0.199
1478,200755_2017-18,3.3,37,2017-18,0.11,280,0.201
1479,2747_2017-18,3.1,35,2017-18,0.007,238,0.09
1480,203960_2017-18,2.3,6,2017-18,0.012,27,0.129
1481,203210_2017-18,3.5,22,2017-18,0.063,146,0.114
1482,1628444_2017-18,2.1,2,2017-18,-0.161,12,0.083
1483,203953_2017-18,2.4,9,2017-18,-0.05,50,0.107
1484,204022_2017-18,0.1,1,2017-18,0.0,1,0.0
1485,203109_2017-18,3.2,22,2017-18,0.056,153,0.092
1486,1626143_2017-18,0.0,1,2017-18,0.0,0,0.0
1487,1627774_2017-18,0.8,1,2017-18,0.667,3,0.333
1488,1627751_2017-18,2.1,14,2017-18,0.082,70,0.145
1489,1627883_2017-18,2.9,5,2017-18,-0.027,27,0.194
1490,2037_2017-18,1.5,28,2017-18,0.119,100,0.188
1491,1627750_2017-18,4.1,37,2017-18,0.137,315,0.211
1492,2749_2017-18,3.3,15,2017-18,0.091,100,0.119
1493,1628503_2017-18,3.0,2,2017-18,0.167,13,0.071
1494,203516_2017-18,2.9,19,2017-18,0.088,123,0.079
1495,201935_2017-18,2.9,32,2017-18,0.228,193,0.45
1496,201949_2017-18,3.8,38,2017-18,0.111,285,0.223
1497,203966_2017-18,2.4,5,2017-18,-0.148,20,0.208
1498,201162_2017-18,1.6,4,2017-18,-0.045,14,0.067
1499,1626185_2017-18,3.2,21,2017-18,0.063,138,0.148
1500,1628386_2017-18,2.8,23,2017-18,0.081,132,0.179
1501,101127_2017-18,3.5,19,2017-18,0.078,140,0.238
1502,201160_2017-18,4.9,1,2017-18,0.8,10,0.091
1503,1891_2017-18,2.1,13,2017-18,0.067,66,0.041
1504,1628393_2017-18,1.8,6,2017-18,-0.012,29,0.086
1505,1627759_2017-18,3.0,37,2017-18,0.042,237,0.125
1506,1628537_2017-18,1.2,2,2017-18,0.0,7,0.0
1507,1628369_2017-18,3.4,42,2017-18,0.135,310,0.206
1508,201145_2017-18,2.5,30,2017-18,0.086,168,0.094
1509,201952_2017-18,4.2,35,2017-18,0.08,301,0.15
1510,203481_2017-18,0.0,1,2017-18,0.0,0,0.0
1511,203924_2017-18,1.8,26,2017-18,0.046,101,0.113
1512,203087_2017-18,2.5,30,2017-18,0.108,173,0.211
1513,1626170_2017-18,3.6,17,2017-18,0.116,123,0.165
1514,201573_2017-18,2.0,15,2017-18,-0.035,75,0.148
1515,202710_2017-18,4.6,31,2017-18,0.159,289,0.414
1516,201149_2017-18,4.0,1,2017-18,0.0,8,0.0
1517,201975_2017-18,1.9,11,2017-18,-0.111,50,0.167
1518,203925_2017-18,1.9,28,2017-18,0.059,119,0.158
1519,204060_2017-18,3.6,29,2017-18,0.081,238,0.134
1520,2207_2017-18,2.0,14,2017-18,0.077,71,0.173
1521,1626202_2017-18,0.0,3,2017-18,0.0,2,0.0
1522,1627762_2017-18,5.0,1,2017-18,0.714,13,0.0
1523,203954_2017-18,3.4,34,2017-18,0.216,254,0.296
1524,203530_2017-18,0.4,3,2017-18,-0.087,2,0.0
1525,1628381_2017-18,2.0,24,2017-18,0.101,108,0.175
1526,203089_2017-18,3.4,34,2017-18,0.047,238,0.098
1527,204066_2017-18,0.0,1,2017-18,0.0,0,0.0
1528,202322_2017-18,3.7,22,2017-18,0.129,189,0.318
1529,1628405_2017-18,4.8,3,2017-18,0.202,27,0.194
1530,202720_2017-18,2.6,2,2017-18,-0.227,11,0.083
1531,201973_2017-18,2.4,4,2017-18,-0.058,16,0.059
1532,202685_2017-18,2.5,27,2017-18,0.156,166,0.144
1533,1626780_2017-18,1.7,2,2017-18,0.08,8,0.222
1534,1628371_2017-18,1.3,8,2017-18,0.128,21,0.045
1535,203613_2017-18,2.9,31,2017-18,0.07,175,0.158
1536,1628395_2017-18,2.0,6,2017-18,0.133,27,0.194
1537,203903_2017-18,3.0,21,2017-18,0.156,135,0.182
1538,1626175_2017-18,0.4,1,2017-18,0.0,1,0.0
1539,101181_2017-18,2.4,5,2017-18,-0.01,30,0.065
1540,1628404_2017-18,3.1,20,2017-18,0.113,131,0.137
1541,203962_2017-18,1.8,6,2017-18,-0.082,27,0.061
1542,1628367_2017-18,2.1,22,2017-18,-0.011,100,0.128
1543,203705_2017-18,0.7,1,2017-18,0.0,1,0.0
1544,1626196_2017-18,4.2,50,2017-18,0.087,423,0.166
1545,2746_2017-18,0.0,1,2017-18,0.0,0,0.0
1546,201950_2017-18,4.7,48,2017-18,0.147,468,0.257
1547,1627823_2017-18,0.1,1,2017-18,0.0,3,0.0
1548,203944_2017-18,4.0,35,2017-18,0.112,288,0.226
1549,202933_2017-18,0.2,1,2017-18,-0.5,1,0.0
1550,1626147_2017-18,0.3,3,2017-18,0.0,3,0.667
1551,203200_2017-18,4.5,32,2017-18,0.051,304,0.118
1552,1628382_2017-18,2.0,15,2017-18,0.095,64,0.128
1553,1626159_2017-18,2.4,29,2017-18,0.076,145,0.165
1554,203994_2017-18,3.9,34,2017-18,0.106,278,0.21
1555,1628443_2017-18,0.3,3,2017-18,0.0,3,0.0
1556,1626157_2017-18,4.0,41,2017-18,0.089,337,0.144
1557,1627770_2017-18,0.0,1,2017-18,0.0,0,0.0
1558,203482_2017-18,3.3,34,2017-18,0.147,232,0.201
1559,1626162_2017-18,2.9,39,2017-18,0.106,254,0.125
1560,202689_2017-18,3.8,38,2017-18,0.169,319,0.391
1561,202702_2017-18,2.5,3,2017-18,0.0,15,0.118
1562,203145_2017-18,3.2,30,2017-18,0.068,214,0.248
1563,203484_2017-18,4.2,31,2017-18,0.073,269,0.182
1564,201142_2017-18,3.8,25,2017-18,0.212,217,0.322
1565,201567_2017-18,2.9,28,2017-18,0.147,178,0.207
1566,1626172_2017-18,2.1,11,2017-18,0.153,51,0.096
1567,203920_2017-18,2.0,9,2017-18,0.142,38,0.171
1568,203114_2017-18,3.7,47,2017-18,0.135,377,0.24
1569,202691_2017-18,3.5,27,2017-18,0.09,216,0.175
1570,1628424_2017-18,2.4,7,2017-18,0.153,39,0.116
1571,201585_2017-18,1.3,18,2017-18,0.218,44,0.098
1572,1627739_2017-18,4.0,27,2017-18,0.177,241,0.292
1573,204001_2017-18,5.0,22,2017-18,0.208,228,0.322
1574,203937_2017-18,2.6,28,2017-18,0.088,182,0.132
1575,1627858_2017-18,2.2,7,2017-18,0.106,28,0.156
1576,2594_2017-18,2.5,34,2017-18,0.073,191,0.113
1577,1628398_2017-18,4.2,36,2017-18,0.083,312,0.201
1578,200768_2017-18,3.5,40,2017-18,0.107,321,0.209
1579,203124_2017-18,3.2,11,2017-18,0.118,77,0.103
1580,202713_2017-18,1.1,1,2017-18,0.0,1,0.0
1581,202681_2017-18,3.5,34,2017-18,0.221,266,0.45
1582,200746_2017-18,3.7,32,2017-18,0.175,264,0.267
1583,202362_2017-18,2.2,23,2017-18,0.174,105,0.201
1584,202498_2017-18,1.8,24,2017-18,0.038,93,0.071
1585,204038_2017-18,0.8,12,2017-18,0.217,22,0.13
1586,203580_2017-18,0.3,1,2017-18,0.0,1,0.0
1587,1626204_2017-18,2.1,17,2017-18,0.086,85,0.112
1588,1628374_2017-18,4.6,31,2017-18,0.138,309,0.206
1589,2544_2017-18,3.4,45,2017-18,0.352,332,0.448
1590,1628366_2017-18,4.3,27,2017-18,0.105,239,0.178
1591,203485_2017-18,1.1,1,2017-18,0.0,3,0.0
1592,101150_2017-18,2.9,41,2017-18,0.094,254,0.322
1593,201601_2017-18,1.3,13,2017-18,0.15,35,0.098
1594,203512_2017-18,0.7,3,2017-18,0.125,6,0.0
1595,202337_2017-18,1.1,7,2017-18,-0.095,19,0.048
1596,1628379_2017-18,2.0,13,2017-18,0.046,52,0.175
1597,1628436_2017-18,6.0,1,2017-18,-0.036,11,0.182
1598,1627781_2017-18,3.6,1,2017-18,-0.133,8,0.091
1599,1627763_2017-18,3.2,26,2017-18,0.028,188,0.111
1600,1627098_2017-18,2.3,20,2017-18,0.052,108,0.025
1601,1627736_2017-18,0.2,4,2017-18,0.0,5,0.4
1602,1628370_2017-18,1.5,8,2017-18,-0.086,30,0.189
1603,1938_2017-18,2.9,24,2017-18,0.122,164,0.212
1604,202705_2017-18,4.2,2,2017-18,0.094,21,0.348
1605,201188_2017-18,3.7,34,2017-18,0.118,246,0.259
1606,101162_2017-18,3.4,34,2017-18,0.059,252,0.109
1607,201158_2017-18,2.4,24,2017-18,0.103,124,0.17
1608,1627875_2017-18,2.3,3,2017-18,0.027,14,0.25
1609,202694_2017-18,3.1,20,2017-18,0.074,137,0.167
1610,1627779_2017-18,0.2,1,2017-18,0.0,1,0.0
1611,203935_2017-18,3.2,30,2017-18,0.109,215,0.141
1612,201596_2017-18,2.4,18,2017-18,0.165,86,0.215
1613,1626209_2017-18,2.6,18,2017-18,0.11,94,0.226
1614,1628365_2017-18,1.0,1,2017-18,0.0,1,0.0
1615,202693_2017-18,3.8,28,2017-18,0.154,231,0.163
1616,1627737_2017-18,2.1,20,2017-18,0.057,100,0.158
1617,203104_2017-18,0.7,1,2017-18,0.0,1,0.0
1618,201578_2017-18,0.5,14,2017-18,0.0,23,0.192
1619,101107_2017-18,3.5,33,2017-18,0.031,246,0.106
1620,203486_2017-18,1.9,21,2017-18,0.11,85,0.158
1621,203521_2017-18,4.6,6,2017-18,0.1,59,0.092
1622,203090_2017-18,4.2,21,2017-18,0.102,187,0.072
1623,1628467_2017-18,1.8,16,2017-18,0.012,65,0.122
1624,203086_2017-18,0.0,3,2017-18,0.0,1,0.0
1625,201563_2017-18,3.3,20,2017-18,0.118,132,0.225
1626,203487_2017-18,1.0,8,2017-18,0.081,18,0.182
1627,203077_2017-18,2.9,31,2017-18,0.071,194,0.105
1628,201144_2017-18,3.4,6,2017-18,0.191,46,0.347
1629,1628455_2017-18,3.0,9,2017-18,0.065,63,0.225
1630,203488_2017-18,2.5,18,2017-18,0.064,103,0.086
1631,203118_2017-18,2.5,16,2017-18,0.079,87,0.107
1632,203101_2017-18,1.2,6,2017-18,0.157,20,0.095
1633,1628462_2017-18,2.7,16,2017-18,0.079,98,0.17
1634,203141_2017-18,0.6,1,2017-18,0.0,0,0.0
1635,1626149_2017-18,3.3,9,2017-18,0.098,70,0.152
1636,1627988_2017-18,1.6,5,2017-18,-0.333,20,0.045
1637,1626167_2017-18,3.2,32,2017-18,0.088,235,0.165
1638,202357_2017-18,2.2,12,2017-18,0.0,60,0.169
1639,2403_2017-18,0.1,4,2017-18,0.154,1,0.0
1640,203457_2017-18,2.3,10,2017-18,0.037,43,0.085
1641,201156_2017-18,1.7,17,2017-18,0.036,64,0.176
1642,201587_2017-18,3.7,27,2017-18,0.1,218,0.162
1643,203999_2017-18,3.7,39,2017-18,0.118,301,0.228
1644,202703_2017-18,3.4,27,2017-18,0.111,209,0.183
1645,202696_2017-18,2.5,24,2017-18,0.11,124,0.195
1646,203943_2017-18,2.3,10,2017-18,0.047,47,0.042
1647,1626181_2017-18,1.5,12,2017-18,-0.041,44,0.12
1648,1628384_2017-18,5.2,6,2017-18,-0.019,61,0.07
1649,201600_2017-18,0.8,1,2017-18,0.143,1,0.0
1650,201956_2017-18,2.3,6,2017-18,0.051,26,0.034
1651,203490_2017-18,4.0,37,2017-18,0.141,333,0.125
1652,200782_2017-18,2.3,33,2017-18,0.085,165,0.13
1653,1627783_2017-18,2.0,31,2017-18,0.081,141,0.057
1654,1626192_2017-18,0.7,23,2017-18,0.073,55,0.136
1655,201976_2017-18,4.2,3,2017-18,0.019,25,0.091
1656,1627775_2017-18,2.1,11,2017-18,0.027,50,0.035
1657,202335_2017-18,1.8,6,2017-18,-0.093,23,0.036
1658,201988_2017-18,3.6,35,2017-18,0.096,282,0.174
1659,2200_2017-18,2.5,15,2017-18,0.23,85,0.202
1660,202331_2017-18,4.0,42,2017-18,0.103,362,0.189
1661,200794_2017-18,4.6,19,2017-18,0.176,177,0.174
1662,1627835_2017-18,1.8,8,2017-18,0.068,26,0.097
1663,203112_2017-18,2.3,27,2017-18,-0.059,140,0.102
1664,202347_2017-18,0.2,1,2017-18,0.0,1,0.0
1665,1626188_2017-18,2.6,6,2017-18,0.032,36,0.128
1666,200765_2017-18,3.4,22,2017-18,0.15,166,0.154
1667,201196_2017-18,2.7,2,2017-18,0.085,11,0.167
1668,1626173_2017-18,2.5,2,2017-18,-0.121,11,0.167
1669,203526_2017-18,1.5,2,2017-18,0.1,8,0.0
1670,101109_2017-18,1.7,21,2017-18,0.024,80,0.021
1671,203493_2017-18,2.9,24,2017-18,0.063,143,0.125
1672,202704_2017-18,3.5,19,2017-18,0.162,132,0.395
1673,1626158_2017-18,3.3,9,2017-18,0.103,61,0.174
1674,201937_2017-18,3.6,19,2017-18,0.207,158,0.158
1675,203496_2017-18,3.3,39,2017-18,0.12,297,0.153
1676,201577_2017-18,5.0,18,2017-18,0.017,189,0.186
1677,203918_2017-18,2.4,21,2017-18,-0.017,119,0.146
1678,1628681_2017-18,2.5,2,2017-18,-0.8,12,0.25
1679,1627758_2017-18,0.7,4,2017-18,0.0,8,0.125
1680,1626178_2017-18,3.0,40,2017-18,0.125,242,0.163
1681,1626220_2017-18,1.5,10,2017-18,0.124,36,0.103
1682,200752_2017-18,3.5,13,2017-18,0.124,94,0.22
1683,203497_2017-18,3.5,20,2017-18,0.196,163,0.132
1684,201566_2017-18,4.1,46,2017-18,0.198,393,0.42
1685,201583_2017-18,1.9,11,2017-18,0.017,44,0.038
1686,1627853_2017-18,2.2,4,2017-18,0.026,17,0.059
1687,1626257_2017-18,1.5,21,2017-18,0.086,65,0.069
1688,1626155_2017-18,2.4,4,2017-18,0.148,25,0.111
1689,203930_2017-18,1.5,6,2017-18,0.198,21,0.476
1690,1628400_2017-18,1.5,17,2017-18,0.053,55,0.065
1691,201586_2017-18,3.7,31,2017-18,0.046,259,0.106
1692,203894_2017-18,2.1,21,2017-18,0.105,99,0.13
1693,203499_2017-18,2.6,11,2017-18,0.113,67,0.137
1694,1627885_2017-18,0.7,7,2017-18,0.025,14,0.063
1695,2733_2017-18,1.2,15,2017-18,-0.035,44,0.111
1696,202714_2017-18,2.2,19,2017-18,0.021,78,0.14
1697,1628414_2017-18,1.0,23,2017-18,-0.016,52,0.018
1698,1627746_2017-18,2.7,11,2017-18,0.028,67,0.093
1699,203524_2017-18,4.6,2,2017-18,0.029,20,0.043
1700,203915_2017-18,3.9,41,2017-18,0.121,343,0.289
1701,1626169_2017-18,2.5,29,2017-18,0.087,144,0.12
1702,201939_2017-18,3.8,16,2017-18,0.219,136,0.352
1703,1628425_2017-18,0.5,4,2017-18,0.0,3,0.0
1704,203500_2017-18,4.0,41,2017-18,0.056,340,0.077
1705,204456_2017-18,1.0,21,2017-18,0.086,61,0.119
1706,203933_2017-18,2.9,33,2017-18,0.157,206,0.213
1707,201959_2017-18,3.7,40,2017-18,0.105,295,0.078
1708,204028_2017-18,2.5,5,2017-18,0.115,36,0.103
1709,1627752_2017-18,2.9,38,2017-18,0.058,238,0.197
1710,1628390_2017-18,2.9,1,2017-18,0.219,7,0.125
1711,203082_2017-18,2.3,7,2017-18,-0.026,38,0.225
1712,1626179_2017-18,3.0,34,2017-18,0.079,220,0.149
1713,200757_2017-18,2.8,9,2017-18,0.08,59,0.076
1714,201152_2017-18,3.5,39,2017-18,0.036,291,0.112
1715,1627748_2017-18,2.5,8,2017-18,0.178,50,0.038
1716,204025_2017-18,1.7,3,2017-18,-0.038,10,0.077
1717,203501_2017-18,3.5,22,2017-18,0.088,155,0.26
1718,1627817_2017-18,1.2,1,2017-18,2.0,5,0.4
1719,1627789_2017-18,0.7,8,2017-18,-0.467,17,0.143
1720,202699_2017-18,3.1,42,2017-18,0.083,257,0.169
1721,203107_2017-18,3.9,21,2017-18,0.08,188,0.132
1722,2754_2017-18,1.6,7,2017-18,0.136,28,0.097
1723,2225_2017-18,1.6,5,2017-18,0.231,19,0.15
1724,203503_2017-18,3.2,26,2017-18,0.018,182,0.075
1725,1628470_2017-18,1.0,17,2017-18,0.062,38,0.093
1726,204037_2017-18,2.1,2,2017-18,0.0,10,0.0
1727,1626203_2017-18,1.0,6,2017-18,0.16,18,0.15
1728,2772_2017-18,3.2,29,2017-18,0.111,199,0.084
1729,202344_2017-18,1.6,14,2017-18,0.094,48,0.136
1730,203504_2017-18,2.6,11,2017-18,0.036,59,0.239
1731,1626168_2017-18,2.7,18,2017-18,0.112,111,0.103
1732,202684_2017-18,1.7,14,2017-18,0.0,51,0.054
1733,203584_2017-18,1.5,25,2017-18,0.027,93,0.142
1734,1627786_2017-18,0.9,4,2017-18,0.045,7,0.0
1735,1628463_2017-18,3.7,3,2017-18,0.117,20,0.045
1736,1628416_2017-18,2.2,13,2017-18,0.017,71,0.143
1737,203898_2017-18,7.9,3,2017-18,0.09,48,0.268
1738,204020_2017-18,2.0,35,2017-18,0.063,159,0.084
1739,1627755_2017-18,2.3,18,2017-18,0.041,90,0.19
1740,203092_2017-18,0.8,14,2017-18,-0.092,34,0.086
1741,201936_2017-18,3.5,26,2017-18,0.131,178,0.333
1742,1627820_2017-18,1.4,10,2017-18,-0.04,38,0.077
1743,2199_2017-18,2.2,20,2017-18,0.113,94,0.096
1744,1626145_2017-18,2.4,11,2017-18,-0.006,56,0.123
1745,203506_2017-18,3.5,41,2017-18,0.213,313,0.382
1746,1713_2017-18,2.3,11,2017-18,0.047,52,0.079
1747,1627735_2017-18,0.9,2,2017-18,0.0,4,0.0
1748,201961_2017-18,3.0,39,2017-18,0.118,241,0.149
1749,1627782_2017-18,2.4,12,2017-18,0.278,56,0.203
1750,1628411_2017-18,1.6,6,2017-18,-0.179,20,0.087
1751,202325_2017-18,2.0,23,2017-18,0.078,111,0.094
1752,202083_2017-18,3.7,36,2017-18,-0.006,275,0.154
1753,203115_2017-18,4.0,41,2017-18,0.132,344,0.226
1754,1626161_2017-18,3.1,35,2017-18,0.145,234,0.146
1755,203186_2017-18,2.0,1,2017-18,-0.04,5,0.2
1756,1626195_2017-18,0.2,1,2017-18,0.0,1,0.0
1757,201163_2017-18,3.2,32,2017-18,0.014,201,0.093
1758,1628504_2017-18,2.1,2,2017-18,0.057,10,0.2
1759,1627812_2017-18,3.0,40,2017-18,0.001,246,0.129
1760,1628380_2017-18,2.7,3,2017-18,0.083,20,0.083
1761,203897_2017-18,3.7,9,2017-18,0.123,77,0.375
1762,2216_2017-18,3.9,21,2017-18,0.15,165,0.254
1763,2585_2017-18,0.0,1,2017-18,0.0,1,0.0
1764,1627753_2017-18,1.2,1,2017-18,1.0,5,0.2
1765,203932_2018-19,2.9,43,2018-19,0.084,277,0.132
1766,1628988_2018-19,1.3,4,2018-19,-0.182,13,0.385
1767,1627846_2018-19,2.2,3,2018-19,0.235,14,0.056
1768,201143_2018-19,3.3,38,2018-19,0.156,264,0.144
1769,202329_2018-19,2.9,35,2018-19,0.147,225,0.138
1770,202692_2018-19,1.9,13,2018-19,0.147,59,0.246
1771,203518_2018-19,1.7,7,2018-19,0.117,29,0.229
1772,1627936_2018-19,3.2,6,2018-19,0.19,49,0.143
1773,203458_2018-19,3.2,21,2018-19,0.082,148,0.151
1774,1627816_2018-19,1.4,5,2018-19,-0.143,13,0.154
1775,1628035_2018-19,1.3,8,2018-19,-0.1,20,0.095
1776,1628993_2018-19,5.1,1,2018-19,0.0,12,0.0
1777,203459_2018-19,1.8,19,2018-19,0.052,77,0.07
1778,1629019_2018-19,4.0,12,2018-19,0.235,109,0.198
1779,101161_2018-19,0.1,5,2018-19,0.333,3,0.25
1780,203083_2018-19,3.8,39,2018-19,0.217,300,0.167
1781,2738_2018-19,3.6,27,2018-19,0.041,219,0.061
1782,101106_2018-19,0.8,3,2018-19,0.1,6,0.0
1783,1626150_2018-19,0.0,1,2018-19,0.0,0,0.0
1784,203952_2018-19,4.0,37,2018-19,-0.01,293,0.182
1785,1629014_2018-19,1.3,3,2018-19,0.342,12,0.429
1786,1627790_2018-19,2.9,11,2018-19,-0.049,60,0.059
1787,203076_2018-19,2.6,25,2018-19,0.186,135,0.342
1788,201229_2018-19,2.5,16,2018-19,0.171,92,0.095
1789,1628469_2018-19,0.6,7,2018-19,0.032,13,0.278
1790,203382_2018-19,1.0,9,2018-19,0.065,20,0.042
1791,203085_2018-19,2.6,21,2018-19,0.036,117,0.081
1792,202340_2018-19,3.5,30,2018-19,0.001,226,0.134
1793,1629168_2018-19,2.0,2,2018-19,0.0,9,0.222
1794,1628389_2018-19,3.0,31,2018-19,0.175,194,0.112
1795,203463_2018-19,1.2,2,2018-19,0.211,4,0.25
1796,1627732_2018-19,3.6,42,2018-19,0.122,344,0.148
1797,202687_2018-19,1.3,9,2018-19,-0.018,23,0.036
1798,201933_2018-19,3.9,39,2018-19,0.117,314,0.348
1799,1626246_2018-19,1.2,15,2018-19,0.216,39,0.191
1800,1626171_2018-19,3.5,15,2018-19,0.014,118,0.209
1801,203992_2018-19,3.0,31,2018-19,0.073,196,0.167
1802,202711_2018-19,2.8,40,2018-19,0.076,237,0.189
1803,1629045_2018-19,2.1,1,2018-19,-0.167,6,0.167
1804,203078_2018-19,4.7,36,2018-19,0.149,362,0.311
1805,1629164_2018-19,0.1,1,2018-19,0.0,0,0.0
1806,1627742_2018-19,3.2,27,2018-19,0.077,190,0.179
1807,202688_2018-19,5.2,1,2018-19,0.0,11,0.0
1808,201572_2018-19,3.0,28,2018-19,-0.012,197,0.11
1809,1628971_2018-19,2.3,20,2018-19,0.009,103,0.07
1810,203998_2018-19,3.0,15,2018-19,0.099,104,0.09
1811,1627854_2018-19,3.0,35,2018-19,0.041,223,0.1
1812,1627741_2018-19,3.5,42,2018-19,0.056,315,0.252
1813,203468_2018-19,3.4,34,2018-19,0.089,260,0.222
1814,101139_2018-19,1.4,13,2018-19,0.057,53,0.069
1815,1628403_2018-19,3.2,1,2018-19,0.158,7,0.0
1816,1626166_2018-19,4.6,6,2018-19,0.089,57,0.175
1817,1629244_2018-19,1.7,4,2018-19,-0.074,17,0.158
1818,1627747_2018-19,3.3,16,2018-19,0.103,101,0.232
1819,2546_2018-19,1.8,5,2018-19,0.0,18,0.192
1820,1626224_2018-19,2.3,28,2018-19,0.079,140,0.195
1821,1628990_2018-19,1.0,8,2018-19,-0.174,18,0.136
1822,202718_2018-19,4.3,6,2018-19,0.037,50,0.145
1823,1626184_2018-19,2.7,6,2018-19,0.015,33,0.182
1824,1627767_2018-19,1.6,12,2018-19,0.242,48,0.164
1825,1629002_2018-19,0.1,1,2018-19,0.0,1,0.0
1826,101108_2018-19,2.7,25,2018-19,0.087,145,0.167
1827,1626174_2018-19,2.8,4,2018-19,0.21,24,0.179
1828,203991_2018-19,3.5,31,2018-19,0.1,214,0.087
1829,203469_2018-19,2.6,25,2018-19,-0.008,136,0.076
