,pidSzn,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,MIN,GP,Season,PFD,DRIVE_PF,DRIVE_PF_PCT,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
190,203210_2014-15,0.0,0.0,0.0,6.9,24,2014-15,0.4,0.0,0.167,0.49,0.25,0.24,4.26,4.53,4.01
191,201580_2014-15,0.0,0.0,0.0,11.3,23,2014-15,1.3,0.1,0.333,0.73,0.38,0.35,3.92,4.28,3.64
192,203913_2014-15,0.0,0.0,0.0,30.3,19,2014-15,3.4,0.8,0.156,2.02,1.12,0.89,4.04,4.29,3.77
193,203953_2014-15,0.0,0.0,0.0,29.9,25,2014-15,2.5,0.4,0.091,2.15,1.1,1.06,4.35,4.62,4.1
194,204022_2014-15,0.0,0.0,0.0,5.5,16,2014-15,1.1,0.1,0.5,0.39,0.21,0.18,4.35,4.5,4.2
195,203109_2014-15,0.0,0.0,0.0,20.3,82,2014-15,1.4,0.2,0.15,1.42,0.73,0.68,4.25,4.51,4.0
196,203479_2014-15,0.0,0.0,0.0,4.5,3,2014-15,0.3,0.0,0.0,0.34,0.19,0.15,4.37,4.92,3.74
197,2037_2014-15,0.0,0.0,0.0,27.0,64,2014-15,2.6,0.6,0.139,1.73,0.9,0.83,3.9,4.11,3.69
198,2749_2014-15,0.0,0.0,0.0,22.6,63,2014-15,1.1,0.1,0.012,1.54,0.8,0.74,4.15,4.48,3.83
199,203516_2014-15,0.0,0.0,0.0,17.2,62,2014-15,1.2,0.3,0.151,1.25,0.67,0.58,4.43,4.66,4.19
200,201935_2014-15,0.0,0.0,0.0,37.3,81,2014-15,6.8,1.9,0.139,2.31,1.21,1.1,3.78,4.01,3.55
201,201949_2014-15,0.0,0.0,0.0,19.8,70,2014-15,1.2,0.3,0.066,1.35,0.7,0.65,4.15,4.28,4.01
202,2592_2014-15,0.0,0.0,0.0,11.9,57,2014-15,0.7,0.0,0.048,0.82,0.46,0.37,4.17,4.41,3.9
203,203949_2014-15,0.0,0.0,0.0,9.3,15,2014-15,1.4,0.1,0.143,0.69,0.37,0.32,4.49,5.01,4.01
204,203923_2014-15,0.0,0.0,0.0,10.9,31,2014-15,0.6,0.1,0.211,0.77,0.4,0.37,4.39,4.63,4.15
205,2457_2014-15,0.0,0.0,0.0,8.2,9,2014-15,0.6,0.0,0.0,0.57,0.3,0.27,4.17,4.72,3.69
206,203099_2014-15,0.0,0.0,0.0,4.7,19,2014-15,0.5,0.1,0.091,0.35,0.17,0.18,4.45,4.53,4.52
207,201162_2014-15,0.0,0.0,0.0,24.2,72,2014-15,1.2,0.1,0.034,1.63,0.84,0.79,4.12,4.43,3.82
208,203096_2014-15,0.0,0.0,0.0,27.4,58,2014-15,2.2,0.2,0.075,1.78,0.94,0.85,3.97,4.31,3.65
209,203950_2014-15,0.0,0.0,0.0,6.7,19,2014-15,1.2,0.0,0.0,0.48,0.24,0.23,4.27,4.47,4.09
210,101127_2014-15,0.0,0.0,0.0,28.4,80,2014-15,2.4,0.6,0.052,1.91,1.04,0.87,4.1,4.43,3.76
211,101131_2014-15,0.0,0.0,0.0,14.6,61,2014-15,1.4,0.0,0.0,0.98,0.54,0.44,4.09,4.37,3.79
212,2202_2014-15,0.0,0.0,0.0,22.2,19,2014-15,1.2,0.1,0.031,1.54,0.81,0.73,4.24,4.44,4.03
213,201160_2014-15,0.0,0.0,0.0,22.1,82,2014-15,1.9,0.2,0.188,1.55,0.85,0.7,4.26,4.52,3.99
214,1891_2014-15,0.0,0.0,0.0,21.6,77,2014-15,0.4,0.1,0.025,1.52,0.81,0.71,4.3,4.63,3.98
215,201574_2014-15,0.0,0.0,0.0,24.9,81,2014-15,1.7,0.1,0.241,1.7,0.9,0.79,4.15,4.43,3.87
216,202399_2014-15,0.0,0.0,0.0,12.8,17,2014-15,2.3,0.1,0.143,0.81,0.42,0.38,3.84,3.96,3.66
217,201965_2014-15,0.0,0.0,0.0,7.6,51,2014-15,0.6,0.0,0.333,0.53,0.3,0.23,4.23,4.45,3.98
218,201145_2014-15,0.0,0.0,0.0,31.9,78,2014-15,2.9,0.5,0.118,2.11,1.12,0.99,4.04,4.33,3.75
219,201952_2014-15,0.0,0.0,0.0,30.9,73,2014-15,4.1,1.0,0.066,2.0,1.09,0.91,3.95,4.38,3.54
220,203481_2014-15,0.0,0.0,0.0,7.1,37,2014-15,1.0,0.0,0.0,0.5,0.28,0.22,4.28,4.62,3.93
221,203106_2014-15,0.0,0.0,0.0,15.0,29,2014-15,1.0,0.3,0.133,1.08,0.57,0.51,4.37,4.58,4.16
222,203924_2014-15,0.0,0.0,0.0,21.5,65,2014-15,2.2,0.6,0.163,1.57,0.85,0.72,4.45,4.8,4.09
223,202077_2014-15,0.0,0.0,0.0,6.1,6,2014-15,0.3,0.0,0.0,0.43,0.23,0.2,4.29,4.7,3.9
224,202379_2014-15,0.0,0.0,0.0,7.1,38,2014-15,0.7,0.0,0.0,0.5,0.27,0.23,4.33,4.61,4.03
225,203087_2014-15,0.0,0.0,0.0,13.6,47,2014-15,0.9,0.3,0.104,0.92,0.49,0.43,4.1,4.36,3.86
226,202391_2014-15,0.0,0.0,0.0,26.1,74,2014-15,3.8,1.0,0.097,1.81,0.98,0.83,4.23,4.51,3.94
227,202366_2014-15,0.0,0.0,0.0,8.8,44,2014-15,0.7,0.0,0.4,0.59,0.3,0.28,4.06,4.28,3.85
228,203968_2014-15,0.0,0.0,0.0,1.4,2,2014-15,0.0,0.0,0.0,0.08,0.04,0.04,4.41,4.0,4.91
229,201573_2014-15,0.0,0.0,0.0,22.6,77,2014-15,1.6,0.3,0.041,1.56,0.83,0.73,4.19,4.6,3.81
230,202690_2014-15,0.0,0.0,0.0,10.3,50,2014-15,0.8,0.2,0.053,0.75,0.43,0.32,4.42,4.85,3.96
231,202710_2014-15,0.0,0.0,0.0,39.2,65,2014-15,5.3,1.0,0.158,2.77,1.49,1.28,4.31,4.53,4.07
232,201149_2014-15,0.0,0.0,0.0,31.0,67,2014-15,2.6,0.1,0.077,2.08,1.13,0.95,4.09,4.35,3.82
233,201975_2014-15,0.0,0.0,0.0,24.7,60,2014-15,2.0,0.4,0.126,1.8,0.99,0.82,4.44,4.86,4.02
234,203925_2014-15,0.0,0.0,0.0,9.8,51,2014-15,0.2,0.1,0.074,0.71,0.39,0.32,4.39,4.7,4.07
235,204060_2014-15,0.0,0.0,0.0,21.5,79,2014-15,0.8,0.1,0.031,1.51,0.83,0.67,4.28,4.53,4.01
236,2207_2014-15,0.0,0.0,0.0,35.3,80,2014-15,2.2,0.3,0.051,2.37,1.3,1.07,4.07,4.45,3.7
237,201202_2014-15,0.0,0.0,0.0,8.4,49,2014-15,0.4,0.0,0.0,0.6,0.32,0.28,4.33,4.56,4.09
238,200777_2014-15,0.0,0.0,0.0,13.0,48,2014-15,0.8,0.0,0.0,0.89,0.47,0.42,4.18,4.43,3.92
239,201595_2014-15,0.0,0.0,0.0,12.5,69,2014-15,0.9,0.0,0.167,0.87,0.46,0.41,4.18,4.48,3.88
240,203530_2014-15,0.0,0.0,0.0,11.3,24,2014-15,0.9,0.1,0.2,0.78,0.42,0.36,4.19,4.43,3.94
241,203089_2014-15,0.0,0.0,0.0,18.6,67,2014-15,1.7,0.0,0.071,1.26,0.63,0.63,4.13,4.32,3.95
242,203098_2014-15,0.0,0.0,0.0,12.5,24,2014-15,0.8,0.1,0.069,0.89,0.46,0.43,4.31,4.57,4.05
243,101249_2014-15,0.0,0.0,0.0,13.1,21,2014-15,0.4,0.0,0.0,0.98,0.53,0.44,4.54,4.87,4.19
244,2422_2014-15,0.0,0.0,0.0,13.0,21,2014-15,0.2,0.0,0.059,0.87,0.48,0.39,4.07,4.29,3.88
245,202322_2014-15,0.0,0.0,0.0,36.4,79,2014-15,3.7,0.8,0.071,2.42,1.28,1.13,4.03,4.39,3.69
246,203948_2014-15,0.0,0.0,0.0,11.0,34,2014-15,0.7,0.0,0.048,0.76,0.39,0.37,4.29,4.42,4.13
247,202720_2014-15,0.0,0.0,0.0,13.3,63,2014-15,0.8,0.1,0.074,0.97,0.52,0.45,4.46,4.79,4.11
248,201973_2014-15,0.0,0.0,0.0,16.6,75,2014-15,0.9,0.1,0.048,1.19,0.65,0.55,4.38,4.74,4.02
249,202685_2014-15,0.0,0.0,0.0,26.5,80,2014-15,3.0,0.0,0.087,1.76,0.94,0.82,4.05,4.19,3.91
250,203919_2014-15,0.0,0.0,0.0,8.4,30,2014-15,0.7,0.0,0.028,0.6,0.31,0.29,4.37,4.78,3.99
251,203903_2014-15,0.0,0.0,0.0,25.3,59,2014-15,2.3,0.6,0.084,1.84,1.02,0.82,4.41,4.69,4.11
252,200770_2014-15,0.0,0.0,0.0,14.9,36,2014-15,0.7,0.1,0.023,1.05,0.57,0.49,4.32,4.61,4.0
253,202706_2014-15,0.0,0.0,0.0,8.8,14,2014-15,0.0,0.0,0.0,0.63,0.32,0.31,4.38,4.41,4.24
254,201941_2014-15,0.0,0.0,0.0,27.1,70,2014-15,1.9,0.2,0.151,1.78,0.96,0.82,3.99,4.14,3.84
255,203268_2014-15,0.0,0.0,0.0,8.8,20,2014-15,0.7,0.1,0.067,0.67,0.34,0.32,4.61,4.92,4.32
256,101181_2014-15,0.0,0.0,0.0,30.6,42,2014-15,0.9,0.1,0.023,2.15,1.24,0.91,4.31,4.76,3.82
257,201177_2014-15,0.0,0.0,0.0,17.6,17,2014-15,0.8,0.1,0.026,1.23,0.68,0.55,4.19,4.62,3.77
258,2746_2014-15,0.0,0.0,0.0,28.1,83,2014-15,2.4,0.3,0.073,1.75,0.92,0.83,3.8,4.01,3.59
259,201950_2014-15,0.0,0.0,0.0,33.0,40,2014-15,1.8,0.5,0.034,2.34,1.28,1.06,4.31,4.78,3.85
260,203944_2014-15,0.0,0.0,0.0,13.7,1,2014-15,1.0,1.0,0.2,0.86,0.44,0.42,3.99,3.42,3.68
261,203120_2014-15,0.0,0.0,0.0,17.6,41,2014-15,1.4,0.0,0.04,1.25,0.65,0.59,4.3,4.61,4.0
262,203200_2014-15,0.0,0.0,0.0,11.3,59,2014-15,0.6,0.1,0.1,0.82,0.43,0.39,4.35,4.79,3.96
263,203994_2014-15,0.0,0.0,0.0,18.0,62,2014-15,1.9,0.0,0.0,1.22,0.64,0.58,4.12,4.41,3.84
264,203909_2014-15,0.0,0.0,0.0,22.1,62,2014-15,1.6,0.4,0.106,1.55,0.8,0.75,4.27,4.52,4.04
265,203564_2014-15,0.0,0.0,0.0,5.6,1,2014-15,0.0,0.0,0.0,0.4,0.23,0.18,4.33,4.03,4.69
266,202695_2014-15,0.0,0.0,0.0,32.2,64,2014-15,3.4,0.5,0.085,2.34,1.27,1.07,4.43,4.78,4.07
267,203482_2014-15,0.0,0.0,0.0,22.5,64,2014-15,2.2,0.3,0.13,1.58,0.85,0.73,4.29,4.88,3.77
268,202689_2014-15,0.0,0.0,0.0,34.6,62,2014-15,4.4,0.8,0.062,2.41,1.39,1.02,4.24,4.76,3.69
269,203088_2014-15,0.0,0.0,0.0,15.1,28,2014-15,0.8,0.0,0.0,1.08,0.56,0.52,4.21,4.61,3.84
270,2570_2014-15,0.0,0.0,0.0,17.1,68,2014-15,1.2,0.0,0.0,1.1,0.58,0.52,3.92,4.12,3.72
271,202702_2014-15,0.0,0.0,0.0,28.2,75,2014-15,3.9,0.1,0.096,1.95,1.01,0.94,4.21,4.47,3.95
272,203145_2014-15,0.0,0.0,0.0,17.9,75,2014-15,1.2,0.3,0.09,1.31,0.67,0.64,4.47,4.66,4.28
273,203484_2014-15,0.0,0.0,0.0,32.0,82,2014-15,1.8,0.3,0.088,2.27,1.24,1.03,4.33,4.66,4.0
274,2030_2014-15,0.0,0.0,0.0,9.6,11,2014-15,0.1,0.0,0.0,0.66,0.34,0.32,3.89,3.97,3.8
275,201142_2014-15,0.0,0.0,0.0,34.2,27,2014-15,5.0,0.9,0.146,2.17,1.14,1.02,3.85,4.2,3.51
276,708_2014-15,0.0,0.0,0.0,20.5,47,2014-15,1.3,0.1,0.188,1.39,0.74,0.64,4.11,4.42,3.79
277,201567_2014-15,0.0,0.0,0.0,34.2,75,2014-15,3.7,0.2,0.17,2.19,1.17,1.02,3.91,4.1,3.73
278,2755_2014-15,0.0,0.0,0.0,33.8,39,2014-15,3.2,0.5,0.125,2.31,1.22,1.09,4.12,4.37,3.86
279,202338_2014-15,0.0,0.0,0.0,15.8,79,2014-15,1.1,0.0,0.083,1.09,0.58,0.51,4.18,4.4,3.94
280,203114_2014-15,0.0,0.0,0.0,30.5,79,2014-15,1.7,0.1,0.035,2.13,1.09,1.04,4.25,4.58,3.94
281,2550_2014-15,0.0,0.0,0.0,24.7,66,2014-15,1.0,0.1,0.043,1.84,1.0,0.84,4.54,4.84,4.23
282,202691_2014-15,0.0,0.0,0.0,32.3,77,2014-15,2.6,0.4,0.068,2.33,1.21,1.13,4.33,4.91,3.85
283,977_2014-15,0.0,0.0,0.0,34.9,35,2014-15,5.2,0.9,0.105,2.22,1.21,1.01,3.88,4.08,3.66
284,201585_2014-15,0.0,0.0,0.0,16.9,81,2014-15,1.2,0.0,0.071,1.16,0.62,0.55,4.2,4.52,3.9
285,203123_2014-15,0.0,0.0,0.0,18.7,43,2014-15,0.7,0.0,0.007,1.41,0.77,0.64,4.6,5.04,4.18
286,2743_2014-15,0.0,0.0,0.0,21.3,64,2014-15,2.1,0.1,0.123,1.47,0.78,0.69,4.2,4.45,3.94
287,203937_2014-15,0.0,0.0,0.0,11.0,33,2014-15,0.4,0.1,0.039,0.8,0.45,0.35,4.45,4.79,4.08
288,2594_2014-15,0.0,0.0,0.0,32.7,75,2014-15,1.6,0.0,0.032,2.35,1.25,1.1,4.39,4.78,4.01
289,200768_2014-15,0.0,0.0,0.0,34.9,70,2014-15,4.3,0.7,0.064,2.28,1.24,1.05,3.97,4.21,3.72
290,203124_2014-15,0.0,0.0,0.0,16.4,51,2014-15,1.0,0.1,0.094,1.07,0.57,0.5,3.97,4.22,3.73
291,202713_2014-15,0.0,0.0,0.0,22.1,80,2014-15,0.8,0.1,0.075,1.69,0.93,0.76,4.66,5.16,4.16
292,202681_2014-15,0.0,0.0,0.0,36.9,75,2014-15,3.8,0.7,0.061,2.41,1.28,1.13,3.98,4.17,3.78
293,200746_2014-15,0.0,0.0,0.0,35.8,71,2014-15,4.1,0.2,0.167,2.26,1.21,1.06,3.84,4.0,3.67
294,202362_2014-15,0.0,0.0,0.0,26.1,61,2014-15,1.9,0.4,0.054,1.72,0.95,0.77,4.02,4.31,3.71
295,202498_2014-15,0.0,0.0,0.0,24.4,62,2014-15,1.4,0.2,0.108,1.74,0.94,0.8,4.35,4.49,4.2
296,202361_2014-15,0.0,0.0,0.0,8.4,26,2014-15,0.3,0.0,0.034,0.64,0.35,0.29,4.57,4.72,4.45
297,204038_2014-15,0.0,0.0,0.0,32.8,45,2014-15,2.0,0.3,0.084,2.35,1.31,1.04,4.36,4.69,4.0
298,203580_2014-15,0.0,0.0,0.0,18.5,12,2014-15,1.5,0.0,0.0,1.35,0.74,0.62,4.44,4.83,4.1
299,202336_2014-15,0.0,0.0,0.0,22.0,27,2014-15,1.4,0.1,0.087,1.47,0.75,0.72,4.06,4.34,3.81
300,202730_2014-15,0.0,0.0,0.0,17.2,63,2014-15,0.8,0.0,0.0,1.14,0.61,0.53,4.06,4.18,3.92
301,2544_2014-15,0.0,0.0,0.0,36.6,69,2014-15,6.0,1.4,0.108,2.31,1.24,1.07,3.84,4.09,3.6
302,2571_2014-15,0.0,0.0,0.0,15.1,66,2014-15,0.9,0.2,0.056,1.09,0.59,0.5,4.32,4.84,3.84
303,201991_2014-15,0.0,0.0,0.0,11.3,5,2014-15,0.6,0.2,0.143,0.8,0.43,0.38,4.32,4.25,4.4
304,203485_2014-15,0.0,0.0,0.0,19.2,29,2014-15,0.6,0.1,0.023,1.39,0.71,0.68,4.39,4.71,4.09
305,200811_2014-15,0.0,0.0,0.0,17.9,53,2014-15,1.5,0.1,0.111,1.27,0.71,0.56,4.32,4.67,3.95
306,101150_2014-15,0.0,0.0,0.0,25.5,80,2014-15,3.2,0.5,0.076,1.65,0.9,0.75,3.92,4.2,3.64
307,201601_2014-15,0.0,0.0,0.0,29.0,67,2014-15,2.0,0.4,0.091,1.98,1.09,0.89,4.15,4.56,3.74
308,203512_2014-15,0.0,0.0,0.0,3.9,6,2014-15,0.3,0.0,0.0,0.29,0.17,0.13,4.68,4.72,4.63
309,2449_2014-15,0.0,0.0,0.0,20.8,81,2014-15,2.7,0.1,0.073,1.47,0.8,0.67,4.33,4.58,4.08
310,202337_2014-15,0.0,0.0,0.0,13.3,63,2014-15,0.3,0.1,0.052,0.99,0.55,0.44,4.53,4.95,4.1
311,2557_2014-15,0.0,0.0,0.0,14.7,47,2014-15,1.0,0.0,0.023,1.08,0.59,0.49,4.48,4.99,3.98
312,2736_2014-15,0.0,0.0,0.0,34.1,72,2014-15,2.7,0.4,0.119,2.37,1.27,1.1,4.25,4.46,4.03
313,202723_2014-15,0.0,0.0,0.0,2.0,1,2014-15,0.0,0.0,0.0,0.15,0.05,0.09,2.97,8.89,4.47
314,202952_2014-15,0.0,0.0,0.0,11.6,17,2014-15,0.7,0.0,0.0,0.83,0.46,0.37,4.36,4.7,4.0
315,1938_2014-15,0.0,0.0,0.0,23.0,70,2014-15,3.2,0.6,0.074,1.57,0.86,0.71,4.17,4.58,3.77
316,201188_2014-15,0.0,0.0,0.0,33.6,81,2014-15,5.1,0.1,0.119,2.06,1.11,0.95,3.74,3.91,3.56
317,101162_2014-15,0.0,0.0,0.0,30.3,82,2014-15,2.1,0.0,0.143,2.08,1.09,0.98,4.16,4.52,3.82
318,201158_2014-15,0.0,0.0,0.0,22.7,62,2014-15,1.5,0.1,0.064,1.66,0.93,0.73,4.46,4.98,3.93
319,202694_2014-15,0.0,0.0,0.0,25.6,81,2014-15,1.4,0.1,0.054,1.72,0.88,0.84,4.09,4.3,3.89
320,203935_2014-15,0.0,0.0,0.0,27.3,67,2014-15,2.4,0.3,0.085,1.89,0.97,0.92,4.22,4.53,3.92
321,201977_2014-15,0.0,0.0,0.0,15.2,48,2014-15,0.9,0.1,0.029,1.03,0.54,0.49,4.14,4.36,3.92
322,201596_2014-15,0.0,0.0,0.0,30.0,80,2014-15,3.5,0.7,0.077,2.01,1.12,0.89,4.08,4.43,3.72
323,203900_2014-15,0.0,0.0,0.0,16.8,47,2014-15,1.3,0.2,0.101,1.18,0.61,0.57,4.26,4.48,4.05
324,202693_2014-15,0.0,0.0,0.0,31.9,82,2014-15,2.8,0.2,0.088,1.95,1.0,0.95,3.73,3.92,3.54
325,201578_2014-15,0.0,0.0,0.0,16.1,76,2014-15,2.2,0.1,0.164,1.04,0.53,0.51,3.86,4.21,3.56
326,101110_2014-15,0.0,0.0,0.0,11.1,32,2014-15,1.2,0.3,0.375,0.78,0.42,0.35,4.24,4.55,3.92
327,101107_2014-15,0.0,0.0,0.0,26.4,78,2014-15,1.1,0.1,0.048,1.8,1.03,0.77,4.16,4.59,3.69
328,203486_2014-15,0.0,0.0,0.0,21.5,82,2014-15,3.1,0.0,0.053,1.54,0.81,0.73,4.36,4.56,4.16
329,2440_2014-15,0.0,0.0,0.0,30.3,76,2014-15,1.2,0.2,0.094,2.19,1.13,1.06,4.42,4.76,4.1
330,2588_2014-15,0.0,0.0,0.0,13.2,72,2014-15,0.3,0.1,0.038,0.96,0.55,0.41,4.46,4.93,3.95
331,203521_2014-15,0.0,0.0,0.0,20.9,67,2014-15,1.0,0.1,0.023,1.46,0.8,0.66,4.25,4.48,3.98
332,203090_2014-15,0.0,0.0,0.0,15.2,45,2014-15,0.8,0.2,0.084,1.09,0.56,0.53,4.38,4.61,4.14
333,203086_2014-15,0.0,0.0,0.0,15.6,55,2014-15,1.1,0.0,0.087,1.03,0.55,0.48,4.01,4.22,3.81
334,201563_2014-15,0.0,0.0,0.0,21.3,24,2014-15,1.4,0.0,0.012,1.43,0.75,0.68,4.1,4.37,3.83
335,203487_2014-15,0.0,0.0,0.0,33.0,66,2014-15,4.2,1.2,0.071,2.39,1.3,1.09,4.41,4.89,3.95
336,203077_2014-15,0.0,0.0,0.0,29.2,55,2014-15,3.1,0.4,0.108,2.14,1.13,1.01,4.46,4.65,4.26
337,201144_2014-15,0.0,0.0,0.0,32.2,70,2014-15,3.3,0.7,0.068,2.24,1.23,1.01,4.24,4.56,3.91
338,2399_2014-15,0.0,0.0,0.0,29.6,63,2014-15,1.2,0.3,0.145,2.2,1.24,0.96,4.55,5.06,4.03
339,2034_2014-15,0.0,0.0,0.0,13.7,52,2014-15,0.1,0.0,0.0,0.91,0.49,0.42,4.12,4.3,3.91
340,203488_2014-15,0.0,0.0,0.0,12.7,40,2014-15,0.8,0.0,0.0,0.93,0.5,0.44,4.47,4.82,4.13
341,203118_2014-15,0.0,0.0,0.0,16.7,68,2014-15,1.0,0.1,0.125,1.18,0.63,0.55,4.32,4.77,3.89
342,203101_2014-15,0.0,0.0,0.0,16.6,73,2014-15,0.7,0.0,0.2,1.15,0.61,0.54,4.21,4.6,3.84
343,203545_2014-15,0.0,0.0,0.0,4.6,5,2014-15,0.4,0.0,0.0,0.3,0.15,0.15,3.96,3.72,4.21
344,203141_2014-15,0.0,0.0,0.0,22.6,40,2014-15,1.3,0.2,0.078,1.57,0.86,0.71,4.21,4.63,3.8
345,203956_2014-15,0.0,0.0,0.0,15.4,32,2014-15,0.9,0.0,0.05,1.14,0.61,0.53,4.53,4.88,4.18
346,2590_2014-15,0.0,0.0,0.0,29.5,68,2014-15,2.2,0.2,0.023,1.98,1.09,0.89,4.05,4.39,3.69
347,101145_2014-15,0.0,0.0,0.0,34.2,80,2014-15,3.6,0.7,0.061,2.33,1.23,1.1,4.14,4.46,3.83
348,101126_2014-15,0.0,0.0,0.0,14.3,42,2014-15,1.0,0.2,0.05,1.0,0.5,0.49,4.27,4.54,4.03
349,203489_2014-15,0.0,0.0,0.0,11.9,21,2014-15,0.7,0.0,0.0,0.86,0.45,0.4,4.4,4.72,4.08
350,1737_2014-15,0.0,0.0,0.0,5.6,23,2014-15,0.1,0.0,0.0,0.36,0.19,0.17,3.88,4.11,3.65
351,2403_2014-15,0.0,0.0,0.0,25.6,67,2014-15,3.4,0.1,0.123,1.65,0.85,0.8,3.9,4.09,3.72
352,203457_2014-15,0.0,0.0,0.0,31.2,75,2014-15,3.0,0.3,0.148,2.14,1.11,1.02,4.17,4.37,3.97
353,201979_2014-15,0.0,0.0,0.0,14.6,58,2014-15,0.8,0.1,0.035,1.07,0.57,0.5,4.45,4.92,4.0
354,2555_2014-15,0.0,0.0,0.0,16.9,66,2014-15,1.2,0.0,0.061,1.21,0.66,0.55,4.38,4.77,3.98
355,203910_2014-15,0.0,0.0,0.0,9.5,28,2014-15,0.7,0.1,0.067,0.72,0.37,0.35,4.54,4.71,4.32
356,201156_2014-15,0.0,0.0,0.0,24.1,42,2014-15,2.5,0.2,0.074,1.56,0.84,0.72,3.93,4.18,3.67
357,201587_2014-15,0.0,0.0,0.0,34.0,71,2014-15,1.4,0.2,0.05,2.45,1.36,1.09,4.4,4.79,3.99
358,203917_2014-15,0.0,0.0,0.0,15.6,73,2014-15,0.7,0.2,0.09,1.11,0.62,0.5,4.33,4.7,3.93
359,202703_2014-15,0.0,0.0,0.0,20.4,82,2014-15,2.7,0.4,0.152,1.4,0.75,0.65,4.18,4.46,3.88
360,201593_2014-15,0.0,0.0,0.0,26.6,31,2014-15,3.4,0.0,0.0,1.65,0.82,0.83,3.79,3.74,3.83
361,202696_2014-15,0.0,0.0,0.0,34.6,74,2014-15,2.9,0.1,0.077,2.2,1.14,1.05,3.87,4.1,3.65
362,203943_2014-15,0.0,0.0,0.0,10.5,25,2014-15,1.0,0.1,0.143,0.77,0.43,0.34,4.48,4.92,4.04
363,202708_2014-15,0.0,0.0,0.0,24.7,75,2014-15,1.2,0.2,0.03,1.74,0.97,0.77,4.31,4.68,3.91
364,201564_2014-15,0.0,0.0,0.0,24.2,71,2014-15,1.7,0.2,0.057,1.65,0.85,0.81,4.15,4.48,3.86
365,203136_2014-15,0.0,0.0,0.0,4.5,16,2014-15,0.1,0.0,0.0,0.31,0.16,0.14,4.06,4.28,3.83
366,201600_2014-15,0.0,0.0,0.0,26.4,76,2014-15,2.5,0.0,0.0,1.67,0.91,0.76,3.86,4.08,3.63
367,201956_2014-15,0.0,0.0,0.0,21.4,67,2014-15,2.1,0.4,0.097,1.53,0.83,0.7,4.34,4.68,4.0
368,203490_2014-15,0.0,0.0,0.0,19.6,74,2014-15,1.0,0.1,0.102,1.43,0.76,0.67,4.44,4.77,4.14
369,200782_2014-15,0.0,0.0,0.0,31.0,78,2014-15,2.1,0.1,0.04,2.02,1.03,0.99,3.97,4.12,3.83
370,203798_2014-15,0.0,0.0,0.0,15.5,45,2014-15,0.8,0.2,0.132,1.1,0.6,0.5,4.32,4.59,4.03
371,203143_2014-15,0.0,0.0,0.0,18.1,67,2014-15,1.0,0.1,0.021,1.38,0.75,0.63,4.6,4.94,4.27
372,201976_2014-15,0.0,0.0,0.0,31.2,56,2014-15,1.4,0.2,0.027,2.32,1.24,1.08,4.52,4.85,4.18
373,203565_2014-15,0.0,0.0,0.0,7.3,4,2014-15,0.3,0.0,0.0,0.52,0.27,0.25,4.41,4.76,4.07
374,202335_2014-15,0.0,0.0,0.0,27.0,81,2014-15,1.0,0.1,0.047,1.8,0.95,0.85,4.06,4.22,3.89
375,201988_2014-15,0.0,0.0,0.0,15.9,51,2014-15,1.0,0.1,0.039,1.26,0.69,0.57,4.83,5.28,4.37
376,2200_2014-15,0.0,0.0,0.0,34.8,78,2014-15,4.2,0.3,0.134,2.2,1.19,1.01,3.85,4.1,3.6
377,202331_2014-15,0.0,0.0,0.0,15.4,6,2014-15,1.4,0.3,0.2,1.04,0.55,0.49,4.1,4.36,3.85
378,200794_2014-15,0.0,0.0,0.0,33.2,73,2014-15,4.0,0.6,0.102,2.24,1.2,1.04,4.12,4.43,3.82
379,1718_2014-15,0.0,0.0,0.0,26.6,73,2014-15,2.4,0.4,0.12,1.67,0.88,0.79,3.83,4.14,3.53
380,203544_2014-15,0.0,0.0,0.0,16.7,63,2014-15,2.0,0.0,0.043,1.1,0.59,0.52,4.03,4.33,3.74
381,203103_2014-15,0.0,0.0,0.0,14.9,43,2014-15,0.8,0.1,0.095,1.03,0.55,0.48,4.2,4.47,3.93
382,203515_2014-15,0.0,0.0,0.0,12.2,50,2014-15,1.1,0.3,0.057,0.89,0.46,0.43,4.45,4.76,4.15
383,203112_2014-15,0.0,0.0,0.0,19.2,68,2014-15,1.6,0.0,0.068,1.34,0.72,0.62,4.22,4.4,4.03
384,203113_2014-15,0.0,0.0,0.0,12.1,10,2014-15,0.7,0.1,0.1,0.9,0.48,0.42,4.47,4.79,4.15
385,202347_2014-15,0.0,0.0,0.0,24.2,75,2014-15,1.2,0.2,0.096,1.68,0.91,0.77,4.23,4.42,4.03
386,200765_2014-15,0.0,0.0,0.0,30.1,68,2014-15,1.7,0.2,0.024,2.09,1.09,1.0,4.23,4.56,3.93
387,201196_2014-15,0.0,0.0,0.0,18.8,64,2014-15,2.1,0.5,0.087,1.3,0.72,0.58,4.21,4.56,3.84
388,200751_2014-15,0.0,0.0,0.0,22.0,50,2014-15,1.0,0.3,0.08,1.49,0.77,0.72,4.12,4.41,3.85
389,2446_2014-15,0.0,0.0,0.0,20.3,75,2014-15,0.7,0.1,0.079,1.43,0.78,0.66,4.29,4.58,4.0
