,pidSzn,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,MIN,GP,Season,PFD,DRIVE_PF,DRIVE_PF_PCT,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
2456,1628414_2018-19,0.05,0.11,0.16,5.0,64,2018-19,0.3,0.0,0.086,0.4,0.2,0.2,4.51,4.91,4.21
2457,1627746_2018-19,0.05,0.18,0.23,8.1,22,2018-19,0.6,0.1,0.333,0.63,0.34,0.29,4.31,4.51,4.1
2458,203524_2018-19,0.27,0.41,0.68,20.2,44,2018-19,0.9,0.1,0.082,1.52,0.81,0.71,4.28,4.66,3.91
2459,203915_2018-19,0.38,0.34,0.72,28.5,68,2018-19,4.2,1.6,0.111,2.06,1.18,0.89,4.06,4.53,3.56
2460,1626169_2018-19,0.29,0.58,0.86,18.5,66,2018-19,1.0,0.1,0.039,1.4,0.77,0.63,4.27,4.55,3.98
2461,201939_2018-19,0.64,0.86,1.49,34.2,69,2018-19,3.7,0.4,0.053,2.55,1.38,1.18,4.34,5.01,3.74
2462,1628425_2018-19,0.29,0.48,0.78,18.1,58,2018-19,0.5,0.1,0.052,1.42,0.72,0.69,4.43,4.57,4.3
2463,203500_2018-19,0.79,0.69,1.48,33.8,80,2018-19,3.5,0.0,0.273,2.42,1.19,1.23,4.09,4.34,3.88
2464,1629004_2018-19,0.14,0.12,0.26,10.6,42,2018-19,0.5,0.1,0.049,0.83,0.45,0.39,4.46,4.96,3.99
2465,1628388_2018-19,0.07,0.14,0.21,9.1,58,2018-19,0.4,0.1,0.078,0.72,0.38,0.33,4.4,4.68,4.11
2466,204456_2018-19,0.3,0.5,0.8,19.6,76,2018-19,0.6,0.1,0.016,1.62,0.88,0.74,4.7,5.09,4.31
2467,203933_2018-19,0.42,0.6,1.02,32.0,43,2018-19,2.2,0.6,0.085,2.35,1.26,1.09,4.18,4.45,3.91
2468,1628769_2018-19,0.0,0.0,0.0,8.1,1,2018-19,3.0,0.0,0.0,0.59,0.27,0.32,3.9,4.45,3.46
2469,201959_2018-19,0.6,0.43,1.03,24.4,70,2018-19,2.3,0.0,0.055,1.81,0.96,0.85,4.2,4.42,3.97
2470,1627752_2018-19,0.42,0.45,0.87,28.6,55,2018-19,2.1,0.4,0.067,2.08,1.12,0.97,4.13,4.43,3.83
2471,1628390_2018-19,0.15,0.47,0.62,26.4,74,2018-19,0.8,0.1,0.097,2.0,0.97,1.03,4.33,4.55,4.14
2472,203093_2018-19,0.0,0.0,0.0,2.6,2,2018-19,0.5,0.0,0.0,0.2,0.12,0.09,4.47,3.59,5.93
2473,203082_2018-19,0.3,0.52,0.81,26.9,81,2018-19,1.2,0.0,0.018,2.05,1.14,0.91,4.31,4.73,3.88
2474,1626179_2018-19,0.24,0.58,0.82,23.0,79,2018-19,1.4,0.2,0.036,1.78,0.95,0.82,4.41,4.74,4.08
2475,200757_2018-19,0.16,0.4,0.56,12.3,50,2018-19,0.3,0.0,0.037,0.94,0.52,0.42,4.38,4.87,3.9
2476,201152_2018-19,0.6,0.58,1.19,31.1,81,2018-19,2.2,0.1,0.054,2.3,1.21,1.09,4.2,4.43,3.97
2477,1629033_2018-19,0.33,0.28,0.61,11.9,18,2018-19,0.8,0.3,0.116,0.87,0.47,0.4,4.13,4.52,3.75
2478,1628418_2018-19,0.32,0.32,0.64,21.1,72,2018-19,1.8,0.0,0.038,1.56,0.83,0.73,4.22,4.53,3.92
2479,1629118_2018-19,0.09,0.09,0.18,3.3,11,2018-19,0.2,0.0,0.0,0.25,0.13,0.11,4.07,4.28,4.16
2480,1627748_2018-19,0.27,0.16,0.42,15.4,64,2018-19,1.2,0.1,0.238,1.19,0.63,0.56,4.45,4.76,4.15
2481,204025_2018-19,0.34,0.37,0.71,19.2,59,2018-19,1.3,0.2,0.048,1.48,0.8,0.68,4.37,4.77,3.98
2482,203501_2018-19,0.42,0.68,1.09,32.1,65,2018-19,3.8,0.5,0.101,2.31,1.27,1.04,4.1,4.49,3.7
2483,1627789_2018-19,0.16,0.22,0.38,13.6,50,2018-19,0.7,0.1,0.057,1.07,0.57,0.5,4.48,4.77,4.18
2484,202699_2018-19,0.48,0.46,0.94,35.2,82,2018-19,2.6,0.6,0.065,2.61,1.44,1.17,4.22,4.64,3.81
2485,203107_2018-19,0.56,0.41,0.98,27.4,80,2018-19,2.0,0.4,0.061,2.16,1.16,1.01,4.5,4.93,4.1
2486,1628396_2018-19,0.0,0.0,0.0,12.1,3,2018-19,0.7,0.0,0.0,0.93,0.5,0.43,4.34,4.6,4.08
2487,2225_2018-19,0.18,0.21,0.39,18.1,56,2018-19,1.7,0.6,0.056,1.39,0.79,0.59,4.35,4.87,3.81
2488,203503_2018-19,0.26,0.26,0.51,17.9,74,2018-19,0.4,0.0,0.023,1.32,0.69,0.63,4.2,4.5,3.91
2489,1628470_2018-19,0.48,0.51,0.99,20.3,75,2018-19,0.8,0.0,0.048,1.58,0.81,0.77,4.42,4.47,4.36
2490,1629027_2018-19,0.6,0.77,1.37,31.3,81,2018-19,5.4,1.0,0.059,2.42,1.37,1.05,4.37,4.98,3.76
2491,1626203_2018-19,0.31,0.57,0.89,20.7,35,2018-19,1.1,0.1,0.038,1.61,0.87,0.74,4.45,4.81,4.08
2492,1628979_2018-19,0.0,0.33,0.33,1.9,3,2018-19,0.0,0.0,0.0,0.15,0.08,0.07,4.77,3.93,3.71
2493,2772_2018-19,0.55,0.67,1.22,34.5,69,2018-19,2.2,0.3,0.049,2.4,1.25,1.15,3.99,4.16,3.81
2494,203504_2018-19,0.29,0.4,0.69,19.6,58,2018-19,1.7,0.5,0.065,1.52,0.81,0.71,4.4,4.7,4.09
2495,1626168_2018-19,0.16,0.34,0.5,17.7,64,2018-19,1.5,0.2,0.08,1.28,0.7,0.57,4.08,4.41,3.73
2496,202684_2018-19,0.65,0.63,1.28,28.2,43,2018-19,2.9,0.2,0.101,2.01,1.11,0.9,4.15,4.31,3.96
2497,1628972_2018-19,0.31,0.29,0.6,14.2,52,2018-19,0.8,0.2,0.078,1.09,0.59,0.5,4.32,4.75,3.9
2498,1628505_2018-19,0.25,0.25,0.5,4.0,4,2018-19,0.0,0.0,0.0,0.3,0.17,0.13,4.24,4.67,3.75
2499,203584_2018-19,0.12,0.31,0.43,15.1,51,2018-19,0.6,0.0,0.071,1.16,0.64,0.53,4.36,4.81,3.91
2500,1627786_2018-19,0.24,0.43,0.67,15.1,21,2018-19,0.6,0.0,0.042,1.2,0.63,0.57,4.49,4.92,4.06
2501,1628463_2018-19,0.0,0.18,0.18,3.6,11,2018-19,0.1,0.1,0.333,0.3,0.17,0.13,4.59,5.24,3.93
2502,1629093_2018-19,0.0,0.0,0.0,0.9,1,2018-19,0.0,0.0,0.0,0.06,0.03,0.02,6.28,0.0,0.0
2503,1628416_2018-19,0.31,0.33,0.65,14.7,48,2018-19,1.1,0.3,0.078,1.15,0.61,0.54,4.44,4.77,4.12
2504,204020_2018-19,0.53,0.77,1.3,27.2,57,2018-19,2.0,0.4,0.062,2.09,1.16,0.93,4.36,4.77,3.93
2505,1628399_2018-19,0.04,0.0,0.04,3.8,25,2018-19,0.1,0.0,0.0,0.29,0.16,0.13,4.45,4.52,4.37
2506,1627755_2018-19,0.0,0.0,0.0,0.8,1,2018-19,0.0,0.0,0.0,,,,,,
2507,203092_2018-19,0.33,0.0,0.33,15.7,6,2018-19,1.9,0.0,0.0,1.15,0.6,0.55,4.17,4.48,3.87
2508,201936_2018-19,0.38,0.58,0.96,20.6,69,2018-19,1.9,0.4,0.067,1.43,0.76,0.67,3.93,4.19,3.68
2509,1627820_2018-19,0.18,0.16,0.34,10.3,62,2018-19,0.8,0.1,0.051,0.85,0.45,0.39,4.61,5.21,4.07
2510,2199_2018-19,0.22,0.16,0.38,16.1,55,2018-19,1.3,0.0,0.0,1.11,0.58,0.53,3.9,4.1,3.71
2511,1626145_2018-19,0.19,0.6,0.79,23.3,68,2018-19,1.1,0.2,0.044,1.75,0.96,0.79,4.28,4.64,3.9
2512,2617_2018-19,0.0,0.2,0.2,7.5,10,2018-19,0.7,0.2,1.0,0.51,0.27,0.24,3.82,4.08,3.57
2513,203506_2018-19,0.56,1.22,1.78,32.3,36,2018-19,3.7,0.8,0.088,2.42,1.28,1.15,4.28,4.58,3.99
2514,1713_2018-19,0.17,0.26,0.43,17.7,76,2018-19,1.1,0.1,0.048,1.27,0.68,0.59,4.02,4.46,3.62
2515,1629053_2018-19,0.0,0.0,0.0,8.0,2,2018-19,0.5,0.0,0.0,0.58,0.31,0.27,4.27,4.63,3.3
2516,1627735_2018-19,0.06,0.06,0.13,5.9,16,2018-19,0.6,0.1,0.023,0.49,0.28,0.21,4.69,5.0,4.35
2517,1627215_2018-19,0.5,0.83,1.33,28.2,6,2018-19,1.9,0.5,0.028,2.14,1.14,1.01,4.37,4.7,3.98
2518,201961_2018-19,0.23,0.57,0.79,24.8,53,2018-19,0.7,0.1,0.04,1.83,1.03,0.81,4.28,4.69,3.85
2519,1627782_2018-19,0.19,0.28,0.47,19.4,75,2018-19,1.1,0.2,0.055,1.35,0.73,0.62,3.96,4.17,3.73
2520,1628976_2018-19,0.41,0.45,0.86,25.6,44,2018-19,2.5,0.0,0.133,1.91,1.02,0.89,4.25,4.6,3.92
2521,1628411_2018-19,0.19,0.29,0.49,18.4,68,2018-19,1.1,0.2,0.113,1.42,0.76,0.66,4.43,4.7,4.15
2522,202325_2018-19,0.11,0.26,0.37,14.2,38,2018-19,0.4,0.1,0.25,1.07,0.56,0.51,4.28,4.65,3.94
2523,202083_2018-19,0.57,0.58,1.14,30.7,69,2018-19,2.3,0.2,0.063,2.24,1.22,1.02,4.14,4.41,3.85
2524,203115_2018-19,0.23,0.23,0.47,28.0,43,2018-19,1.4,0.4,0.06,2.04,1.11,0.94,4.17,4.48,3.86
2525,1626161_2018-19,0.44,0.44,0.89,27.7,81,2018-19,2.7,0.2,0.14,2.02,1.03,0.98,4.16,4.49,3.86
2526,1626195_2018-19,0.17,0.28,0.45,14.2,58,2018-19,1.9,0.1,0.368,1.09,0.6,0.49,4.38,4.81,3.94
2527,201163_2018-19,0.31,0.33,0.65,23.4,51,2018-19,0.6,0.1,0.059,1.71,0.91,0.8,4.21,4.57,3.86
2528,1628999_2018-19,0.0,0.0,0.0,6.6,2,2018-19,0.5,0.0,0.0,0.49,0.25,0.24,4.27,4.69,3.92
2529,1627812_2018-19,0.2,0.24,0.44,15.2,71,2018-19,1.3,0.2,0.047,1.19,0.65,0.54,4.43,4.91,3.95
2530,1629139_2018-19,0.07,0.2,0.27,11.8,15,2018-19,0.4,0.1,0.042,0.93,0.5,0.43,4.47,4.89,3.99
2531,1628380_2018-19,0.4,0.16,0.56,17.8,77,2018-19,1.7,0.1,0.091,1.32,0.73,0.58,4.18,4.42,3.91
2532,203897_2018-19,0.49,0.54,1.03,34.9,63,2018-19,4.2,1.5,0.113,2.69,1.48,1.22,4.43,4.87,3.99
2533,1629155_2018-19,0.0,0.0,0.0,3.8,1,2018-19,0.0,0.0,0.0,0.28,0.13,0.15,4.5,3.07,2.94
2534,2585_2018-19,0.18,0.19,0.37,13.1,68,2018-19,2.1,0.1,0.192,0.93,0.51,0.42,4.07,4.27,3.83
2535,1629015_2018-19,0.17,0.17,0.33,18.7,6,2018-19,0.7,0.2,0.071,1.5,0.84,0.67,4.58,5.06,4.09
2536,1627753_2018-19,0.0,0.0,0.0,1.0,1,2018-19,0.0,0.0,0.0,0.07,0.03,0.04,5.01,0.0,0.0
2537,203932_2019-20,0.53,0.55,1.08,33.0,62,2019-20,3.4,0.5,0.095,2.43,1.34,1.08,4.2,4.65,3.76
2538,1628988_2019-20,0.33,0.36,0.7,24.8,66,2019-20,1.8,0.2,0.032,1.83,0.96,0.87,4.2,4.42,3.98
2539,1627846_2019-20,0.22,0.31,0.53,16.0,55,2019-20,0.9,0.2,0.078,1.22,0.64,0.58,4.32,4.55,4.09
2540,1629690_2019-20,0.18,0.09,0.27,10.3,11,2019-20,0.4,0.0,0.0,0.79,0.41,0.38,4.24,4.44,4.06
2541,1629678_2019-20,0.15,0.12,0.27,11.3,33,2019-20,0.6,0.0,0.083,0.82,0.44,0.38,4.19,4.59,3.8
2542,201143_2019-20,0.61,0.39,1.0,30.6,67,2019-20,1.4,0.1,0.053,2.09,1.15,0.94,3.95,4.24,3.65
2543,202329_2019-20,0.22,0.61,0.83,21.4,18,2019-20,1.6,0.1,0.024,1.66,0.94,0.72,4.39,4.87,3.93
2544,202692_2019-20,0.32,0.44,0.76,26.9,66,2019-20,3.2,0.9,0.137,1.93,1.02,0.91,4.12,4.35,3.89
2545,1629346_2019-20,0.36,0.21,0.57,10.1,14,2019-20,1.4,0.2,0.136,0.78,0.41,0.37,4.39,4.61,4.16
2546,1627936_2019-20,0.22,0.5,0.72,18.6,64,2019-20,1.7,0.3,0.082,1.41,0.74,0.67,4.29,4.55,4.03
2547,203458_2019-20,0.29,0.2,0.49,17.9,55,2019-20,1.6,0.0,0.048,1.32,0.71,0.6,4.16,4.46,3.85
2548,1628035_2019-20,0.15,0.2,0.35,15.0,40,2019-20,0.7,0.1,0.033,1.15,0.61,0.54,4.41,4.58,4.24
2549,1628993_2019-20,0.0,0.06,0.06,7.0,17,2019-20,0.7,0.1,0.063,0.52,0.27,0.25,4.51,4.75,4.36
2550,203459_2019-20,0.14,0.22,0.35,17.9,37,2019-20,0.4,0.0,0.017,1.31,0.7,0.61,4.13,4.38,3.88
2551,1629019_2019-20,0.08,0.08,0.17,12.3,24,2019-20,1.2,0.1,0.04,0.91,0.48,0.43,4.18,4.52,3.85
2552,1628518_2019-20,0.17,0.0,0.17,4.2,18,2019-20,0.5,0.1,0.5,0.32,0.18,0.14,4.45,4.86,4.0
2553,1629599_2019-20,0.0,0.22,0.22,8.9,18,2019-20,0.4,0.1,0.031,0.65,0.36,0.3,4.09,4.51,3.67
2554,203083_2019-20,0.77,0.65,1.42,33.4,57,2019-20,4.5,0.3,0.081,2.26,1.2,1.06,3.86,3.97,3.74
2555,2738_2019-20,0.33,0.33,0.67,20.2,21,2019-20,0.9,0.0,0.0,1.51,0.79,0.72,4.21,4.46,3.97
2556,203460_2019-20,0.29,0.14,0.43,12.6,7,2019-20,0.4,0.0,0.0,0.99,0.49,0.49,4.4,4.32,4.47
2557,203952_2019-20,0.52,0.46,0.98,34.9,54,2019-20,4.0,1.1,0.079,2.51,1.39,1.12,4.07,4.53,3.61
2558,1629014_2019-20,0.33,0.26,0.59,21.0,70,2019-20,1.2,0.4,0.097,1.63,0.89,0.75,4.4,4.68,4.12
2559,1627790_2019-20,0.23,0.05,0.27,10.2,22,2019-20,0.9,0.0,0.0,0.73,0.37,0.36,4.04,4.23,3.86
2560,203076_2019-20,0.87,0.87,1.74,34.8,62,2019-20,6.6,0.6,0.173,2.28,1.17,1.11,3.73,3.86,3.59
2561,201229_2019-20,0.16,0.25,0.42,16.1,55,2019-20,0.6,0.1,0.13,1.17,0.65,0.52,4.12,4.47,3.75
2562,1628499_2019-20,0.18,0.0,0.18,4.2,11,2019-20,0.3,0.1,0.125,0.3,0.16,0.14,4.15,4.35,3.93
2563,1628394_2019-20,0.26,0.15,0.41,16.4,27,2019-20,2.4,0.0,0.167,1.25,0.67,0.58,4.33,4.79,3.89
2564,203382_2019-20,0.33,0.14,0.48,22.5,42,2019-20,2.4,0.0,0.091,1.56,0.83,0.74,3.95,4.18,3.71
2565,203085_2019-20,0.24,0.28,0.51,23.7,68,2019-20,1.6,0.4,0.078,1.65,0.82,0.83,3.94,4.03,3.85
2566,202340_2019-20,0.41,0.33,0.73,24.5,49,2019-20,0.6,0.1,0.034,1.88,0.95,0.93,4.36,4.44,4.29
2567,1629168_2019-20,0.1,0.0,0.1,8.4,10,2019-20,0.6,0.1,0.125,0.66,0.36,0.3,4.42,4.95,3.92
2568,1628389_2019-20,0.79,0.53,1.32,34.0,72,2019-20,4.6,0.5,0.109,2.41,1.28,1.12,4.02,4.21,3.82
2569,203463_2019-20,0.27,0.31,0.58,23.1,71,2019-20,0.9,0.1,0.08,1.71,0.86,0.85,4.28,4.45,4.11
2570,1627732_2019-20,0.68,1.04,1.72,35.9,57,2019-20,5.1,0.8,0.063,2.53,1.39,1.14,4.01,4.34,3.67
2571,202687_2019-20,0.32,0.28,0.6,19.7,53,2019-20,2.5,0.0,0.0,1.43,0.76,0.67,4.17,4.41,3.92
2572,201933_2019-20,0.72,0.17,0.89,28.8,18,2019-20,5.5,0.9,0.151,1.86,1.01,0.85,3.68,3.91,3.44
2573,1626246_2019-20,0.09,0.05,0.14,9.7,44,2019-20,1.2,0.0,0.0,0.68,0.36,0.32,3.98,4.13,3.83
2574,1626171_2019-20,0.29,0.23,0.52,21.4,66,2019-20,1.4,0.2,0.091,1.55,0.84,0.71,4.12,4.43,3.81
2575,203992_2019-20,0.26,0.41,0.67,29.3,61,2019-20,2.1,0.3,0.037,2.24,1.23,1.01,4.3,4.72,3.87
2576,202711_2019-20,0.46,0.38,0.84,33.5,63,2019-20,3.1,0.6,0.064,2.42,1.34,1.08,4.11,4.45,3.74
2577,1629626_2019-20,0.14,0.14,0.29,12.6,7,2019-20,1.0,0.1,0.167,0.93,0.5,0.43,4.14,4.53,3.76
2578,202954_2019-20,0.18,0.31,0.49,19.5,71,2019-20,1.4,0.5,0.117,1.39,0.76,0.63,4.04,4.46,3.63
2579,203078_2019-20,0.56,0.54,1.11,36.5,57,2019-20,6.2,1.9,0.116,2.69,1.47,1.21,4.18,4.62,3.74
2580,1629634_2019-20,0.41,0.38,0.79,22.7,58,2019-20,1.4,0.1,0.057,1.77,0.96,0.81,4.4,4.88,3.93
2581,1629164_2019-20,0.32,0.24,0.56,12.8,34,2019-20,0.9,0.1,0.02,1.0,0.54,0.46,4.38,4.69,4.07
2582,1627742_2019-20,0.42,0.44,0.85,34.4,62,2019-20,5.1,1.1,0.088,2.55,1.39,1.16,4.23,4.73,3.75
2583,202688_2019-20,0.2,0.2,0.4,18.7,25,2019-20,1.7,0.1,0.025,1.38,0.78,0.59,4.15,4.54,3.73
2584,1628968_2019-20,0.17,0.17,0.33,5.2,6,2019-20,0.2,0.0,0.0,0.41,0.21,0.19,4.35,4.53,4.52
2585,201572_2019-20,0.38,0.32,0.71,27.1,68,2019-20,2.0,0.2,0.174,1.88,1.0,0.88,3.98,4.42,3.57
2586,1628971_2019-20,0.36,0.43,0.79,28.5,58,2019-20,1.8,0.4,0.052,2.16,1.2,0.96,4.29,4.63,3.92
2587,203998_2019-20,0.13,0.13,0.27,8.2,30,2019-20,0.3,0.0,0.059,0.63,0.34,0.29,4.49,4.99,4.01
2588,1628981_2019-20,0.11,0.09,0.2,12.9,56,2019-20,1.0,0.0,0.043,0.97,0.52,0.45,4.27,4.51,4.02
2589,1627854_2019-20,0.29,0.54,0.83,25.4,63,2019-20,0.9,0.1,0.053,1.94,1.09,0.85,4.35,4.82,3.86
2590,1627741_2019-20,0.53,0.42,0.94,31.2,72,2019-20,1.4,0.2,0.032,2.47,1.32,1.15,4.46,4.79,4.14
2591,203468_2019-20,0.5,0.73,1.23,37.0,70,2019-20,2.0,0.6,0.053,2.78,1.56,1.22,4.3,4.74,3.85
2592,101139_2019-20,0.3,0.4,0.7,16.3,10,2019-20,1.4,0.4,0.25,1.15,0.61,0.54,3.94,4.34,3.58
2593,1628997_2019-20,0.06,0.06,0.11,17.8,18,2019-20,1.4,0.3,0.128,1.41,0.76,0.66,4.51,4.9,4.11
2594,1628403_2019-20,0.22,0.15,0.37,10.8,27,2019-20,1.1,0.0,0.0,0.83,0.43,0.39,4.36,4.57,4.11
2595,1629629_2019-20,0.43,0.62,1.05,27.1,58,2019-20,1.9,0.4,0.09,2.11,1.09,1.02,4.38,4.59,4.19
2596,1629661_2019-20,0.35,0.3,0.65,22.3,57,2019-20,1.0,0.1,0.04,1.73,0.94,0.78,4.4,4.87,3.95
2597,1626166_2019-20,0.38,0.0,0.38,23.2,8,2019-20,1.1,0.1,0.024,1.82,0.98,0.84,4.46,4.85,4.08
2598,1627747_2019-20,0.4,0.42,0.82,29.9,45,2019-20,3.7,1.0,0.07,2.12,1.17,0.96,4.11,4.51,3.7
2599,2546_2019-20,0.57,0.22,0.79,33.2,58,2019-20,2.8,0.1,0.071,2.11,1.12,1.0,3.64,3.77,3.49
2600,1629035_2019-20,0.16,0.03,0.19,9.6,37,2019-20,0.5,0.1,0.063,0.72,0.38,0.34,4.36,4.54,4.18
2601,1626224_2019-20,0.28,0.35,0.63,29.8,65,2019-20,1.8,0.2,0.035,2.17,1.17,1.0,4.16,4.32,3.99
2602,1628990_2019-20,0.25,0.21,0.46,19.1,28,2019-20,2.3,0.7,0.127,1.5,0.81,0.68,4.45,4.82,4.08
2603,202718_2019-20,0.0,0.0,0.0,11.0,5,2019-20,0.2,0.0,0.0,0.79,0.43,0.36,4.08,4.58,3.61
2604,1629718_2019-20,0.1,0.0,0.1,4.1,10,2019-20,0.5,0.1,0.125,0.28,0.14,0.14,4.46,4.82,4.14
2605,1626184_2019-20,0.0,0.67,0.67,13.6,3,2019-20,1.0,0.3,0.333,1.09,0.58,0.51,4.68,4.94,4.15
2606,1627767_2019-20,0.15,0.15,0.3,10.3,47,2019-20,0.8,0.1,0.19,0.75,0.41,0.34,4.25,4.64,3.87
2607,1629002_2019-20,0.06,0.06,0.11,5.9,18,2019-20,0.5,0.1,0.333,0.43,0.23,0.19,4.28,4.67,3.89
2608,1628449_2019-20,0.27,0.18,0.45,13.4,62,2019-20,1.5,0.0,0.034,0.97,0.51,0.46,4.09,4.34,3.85
2609,1629185_2019-20,0.36,0.21,0.57,14.5,28,2019-20,0.6,0.0,0.007,1.09,0.6,0.5,4.25,4.67,3.86
2610,1629598_2019-20,0.06,0.12,0.18,8.9,33,2019-20,0.6,0.1,0.07,0.63,0.33,0.3,4.22,4.56,3.9
2611,101108_2019-20,0.39,0.84,1.23,32.0,70,2019-20,3.5,0.2,0.018,2.1,1.18,0.93,3.73,4.17,3.28
2612,1629735_2019-20,0.43,0.09,0.52,8.0,44,2019-20,1.2,0.0,0.333,0.6,0.32,0.28,4.31,4.51,4.13
2613,1626174_2019-20,0.31,0.26,0.56,21.6,62,2019-20,3.5,0.3,0.133,1.6,0.88,0.72,4.15,4.51,3.79
2614,203991_2019-20,0.77,0.56,1.33,33.2,39,2019-20,2.8,0.0,0.0,2.41,1.27,1.14,4.15,4.57,3.76
2615,1629632_2019-20,0.43,0.51,0.94,26.1,65,2019-20,1.8,0.4,0.064,1.96,1.04,0.91,4.27,4.55,3.99
2616,1628998_2019-20,0.46,0.4,0.85,19.1,48,2019-20,1.6,0.3,0.07,1.53,0.82,0.71,4.56,4.85,4.25
2617,203469_2019-20,0.4,0.29,0.69,23.4,58,2019-20,3.1,0.4,0.127,1.79,1.0,0.79,4.36,4.74,3.96
2618,1629012_2019-20,0.63,0.37,1.0,33.4,65,2019-20,3.9,0.9,0.063,2.42,1.37,1.05,4.13,4.48,3.75
2619,201147_2019-20,0.2,0.6,0.8,6.6,5,2019-20,0.8,0.0,0.0,0.52,0.26,0.25,4.46,4.55,4.36
2620,202709_2019-20,0.4,0.42,0.82,24.8,72,2019-20,1.6,0.1,0.021,1.92,1.02,0.9,4.37,4.62,4.12
2621,201584_2019-20,0.21,0.33,0.54,14.6,24,2019-20,0.2,0.1,0.065,1.08,0.57,0.5,4.18,4.26,4.09
2622,1626245_2019-20,0.41,0.14,0.55,17.8,22,2019-20,0.9,0.0,0.2,1.33,0.7,0.63,4.25,4.38,4.08
2623,1626156_2019-20,0.51,0.51,1.02,32.7,45,2019-20,3.6,0.9,0.102,2.37,1.28,1.1,4.13,4.59,3.7
2624,201571_2019-20,0.35,0.28,0.63,25.2,57,2019-20,2.5,0.4,0.041,1.83,1.05,0.78,4.12,4.58,3.63
2625,1628391_2019-20,0.08,0.11,0.19,9.9,37,2019-20,0.5,0.0,0.043,0.74,0.4,0.33,4.36,4.7,3.99
2626,1629610_2019-20,0.08,0.08,0.15,11.0,13,2019-20,0.5,0.1,0.1,0.87,0.47,0.4,4.41,4.8,4.03
2627,1627745_2019-20,0.2,0.15,0.35,16.3,55,2019-20,1.5,0.0,0.0,1.23,0.64,0.59,4.28,4.51,4.06
2628,203081_2019-20,0.5,0.5,1.0,38.0,66,2019-20,6.3,1.3,0.086,2.68,1.51,1.17,4.01,4.42,3.58
2629,1627814_2019-20,0.35,0.65,1.0,29.4,49,2019-20,2.6,0.4,0.067,2.39,1.31,1.08,4.61,5.14,4.1
2630,1628422_2019-20,0.15,0.25,0.4,17.6,48,2019-20,0.6,0.1,0.043,1.27,0.68,0.59,4.14,4.44,3.83
2631,1629655_2019-20,0.14,0.12,0.26,14.4,43,2019-20,1.3,0.0,0.0,1.09,0.56,0.53,4.32,4.48,4.16
2632,1628464_2019-20,0.4,0.11,0.51,24.4,65,2019-20,2.2,0.0,0.071,1.74,0.9,0.84,4.07,4.27,3.88
2633,201568_2019-20,0.31,0.29,0.6,30.0,62,2019-20,3.8,0.6,0.167,2.07,1.16,0.9,3.9,4.33,3.47
2634,201980_2019-20,0.29,0.43,0.72,25.1,68,2019-20,0.9,0.1,0.064,1.99,1.05,0.94,4.52,4.82,4.23
2635,203957_2019-20,0.23,0.23,0.46,14.1,35,2019-20,1.1,0.4,0.101,1.08,0.58,0.5,4.36,4.62,4.09
2636,1627863_2019-20,0.62,0.49,1.11,30.8,63,2019-20,1.4,0.1,0.051,2.28,1.14,1.13,4.23,4.41,4.06
2637,203967_2019-20,0.47,0.27,0.74,25.1,66,2019-20,2.1,0.1,0.062,1.89,1.03,0.86,4.34,4.71,3.97
2638,1629647_2019-20,0.2,0.28,0.48,18.8,61,2019-20,0.8,0.2,0.081,1.36,0.71,0.65,4.19,4.44,3.95
2639,1629636_2019-20,0.42,0.56,0.98,31.3,59,2019-20,1.6,0.3,0.028,2.3,1.29,1.0,4.18,4.53,3.82
2640,1629133_2019-20,0.0,0.0,0.0,3.6,4,2019-20,0.0,0.0,0.0,0.25,0.13,0.13,4.26,4.6,3.97
2641,1628021_2019-20,0.25,0.3,0.55,13.6,20,2019-20,1.0,0.1,0.04,0.98,0.5,0.48,4.33,4.65,4.04
2642,202722_2019-20,0.33,0.39,0.72,29.7,54,2019-20,2.4,0.0,0.01,2.19,1.22,0.97,4.3,4.99,3.67
2643,1628368_2019-20,0.57,0.73,1.29,32.5,51,2019-20,5.6,1.9,0.104,2.43,1.3,1.13,4.23,4.61,3.86
2644,1629631_2019-20,0.48,0.4,0.87,32.5,63,2019-20,2.1,0.6,0.089,2.46,1.32,1.13,4.29,4.65,3.93
2645,1629001_2019-20,0.32,0.43,0.75,19.7,60,2019-20,1.8,0.3,0.055,1.5,0.8,0.7,4.28,4.6,3.97
2646,201599_2019-20,0.38,0.11,0.48,22.3,56,2019-20,2.3,0.0,0.0,1.41,0.76,0.65,3.62,3.92,3.32
2647,1627761_2019-20,0.3,0.58,0.88,21.6,43,2019-20,1.1,0.1,0.031,1.65,0.85,0.8,4.3,4.49,4.12
2648,201942_2019-20,0.53,0.47,1.0,34.5,68,2019-20,5.0,1.7,0.084,2.49,1.39,1.1,4.11,4.57,3.65
2649,201960_2019-20,0.04,0.25,0.29,12.2,24,2019-20,1.2,0.5,0.262,0.87,0.45,0.42,4.09,4.48,3.75
2650,1629731_2019-20,0.0,0.0,0.0,6.0,12,2019-20,0.2,0.0,0.0,0.48,0.26,0.22,4.43,4.84,4.02
2651,1629028_2019-20,0.84,0.58,1.42,33.0,38,2019-20,2.5,0.1,0.158,2.31,1.22,1.09,3.98,4.26,3.69
