,pidSzn,SCREEN_ASSISTS,SCREEN_AST_PTS,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCHES,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCHES,ELBOW_TOUCH_PASSES,ELBOW_TOUCH_PASSES_PCT,ELBOW_TOUCH_AST,ELBOW_TOUCH_AST_PCT,ELBOW_TOUCH_TOV,ELBOW_TOUCH_TOV_PCT,ELBOW_TOUCHES,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_TO_PASS_PCT,PASSES_MADE,PASSES_RECEIVED,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,MIN,GP,Season,AST_PCT,AST_TO,AST_RATIO,TOV
54,2217_2014-15,0.0,0.0,0.2,0.185,0.0,0.037,0.1,0.111,1.2,0.3,0.286,0.0,0.0,0.1,0.095,1.0,0.3,0.467,0.0,0.0,0.1,0.2,0.7,0.1,0.0,0.0,0.3,0.024,3.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.7,0.2,1.91,0.52,5.4,22,2014-15,0.032,0.2,4.3,0.5
55,203148_2014-15,0.0,0.0,0.1,0.357,0.0,0.0,0.0,0.143,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.556,0.0,0.1,0.0,0.0,0.3,2.3,0.2,0.4,4.6,0.069,32.5,37.1,0.8,0.287,0.3,0.097,0.2,0.062,41.8,17.3,3.4,4.83,4.8,18.5,72,2014-15,0.209,2.84,23.1,0.8
56,201572_2014-15,0.0,0.0,1.5,0.185,0.1,0.009,0.3,0.038,8.0,1.0,0.2,0.1,0.028,0.4,0.075,5.0,2.7,0.451,0.2,0.083,0.3,0.045,5.9,0.7,0.1,0.2,1.9,0.033,21.1,24.0,0.1,0.108,0.0,0.011,0.1,0.086,38.6,26.1,1.1,1.78,0.51,29.2,72,2014-15,0.044,0.48,4.0,1.5
57,203998_2014-15,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.3,3.6,0.1,0.167,0.0,0.0,0.0,0.0,4.4,3.6,0.2,2.16,1.86,2.9,8,2014-15,0.0,0.0,0.0,0.5
58,203955_2014-15,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.3,0.3,2.9,0.052,19.2,23.9,0.6,0.273,0.3,0.121,0.1,0.061,26.1,9.7,2.1,4.89,5.28,10.6,15,2014-15,0.169,1.25,14.4,0.8
59,201228_2014-15,0.0,0.0,0.2,0.268,0.0,0.024,0.0,0.049,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.2,0.667,0.1,0.357,0.0,0.048,0.4,3.6,0.2,0.6,7.7,0.08,45.8,51.1,1.5,0.36,0.6,0.14,0.4,0.089,58.7,20.2,4.9,5.01,4.94,24.9,57,2014-15,0.229,2.08,26.1,1.8
60,203912_2014-15,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.7,0.1,3.8,5.3,0.0,0.143,0.0,0.0,0.0,0.143,6.1,4.9,0.2,2.35,1.81,4.8,21,2014-15,0.151,0.8,14.3,0.5
61,203468_2014-15,0.0,0.0,0.2,0.632,0.0,0.053,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.667,0.0,0.0,0.0,0.0,0.2,1.0,0.1,0.2,2.2,0.069,15.0,17.3,1.2,0.347,0.4,0.104,0.3,0.077,22.9,13.0,1.2,3.2,2.65,15.7,62,2014-15,0.104,1.33,12.6,0.8
62,101139_2014-15,0.0,0.0,0.2,0.23,0.0,0.014,0.0,0.041,1.1,0.1,0.316,0.0,0.0,0.0,0.105,0.3,0.6,0.336,0.1,0.1,0.0,0.008,1.7,1.1,0.2,0.2,2.5,0.051,21.0,27.8,0.3,0.164,0.1,0.082,0.1,0.049,35.4,26.8,1.1,1.93,1.01,26.3,70,2014-15,0.069,1.03,7.2,1.1
63,203946_2014-15,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.4,0.1,0.667,0.0,0.0,0.0,0.0,0.2,0.2,0.571,0.1,0.25,0.0,0.0,0.4,0.1,0.0,0.0,0.4,0.015,3.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.9,0.1,1.58,0.47,3.5,18,2014-15,0.021,0.33,5.0,0.2
64,201171_2014-15,0.0,0.0,0.7,0.19,0.0,0.008,0.2,0.07,3.5,0.3,0.134,0.0,0.022,0.1,0.075,1.9,1.2,0.582,0.1,0.071,0.1,0.048,2.1,0.4,0.0,0.1,0.9,0.023,15.9,13.5,0.0,0.056,0.0,0.0,0.0,0.056,23.2,14.3,0.7,1.85,0.51,17.0,70,2014-15,0.04,0.48,5.0,0.8
65,2430_2014-15,0.0,0.0,1.1,0.205,0.1,0.027,0.3,0.059,5.3,0.7,0.193,0.2,0.053,0.2,0.057,3.4,3.4,0.48,0.5,0.16,0.4,0.055,7.2,1.3,0.1,0.2,3.0,0.046,29.2,22.5,0.1,0.104,0.0,0.01,0.1,0.073,42.9,23.3,1.3,1.88,0.47,23.8,71,2014-15,0.101,1.03,9.5,1.3
66,2546_2014-15,0.0,0.0,1.0,0.25,0.1,0.031,0.1,0.025,4.1,2.2,0.259,0.6,0.066,0.5,0.057,8.5,3.6,0.532,0.6,0.157,0.1,0.011,6.7,3.1,0.3,0.3,6.0,0.072,42.5,52.3,0.6,0.151,0.2,0.046,0.2,0.053,69.3,53.8,3.4,2.94,1.56,35.7,40,2014-15,0.161,1.37,10.9,2.3
67,2406_2014-15,0.0,0.0,0.2,0.471,0.0,0.059,0.0,0.059,0.4,0.1,0.333,0.0,0.0,0.0,0.048,0.3,0.2,0.583,0.0,0.143,0.1,0.167,0.3,1.0,0.2,0.1,2.1,0.042,24.0,16.1,0.2,0.316,0.1,0.07,0.1,0.193,30.7,19.2,1.0,1.93,0.59,20.8,78,2014-15,0.074,1.61,14.4,0.6
68,201858_2014-15,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.1,0.8,0.075,6.4,6.4,0.2,0.364,0.0,0.0,0.1,0.273,9.1,7.0,0.3,1.95,1.07,8.6,23,2014-15,0.085,2.2,15.9,0.2
69,202718_2014-15,0.0,0.0,0.7,0.371,0.1,0.06,0.1,0.034,1.8,0.2,0.545,0.0,0.045,0.0,0.136,0.3,0.5,0.442,0.1,0.206,0.0,0.039,1.2,2.4,0.2,0.5,5.6,0.063,38.7,36.8,2.4,0.31,0.6,0.074,0.5,0.066,56.0,36.1,2.1,2.3,1.19,33.1,66,2014-15,0.111,1.68,13.8,1.5
70,101112_2014-15,0.0,0.0,0.2,0.319,0.0,0.064,0.0,0.064,0.6,0.2,0.259,0.1,0.093,0.1,0.13,0.7,0.5,0.8,0.1,0.2,0.0,0.04,0.7,1.3,0.2,0.1,2.5,0.031,40.6,25.0,0.1,0.314,0.0,0.086,0.0,0.057,48.7,24.1,1.1,1.29,0.22,24.9,75,2014-15,0.074,1.21,14.0,1.1
71,101111_2014-15,0.0,0.0,0.1,0.149,0.0,0.0,0.0,0.064,0.7,0.1,0.152,0.0,0.0,0.0,0.091,0.5,0.2,0.44,0.0,0.091,0.0,0.04,0.4,0.3,0.0,0.1,0.5,0.023,13.0,11.5,0.2,0.169,0.0,0.042,0.0,0.042,19.7,11.3,0.4,1.31,0.34,10.6,64,2014-15,0.047,0.68,4.5,0.4
72,201978_2014-15,0.0,0.0,0.4,0.28,0.0,0.032,0.0,0.032,1.4,0.1,0.364,0.0,0.0,0.0,0.136,0.3,0.5,0.417,0.0,0.067,0.1,0.056,1.1,1.0,0.2,0.2,2.4,0.054,17.9,16.0,0.3,0.217,0.1,0.066,0.0,0.028,25.7,17.6,0.7,1.67,0.61,19.2,67,2014-15,0.082,1.31,12.0,0.7
73,2365_2014-15,0.0,0.0,1.1,0.254,0.1,0.011,0.3,0.064,4.5,0.2,0.714,0.0,0.0,0.0,0.071,0.2,1.8,0.693,0.3,0.183,0.2,0.073,2.5,0.7,0.1,0.1,1.4,0.04,17.7,11.5,0.1,0.333,0.0,0.083,0.0,0.167,23.3,12.1,0.6,1.5,0.27,18.9,60,2014-15,0.063,1.08,12.5,0.7
74,2547_2014-15,0.0,0.0,0.9,0.236,0.2,0.05,0.3,0.068,3.7,1.1,0.208,0.2,0.042,0.5,0.088,5.5,4.2,0.578,0.4,0.103,0.1,0.019,7.3,2.2,0.3,0.2,4.3,0.052,41.8,46.6,0.6,0.155,0.1,0.019,0.3,0.068,64.7,46.4,2.3,2.18,0.63,35.4,44,2014-15,0.121,1.0,9.2,2.2
75,203142_2014-15,0.0,0.0,0.3,0.318,0.0,0.0,0.1,0.068,0.9,0.5,0.303,0.1,0.092,0.2,0.118,1.5,0.2,0.429,0.1,0.333,0.0,0.036,0.6,1.0,0.2,0.1,2.2,0.073,14.1,16.8,0.3,0.202,0.1,0.048,0.2,0.107,22.7,18.6,0.8,2.18,0.85,16.5,50,2014-15,0.102,0.86,11.7,1.2
76,201604_2014-15,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.7,0.063,5.3,5.3,0.2,0.2,0.1,0.1,0.0,0.0,7.3,4.9,0.3,2.59,1.59,8.5,12,2014-15,0.058,0.0,13.8,0.0
77,203187_2014-15,0.0,0.0,0.3,0.276,0.0,0.0,0.1,0.069,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.273,0.0,0.0,0.0,0.0,0.4,0.5,0.3,0.1,1.7,0.035,14.8,16.8,0.2,0.368,0.0,0.053,0.0,0.0,21.9,16.9,0.7,1.84,0.85,18.2,29,2014-15,0.046,1.0,7.9,0.5
78,2549_2014-15,0.0,0.0,1.2,0.253,0.2,0.047,0.3,0.062,4.6,0.6,0.214,0.1,0.04,0.3,0.119,2.7,2.1,0.505,0.3,0.156,0.4,0.085,4.1,0.9,0.1,0.1,2.1,0.043,20.3,15.3,0.1,0.145,0.0,0.014,0.1,0.13,30.6,16.8,0.8,1.65,0.52,18.9,74,2014-15,0.079,0.6,8.5,1.5
79,101108_2014-15,0.0,0.0,0.5,0.609,0.1,0.125,0.0,0.016,0.8,0.8,0.457,0.1,0.086,0.1,0.036,1.7,0.9,0.654,0.1,0.171,0.0,0.019,1.3,10.2,1.1,1.5,20.1,0.145,70.6,81.3,4.5,0.396,1.7,0.15,0.5,0.043,93.0,34.6,8.4,5.39,5.05,34.8,82,2014-15,0.441,4.41,35.8,2.3
80,101236_2014-15,0.0,0.0,0.7,0.313,0.2,0.094,0.1,0.047,2.2,0.1,0.5,0.0,0.167,0.0,0.0,0.2,0.7,0.553,0.2,0.238,0.0,0.026,1.3,0.7,0.0,0.0,1.0,0.085,8.1,5.3,0.0,0.2,0.0,0.0,0.0,0.2,10.5,5.2,0.2,1.35,0.36,8.8,29,2014-15,0.105,2.5,25.3,0.3
81,203921_2014-15,0.0,0.0,0.2,0.159,0.0,0.023,0.1,0.068,1.1,0.1,0.286,0.0,0.0,0.0,0.143,0.2,1.0,0.594,0.1,0.053,0.2,0.109,1.6,0.9,0.1,0.3,1.9,0.041,22.6,20.8,0.4,0.215,0.1,0.077,0.1,0.077,30.4,23.8,1.1,2.26,0.81,16.6,39,2014-15,0.102,0.9,11.5,1.0
82,203991_2014-15,0.0,0.0,0.8,0.233,0.0,0.0,0.2,0.047,3.6,0.0,0.0,0.0,0.0,0.1,0.333,0.3,0.3,0.286,0.0,0.0,0.0,0.0,1.2,0.2,0.1,0.0,0.4,0.022,7.7,4.8,0.0,0.0,0.0,0.0,0.1,1.0,11.5,5.4,0.3,1.44,0.36,7.5,12,2014-15,0.037,0.4,4.3,0.4
83,203469_2014-15,0.0,0.0,1.1,0.314,0.1,0.031,0.2,0.062,3.6,0.3,0.545,0.0,0.061,0.0,0.091,0.5,1.8,0.634,0.2,0.101,0.1,0.052,2.8,1.6,0.1,0.2,2.8,0.039,41.6,24.1,0.3,0.179,0.0,0.021,0.1,0.084,50.6,24.8,1.2,1.39,0.42,24.0,62,2014-15,0.106,1.61,16.4,1.0
84,202332_2014-15,0.0,0.0,1.5,0.304,0.2,0.047,0.2,0.037,5.0,2.5,0.484,0.5,0.1,0.3,0.058,5.2,3.1,0.701,0.5,0.157,0.3,0.061,4.4,1.2,0.1,0.1,2.9,0.046,26.7,15.2,0.0,0.25,0.0,0.125,0.0,0.125,33.9,16.3,0.9,1.63,0.27,16.0,61,2014-15,0.143,1.27,16.2,1.0
85,201147_2014-15,0.0,0.0,0.7,0.283,0.1,0.021,0.1,0.048,2.4,0.1,0.467,0.0,0.0,0.0,0.0,0.2,0.3,0.309,0.1,0.24,0.1,0.049,1.0,2.2,0.3,0.3,4.4,0.095,22.8,27.6,0.9,0.232,0.5,0.122,0.3,0.084,36.9,26.1,1.4,2.25,1.55,26.1,80,2014-15,0.131,1.32,14.3,1.7
86,203928_2014-15,0.0,0.0,0.5,0.181,0.0,0.016,0.2,0.071,2.5,0.1,0.222,0.0,0.074,0.0,0.074,0.5,0.4,0.392,0.1,0.15,0.1,0.059,1.0,0.3,0.0,0.0,0.7,0.026,12.5,6.9,0.0,0.0,0.0,0.0,0.0,0.154,17.2,7.5,0.5,1.6,0.37,10.6,50,2014-15,0.047,0.8,7.0,0.4
87,202709_2014-15,0.0,0.0,0.4,0.4,0.1,0.053,0.0,0.027,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.632,0.1,0.167,0.0,0.0,0.5,2.4,0.1,0.5,4.8,0.072,33.1,36.3,1.8,0.333,0.6,0.115,0.2,0.045,41.3,20.0,2.8,4.01,4.16,18.3,79,2014-15,0.205,2.81,25.9,0.9
88,201584_2014-15,0.0,0.0,0.2,0.396,0.0,0.063,0.1,0.083,0.6,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.5,0.58,0.1,0.1,0.0,0.014,0.9,2.0,0.2,0.4,3.9,0.065,30.0,32.6,1.0,0.339,0.2,0.063,0.2,0.058,40.8,30.8,1.6,2.32,1.44,30.6,77,2014-15,0.096,1.94,16.4,1.0
89,201571_2014-15,0.0,0.0,0.1,0.35,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.481,0.0,0.077,0.0,0.111,0.3,4.3,0.5,0.6,9.7,0.105,41.1,50.2,3.6,0.403,1.2,0.131,0.5,0.057,54.5,19.5,5.3,5.82,6.52,23.9,82,2014-15,0.286,2.43,28.6,1.8
90,2563_2014-15,0.0,0.0,0.1,0.286,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.4,0.028,2.2,2.7,0.1,0.375,0.0,0.0,0.0,0.0,3.2,2.1,0.1,2.67,1.99,3.7,33,2014-15,0.027,2.0,6.9,0.0
91,203081_2014-15,0.0,0.0,0.3,0.306,0.1,0.083,0.0,0.056,0.9,0.0,0.333,0.0,0.167,0.0,0.0,0.1,0.4,0.585,0.1,0.226,0.0,0.057,0.6,6.2,0.5,0.8,13.2,0.1,62.1,73.4,4.0,0.323,1.3,0.106,0.9,0.07,86.4,29.2,8.1,5.64,5.54,35.7,82,2014-15,0.285,2.28,22.5,2.7
92,204014_2014-15,0.0,0.0,0.1,0.217,0.0,0.043,0.0,0.087,0.3,0.2,0.522,0.1,0.217,0.0,0.087,0.3,0.1,0.526,0.0,0.2,0.0,0.053,0.3,0.8,0.1,0.1,2.0,0.06,13.0,13.7,0.4,0.547,0.1,0.094,0.1,0.094,17.9,14.9,0.5,1.81,0.79,15.4,68,2014-15,0.079,1.13,14.2,0.7
93,201568_2014-15,0.0,0.0,0.3,0.258,0.1,0.048,0.1,0.065,1.1,0.3,0.274,0.1,0.048,0.0,0.016,1.1,0.4,0.368,0.1,0.143,0.0,0.018,1.0,1.4,0.3,0.2,3.4,0.065,21.5,22.4,0.8,0.242,0.2,0.072,0.3,0.077,34.8,22.6,1.5,2.56,1.36,24.2,59,2014-15,0.094,1.46,10.5,1.0
94,101122_2014-15,0.0,0.0,0.5,0.519,0.0,0.037,0.0,0.037,0.9,0.4,0.5,0.1,0.083,0.1,0.083,0.8,0.3,0.533,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,2.2,0.034,16.1,15.9,0.9,0.385,0.1,0.062,0.2,0.108,23.2,16.4,0.7,1.77,0.7,20.4,30,2014-15,0.049,0.71,7.8,0.8
95,201980_2014-15,0.0,0.0,0.3,0.281,0.0,0.031,0.0,0.031,1.2,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.3,0.522,0.1,0.292,0.0,0.065,0.6,2.0,0.2,0.5,3.7,0.056,35.1,35.3,1.4,0.429,0.5,0.139,0.3,0.077,47.0,32.8,1.5,1.96,1.07,28.5,81,2014-15,0.101,1.7,15.3,1.2
96,201967_2014-15,0.0,0.0,0.9,0.422,0.1,0.067,0.1,0.059,2.0,0.1,0.667,0.0,0.167,0.0,0.0,0.2,0.5,0.529,0.0,0.056,0.0,0.029,1.0,0.8,0.0,0.1,1.5,0.035,21.6,13.3,0.1,0.184,0.0,0.026,0.1,0.158,28.1,15.8,0.7,1.57,0.32,25.0,66,2014-15,0.045,1.43,11.2,0.5
97,203957_2014-15,0.0,0.0,0.3,0.512,0.0,0.093,0.0,0.047,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.489,0.0,0.045,0.0,0.089,0.5,2.4,0.3,0.3,5.2,0.066,36.4,40.8,2.2,0.52,0.6,0.143,0.4,0.097,44.6,22.7,2.7,3.64,3.39,22.2,82,2014-15,0.169,1.68,26.6,1.5
98,203121_2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.087,4.6,4.0,0.4,0.333,0.2,0.167,0.0,0.0,6.0,4.4,0.2,2.14,0.87,8.7,5,2014-15,0.074,2.0,20.0,0.2
99,202721_2014-15,0.0,0.0,0.2,0.6,0.1,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.2,0.1,3.3,0.094,13.4,15.7,1.1,0.447,0.2,0.085,0.2,0.064,17.5,5.5,1.7,5.88,6.29,7.9,38,2014-15,0.281,2.29,27.0,0.6
100,201589_2014-15,0.0,0.0,0.7,0.362,0.1,0.038,0.1,0.057,1.8,0.3,0.41,0.0,0.026,0.0,0.051,0.7,0.7,0.477,0.0,0.024,0.1,0.07,1.5,1.0,0.2,0.1,2.3,0.058,17.0,15.1,0.1,0.222,0.1,0.111,0.0,0.037,25.3,15.7,0.6,1.33,0.29,17.0,58,2014-15,0.096,1.21,11.0,0.8
101,201954_2014-15,0.0,0.0,0.2,0.297,0.0,0.054,0.1,0.135,0.8,0.0,0.667,0.0,0.0,0.0,0.333,0.1,0.5,0.571,0.1,0.125,0.0,0.048,0.9,5.6,0.8,0.5,11.1,0.087,64.5,73.1,2.6,0.364,0.7,0.103,0.5,0.069,84.2,29.8,7.3,5.22,4.9,34.8,45,2014-15,0.263,2.25,25.3,2.5
102,101135_2014-15,0.0,0.0,1.2,0.29,0.2,0.039,0.1,0.024,4.2,1.2,0.385,0.2,0.077,0.2,0.051,3.2,1.6,0.517,0.3,0.171,0.2,0.082,3.0,1.7,0.2,0.3,3.6,0.059,29.5,23.3,0.1,0.128,0.0,0.051,0.1,0.103,39.6,24.7,1.1,1.67,0.52,18.5,49,2014-15,0.142,1.73,17.2,1.0
103,204065_2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.3,3.0,1.3,0.3,7.0,0.141,21.3,22.3,2.7,0.8,0.0,0.0,0.0,0.0,25.7,7.3,2.2,5.05,5.69,11.0,3,2014-15,0.333,2.25,42.9,1.4
104,204033_2014-15,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.111,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,0.1,1.21,0.5,3.5,2,2014-15,0.143,0.0,33.3,0.0
105,2561_2014-15,0.0,0.0,1.5,0.388,0.2,0.053,0.2,0.057,4.0,1.4,0.319,0.4,0.095,0.2,0.042,4.3,3.0,0.583,0.6,0.184,0.3,0.055,5.2,3.4,0.4,0.2,7.1,0.074,45.4,37.6,0.1,0.123,0.1,0.138,0.0,0.015,59.8,37.6,1.7,1.73,0.45,28.7,66,2014-15,0.199,1.86,20.2,1.8
106,201599_2014-15,0.0,0.0,2.4,0.231,0.3,0.031,0.4,0.042,10.4,0.1,0.205,0.0,0.045,0.1,0.114,0.5,1.7,0.73,0.1,0.035,0.2,0.077,2.4,0.7,0.1,0.2,1.3,0.019,39.0,16.3,0.0,0.0,0.0,0.0,0.0,0.5,49.1,19.9,1.1,1.28,0.19,34.4,82,2014-15,0.03,0.56,6.6,1.3
107,201971_2014-15,0.0,0.0,0.3,0.186,0.0,0.0,0.1,0.047,1.5,0.2,0.313,0.0,0.0,0.1,0.125,0.6,0.5,0.4,0.1,0.143,0.1,0.086,1.2,0.1,0.1,0.0,0.4,0.014,7.6,4.5,0.0,0.0,0.0,0.5,0.0,0.0,10.3,5.1,0.3,1.69,0.44,6.2,29,2014-15,0.029,0.23,4.0,0.5
108,201942_2014-15,0.0,0.0,0.3,0.3,0.0,0.033,0.1,0.067,1.0,0.5,0.229,0.2,0.102,0.1,0.051,2.0,0.5,0.385,0.1,0.133,0.1,0.051,1.3,3.5,0.3,0.7,8.2,0.107,32.7,46.3,3.8,0.318,1.0,0.086,0.7,0.059,56.6,43.2,3.5,3.75,3.23,35.0,60,2014-15,0.174,1.53,13.8,2.3
109,202326_2014-15,0.0,0.0,1.3,0.171,0.2,0.02,0.4,0.054,7.8,3.1,0.252,0.9,0.069,1.0,0.082,12.4,2.1,0.5,0.2,0.114,0.4,0.093,4.2,3.6,0.4,0.2,7.2,0.086,41.3,45.3,0.8,0.143,0.3,0.05,0.5,0.093,68.8,46.6,2.8,2.46,1.12,34.1,59,2014-15,0.202,0.83,11.9,4.4
110,201960_2014-15,0.0,0.0,0.9,0.288,0.1,0.041,0.1,0.036,3.2,0.1,0.667,0.0,0.167,0.0,0.0,0.1,0.3,0.357,0.0,0.05,0.0,0.018,0.8,1.7,0.1,0.4,3.6,0.047,36.1,31.3,0.8,0.259,0.3,0.083,0.2,0.079,49.0,34.1,1.7,2.14,1.12,31.3,70,2014-15,0.083,1.57,12.8,1.1
111,203471_2014-15,0.0,0.0,0.3,0.525,0.1,0.1,0.0,0.025,0.5,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.1,0.55,0.0,0.091,0.0,0.05,0.3,4.1,0.3,0.7,8.7,0.103,39.9,47.3,3.1,0.318,0.9,0.092,0.7,0.069,53.3,23.6,4.6,5.18,4.82,19.7,77,2014-15,0.373,2.11,26.1,2.0
112,101114_2014-15,0.0,0.0,0.4,0.462,0.1,0.123,0.0,0.046,1.0,0.2,0.39,0.1,0.122,0.0,0.0,0.6,0.5,0.529,0.1,0.243,0.0,0.014,1.0,6.6,0.6,0.7,13.7,0.116,57.0,64.6,5.3,0.441,1.6,0.13,0.6,0.053,74.8,24.9,6.8,5.49,5.22,31.1,68,2014-15,0.326,2.91,30.4,2.3
113,202324_2014-15,0.0,0.0,1.8,0.231,0.3,0.036,0.3,0.043,7.6,1.6,0.265,0.2,0.038,0.5,0.078,6.0,5.0,0.596,0.5,0.108,0.3,0.039,8.4,1.5,0.2,0.2,3.7,0.031,49.1,41.8,0.2,0.224,0.0,0.045,0.1,0.09,66.3,44.6,1.8,1.64,0.43,30.8,74,2014-15,0.09,0.93,8.6,1.7
114,201565_2014-15,0.0,0.0,0.4,0.314,0.0,0.014,0.1,0.071,1.4,0.1,0.429,0.0,0.143,0.0,0.0,0.1,0.2,0.265,0.0,0.222,0.0,0.029,0.7,4.9,0.5,1.0,10.2,0.093,53.1,67.7,3.6,0.33,1.0,0.089,0.7,0.065,76.6,27.4,6.5,5.06,4.68,30.0,51,2014-15,0.289,1.56,18.9,3.2
115,202682_2014-15,0.0,0.0,0.4,0.18,0.0,0.007,0.1,0.04,2.0,0.1,0.206,0.0,0.029,0.1,0.118,0.5,0.3,0.434,0.0,0.087,0.0,0.0,0.7,0.7,0.2,0.1,1.5,0.04,17.0,15.6,0.2,0.121,0.0,0.016,0.1,0.065,26.1,16.2,0.9,2.04,0.99,19.8,74,2014-15,0.057,0.89,7.4,0.8
116,2734_2014-15,0.0,0.0,0.1,0.667,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.761,0.1,0.143,0.0,0.065,0.6,3.1,0.3,0.3,6.2,0.089,35.1,38.0,2.0,0.393,0.8,0.147,0.2,0.038,45.7,20.0,2.8,3.66,3.46,22.2,76,2014-15,0.207,2.79,25.8,1.1
117,203906_2014-15,0.0,0.0,0.1,0.2,0.1,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,0.0,0.0,0.3,1.1,0.0,0.1,1.6,0.148,7.2,7.9,0.6,0.476,0.1,0.095,0.2,0.143,11.1,8.0,0.4,2.37,1.78,13.0,16,2014-15,0.102,1.89,22.1,0.6
118,203473_2014-15,0.0,0.0,0.8,0.198,0.1,0.012,0.5,0.115,4.1,0.1,0.259,0.0,0.037,0.0,0.0,0.5,0.6,0.554,0.0,0.056,0.1,0.092,1.1,0.2,0.0,0.0,0.5,0.015,10.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,14.7,7.1,0.3,1.41,0.34,14.3,59,2014-15,0.016,0.18,3.6,0.9
119,203079_2014-15,0.0,0.0,0.2,0.463,0.0,0.073,0.0,0.049,0.5,0.1,0.138,0.0,0.034,0.0,0.103,0.4,0.2,0.433,0.0,0.231,0.0,0.033,0.4,2.0,0.3,0.3,4.3,0.099,20.6,29.9,2.4,0.313,0.7,0.09,0.5,0.07,35.9,26.3,2.0,3.3,2.6,27.6,80,2014-15,0.116,1.44,12.6,1.4
