,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
82,G. Harris | J. Hernangómez | N. Jokić | J. Murray,DEN,2018-19,21,186.7,385,382,98.6,+4.4,+5.1,+.022,+0.4,-2.3,+.038,+.021,-0.4,-1.0,+.016,+8.8
83,A. Holiday | C. Joseph | D. McDermott | T. Young,IND,2018-19,22,101.4,204,206,97.1,+3.3,+3.8,+.017,-2.3,-2.2,-.058,+.002,+4.5,+4.1,+.079,+8.8
84,G. Antetokounmpo | E. Bledsoe | M. Brogdon | B. Lopez,MIL,2018-19,58,666.1,1450,1434,103.9,+1.5,-4.2,+.038,-1.7,-0.1,-.049,+.032,+7.5,+9.1,+.026,+8.7
85,C. Capela | G. Green | J. Harden | P. Tucker,HOU,2018-19,41,241.6,472,481,94.7,-0.9,-1.1,-.005,+10.8,+21.7,+.074,+.058,-0.2,-1.0,+.021,+8.7
86,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,
88,G. Dieng | J. Okogie | D. Šarić | A. Wiggins,MIN,2018-19,26,100.1,211,220,103.3,+2.5,+5.8,-.002,-1.4,-6.7,+.039,-0.014,+5.0,+2.9,+.111,+8.6
89,L. Aldridge | B. Forbes | R. Gay | D. White,SAS,2018-19,46,490.2,961,969,94.5,+7.3,+1.7,+.073,-4.3,-13.9,+.060,+.048,-1.8,-5.1,+.117,+8.5
90,C. Capela | E. Gordon | C. Paul | P. Tucker,HOU,2018-19,44,572.2,1153,1146,96.4,+0.1,+4.1,-.020,+4.4,+10.9,+.013,+.001,+4.0,+3.6,+.060,+8.5
91,E. Bledsoe | M. Brogdon | B. Lopez | K. Middleton,MIL,2018-19,61,690.5,1493,1482,103.4,+1.8,-4.4,+.043,-0.7,+1.1,-.032,+.042,+5.6,+7.0,+.008,+8.5
92,J. Brown | G. Hayward | T. Rozier | D. Theis,BOS,2018-19,37,269.1,555,559,99.4,+3.2,+7.3,-.001,+1.2,-2.8,+.062,.000,+1.0,-0.7,+.072,+8.5
93,M. Belinelli | D. DeRozan | R. Gay | P. Mills,SAS,2018-19,45,178.7,368,365,98.5,-1.4,-6.5,+.015,+3.5,-3.8,+.157,+.037,+7.8,+8.8,+.044,+8.4
94,A. Aminu | D. Lillard | C. McCollum | E. Turner,POR,2018-19,50,361.8,760,766,101.2,+4.8,+2.9,+.038,-0.8,-2.5,+.003,+.032,-0.3,-1.2,+.019,+8.4
95,C. Capela | E. Gordon | J. Harden | P. Tucker,HOU,2018-19,50,873.6,1738,1764,96.2,-0.2,+0.1,-.003,+5.8,+15.0,+.011,+.029,+3.0,+3.3,+.022,+8.4
96,J. Barea | D. Finney-Smith | M. Kleber | D. Powell,DAL,2018-19,25,184.9,378,383,98.8,+1.8,+7.2,-.016,-0.1,+6.8,-.075,-0.022,+4.7,+6.4,-.004,+8.3
97,R. Bullock | A. Drummond | B. Griffin | R. Jackson,DET,2018-19,40,786.5,1582,1590,96.8,+2.5,+2.0,+.018,+4.2,+4.6,+.081,+.040,-1.1,+0.8,-.075,+8.3
98,A. Davis | J. Holiday | E. Moore | J. Randle,NOP,2018-19,41,427.8,872,884,98.5,+5.0,+3.2,+.039,-2.1,-7.0,+.017,+.025,+0.4,+1.4,-.027,+8.3
99,J. Okogie | J. Teague | K. Towns | A. Wiggins,MIN,2018-19,16,195.7,417,412,101.7,+2.4,+0.4,+.025,-1.4,-5.9,+.037,+.017,+4.8,+2.4,+.129,+8.3
100,D. DeRozan | B. Forbes | R. Gay | P. Mills,SAS,2018-19,37,120.8,251,242,98.0,+3.4,-2.5,+.050,-2.4,-11.2,+.041,+.038,+3.8,+1.6,+.105,+8.2
101,I. Briscoe | E. Fournier | A. Gordon | T. Ross,ORL,2018-19,19,117.9,231,231,94.1,+3.5,+6.1,+.008,+2.6,-3.5,+.108,+.017,-1.3,+0.4,-.080,+8.2
102,L. Aldridge | D. Bertāns | D. DeRozan | B. Forbes,SAS,2018-19,58,350.0,711,703,97.0,+3.5,+0.8,+.034,-3.1,-7.0,-.018,+.016,+4.4,+3.3,+.094,+8.2
103,D. Cousins | A. Iguodala | S. Livingston | K. Thompson,GSW,2018-19,18,117.8,208,207,84.6,+6.5,-7.2,+.111,+0.9,-3.0,+.072,+.121,-5.9,-3.0,-.183,+8.2
104,R. Covington | G. Dieng | T. Jones | D. Rose,MIN,2018-19,15,100.1,198,198,94.9,+5.1,+11.6,-.001,-8.1,-7.1,-.155,-0.056,+6.1,+8.6,-.064,+8.1
105,B. Adebayo | K. Olynyk | J. Richardson | J. Winslow,MIA,2018-19,29,214.0,421,428,95.2,+4.5,-2.5,+.064,-1.4,-13.0,+.102,+.059,+0.5,+2.0,-.051,+8.1
106,P. Beverley | D. Gallinari | S. Gilgeous-Alexander | I. Zubac,LAC,2018-19,20,313.1,648,644,99.0,+1.6,+1.3,+.011,+3.5,+6.5,+.025,+.030,+1.4,+2.0,-.011,+8.1
107,C. Capela | J. Ennis | E. Gordon | P. Tucker,HOU,2018-19,17,154.3,308,308,95.8,-0.6,-1.9,+.003,+3.2,+9.7,-.002,+.023,+6.2,+4.2,+.135,+8.1
0,C. Capela | E. Gordon | G. Green | J. Harden,HOU,2018-19,29,109.9,208,224,94.3,-3.3,-0.8,-.031,+10.5,+21.5,+.061,+.025,+4.2,+0.9,+.139,+8.1
1,A. Drummond | B. Griffin | R. Jackson | L. Kennard,DET,2018-19,42,327.2,666,656,97.0,+3.4,+2.6,+.025,+3.0,+5.3,+.032,+.040,-1.8,+0.7,-.091,+8.1
2,D. Favors | R. Gobert | D. Mitchell | R. Rubio,UTA,2018-19,57,516.4,1066,1069,99.2,+1.4,-0.2,+.017,+1.2,+1.7,+.025,+.024,+4.0,+6.7,-.047,+8.1
3,P. George | J. Grant | D. Schröder | R. Westbrook,OKC,2018-19,62,513.6,1142,1119,105.7,+2.1,+4.9,-.003,+0.6,+3.4,-.023,-0.003,+3.4,+7.0,-.067,+8.1
4,G. Hayward | K. Irving | M. Smart | J. Tatum,BOS,2018-19,32,145.7,313,294,100.0,+5.3,+10.0,+.007,+3.9,+9.7,+.015,+.021,-6.4,-7.8,-.007,+8.1
5,K. Faried | J. Harden | C. Paul | P. Tucker,HOU,2018-19,11,134.5,274,273,97.6,-1.6,+9.9,-.073,+4.7,+13.4,-.018,-0.057,+6.5,+7.6,+.007,+8.0
6,K. Caldwell-Pope | L. James | K. Kuzma | J. McGee,LAL,2018-19,23,120.5,261,259,103.6,+5.0,+0.9,+.052,-1.6,+5.2,-.114,+.042,-0.5,+0.6,-.053,+8.0
7,T. Ferguson | P. George | J. Grant | R. Westbrook,OKC,2018-19,59,978.8,2092,2095,102.7,+4.2,+6.0,+.016,+0.2,-3.1,+.044,+.012,-0.6,+0.4,-.041,+8.0
8,E. Fournier | A. Gordon | W. Iwundu | N. Vučević,ORL,2018-19,38,219.1,437,447,96.9,+2.4,-0.4,+.028,+1.8,+0.9,+.051,+.038,+1.4,+0.6,+.056,+8.0
9,B. Adebayo | R. McGruder | J. Richardson | J. Winslow,MIA,2018-19,29,118.8,242,247,98.8,+4.4,+2.9,+.038,+2.3,-2.6,+.099,+.050,-3.3,-0.6,-.099,+7.9
10,G. Antetokounmpo | E. Bledsoe | M. Brogdon | K. Middleton,MIL,2018-19,56,662.0,1438,1435,104.2,+1.9,-3.1,+.038,-1.3,+0.3,-.042,+.033,+5.4,+6.7,+.010,+7.9
11,P. Beverley | A. Bradley | D. Gallinari | T. Harris,LAC,2018-19,33,270.0,557,559,99.2,+0.5,-3.3,+.022,+1.8,-1.0,+.079,+.035,+5.1,+3.5,+.073,+7.9
12,B. Bogdanović | Y. Ferrell | H. Giles | J. Jackson,SAC,2018-19,18,126.1,261,254,98.1,+7.8,-2.1,+.096,-0.7,-11.4,+.101,+.094,-7.0,-5.6,-.134,+7.9
13,D. Gallinari | S. Gilgeous-Alexander | L. Shamet | I. Zubac,LAC,2018-19,21,309.3,652,648,100.9,+2.1,+1.9,+.013,+2.4,+2.9,+.043,+.026,+1.4,+2.2,-.016,+7.9
14,K. Olynyk | J. Richardson | D. Waiters | H. Whiteside,MIA,2018-19,13,126.9,254,256,96.5,+8.6,+8.2,+.054,-0.3,-2.9,+.020,+.047,-8.9,-7.3,-.207,+7.9
15,P. George | J. Grant | N. Noel | D. Schröder,OKC,2018-19,41,105.2,218,221,100.2,+2.8,+4.4,+.010,-0.7,+1.4,-.034,+.003,+3.0,+2.6,+.043,+7.8
16,H. Barnes | D. Finney-Smith | D. Jordan | D. Smith,DAL,2018-19,20,207.9,425,425,98.1,+0.2,-6.4,+.035,+5.4,+2.1,+.146,+.070,+1.9,+4.9,-.078,+7.8
17,A. Drummond | L. Galloway | B. Griffin | R. Jackson,DET,2018-19,52,319.3,658,649,98.2,+1.4,+6.1,-.015,+3.0,+4.4,+.044,-0.002,+1.9,+3.2,-.023,+7.8
18,B. Adebayo | T. Johnson | K. Olynyk | J. Richardson,MIA,2018-19,28,193.3,386,383,95.5,+0.7,+2.2,-.003,+3.5,+4.7,+.051,+.016,+2.7,+1.9,+.057,+7.7
19,D. Favors | J. Ingles | D. Mitchell | R. Rubio,UTA,2018-19,59,575.5,1183,1188,98.9,+1.0,+1.0,+.006,+1.6,+3.1,+.019,+.014,+4.1,+6.4,-.024,+7.7
20,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,
22,S. Adams | P. George | J. Grant | R. Westbrook,OKC,2018-19,64,1527.9,3315,3296,103.8,+3.2,+5.9,+.005,0.0,-1.1,+.013,.000,+1.1,+3.0,-.045,+7.6
23,J. Brown | A. Horford | K. Irving | M. Smart,BOS,2018-19,37,149.9,299,308,97.2,+1.9,-3.9,+.041,+4.9,+2.8,+.108,+.072,-1.1,+2.7,-.126,+7.6
24,S. Ibaka | K. Leonard | K. Lowry | P. Siakam,TOR,2018-19,39,660.9,1339,1356,97.9,+1.4,-2.2,+.026,-0.8,-1.7,-.006,+.023,+5.7,+5.7,+.056,+7.6
25,N. Batum | M. Kidd-Gilchrist | J. Lamb | K. Walker,CHO,2018-19,51,219.8,442,454,97.8,+1.8,+1.1,+.014,-0.1,-1.3,+.013,+.013,+4.0,+3.7,+.054,+7.5
26,W. Barton | G. Harris | N. Jokić | J. Murray,DEN,2018-19,28,477.2,978,956,97.3,+2.4,0.0,+.027,+1.3,-1.1,+.055,+.034,+1.3,+0.5,+.046,+7.5
27,M. Beasley | N. Jokić | M. Morris | J. Murray,DEN,2018-19,35,131.0,265,263,96.7,+1.2,+8.0,-.028,+2.2,+3.9,+.024,-0.022,+2.9,+0.2,+.128,+7.5
28,B. Bogdanović | D. Collison | T. Evans | T. Young,IND,2018-19,21,298.0,610,610,98.2,+3.4,+1.3,+.032,-0.8,-3.1,+.016,+.027,+1.5,-0.5,+.101,+7.5
29,Z. Collins | S. Curry | J. Layman | E. Turner,POR,2018-19,26,157.3,314,320,96.7,+5.9,-4.9,+.089,-0.7,-4.7,+.030,+.089,-3.5,-3.7,-.028,+7.5
30,R. Covington | J. Embiid | J. Redick | B. Simmons,PHI,2018-19,11,129.9,282,280,103.8,-0.3,-9.9,+.043,+1.7,-2.7,+.072,+.059,+6.2,+9.4,-.044,+7.5
31,W. Hernangómez | M. Kidd-Gilchrist | M. Monk | T. Parker,CHO,2018-19,26,133.9,282,280,100.8,+4.7,+3.3,+.035,-1.8,-4.1,-.021,+.023,-0.1,+4.1,-.118,+7.4
32,J. Allen | D. Carroll | S. Dinwiddie | J. Harris,BRK,2018-19,42,212.0,442,451,101.1,-0.3,-6.5,+.029,+2.0,+3.4,+.024,+.046,+6.0,+6.6,+.035,+7.4
33,A. Aminu | M. Harkless | D. Lillard | C. McCollum,POR,2018-19,47,838.3,1744,1740,99.7,+3.6,+4.3,+.018,-0.9,+0.5,-.037,+.010,+1.0,-0.4,+.059,+7.4
34,W. Barton | G. Harris | N. Jokić | P. Millsap,DEN,2018-19,27,501.3,1020,1009,97.1,+2.7,+1.7,+.021,+0.8,+0.1,+.025,+.024,+1.2,+0.6,+.039,+7.4
35,J. Embiid | T. McConnell | J. Redick | B. Simmons,PHI,2018-19,22,110.1,230,234,101.2,+1.5,-9.8,+.068,-2.9,-11.2,+.019,+.057,+7.3,+10.9,-.016,+7.4
36,K. Irving | M. Morris | M. Smart | J. Tatum,BOS,2018-19,51,654.9,1358,1368,99.9,+5.7,+5.4,+.034,0.0,-0.4,+.003,+.029,-3.9,-6.9,+.093,+7.4
37,K. Birch | I. Briscoe | A. Gordon | T. Ross,ORL,2018-19,17,179.7,368,364,97.8,+3.4,+1.7,+.029,+1.5,-2.0,+.062,+.037,-1.0,-1.3,+.002,+7.3
38,A. Davis | T. Frazier | S. Hill | J. Randle,NOP,2018-19,12,108.1,229,226,101.0,+2.5,+1.9,+.018,-3.2,-10.1,-.003,-0.002,+5.5,+6.8,+.013,+7.3
39,H. Barnes | D. Finney-Smith | D. Jordan | W. Matthews,DAL,2018-19,23,140.9,294,299,101.0,-2.0,-4.2,.000,+5.6,+10.0,+.065,+.035,+5.7,+13.2,-.199,+7.3
40,W. Barton | N. Jokić | P. Millsap | J. Murray,DEN,2018-19,30,529.9,1091,1072,98.0,+2.3,+0.9,+.021,+1.0,-1.4,+.049,+.026,+1.7,+1.0,+.042,+7.3
41,B. Bogdanović | T. Evans | M. Turner | T. Young,IND,2018-19,23,308.0,623,631,97.7,+2.9,+0.1,+.034,-1.0,-3.5,+.017,+.028,+2.4,-0.2,+.129,+7.3
42,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,
44,D. Augustin | J. Isaac | T. Ross | N. Vučević,ORL,2018-19,58,285.8,584,594,98.9,+4.1,+5.8,+.016,-1.5,+0.2,-.047,+.003,+0.5,-2.8,+.110,+7.2
45,K. Anderson | M. Gasol | J. Jackson | G. Temple,MEM,2018-19,41,530.4,1034,1035,93.6,+2.7,-3.3,+.049,-0.1,-3.0,+.034,+.051,+1.8,+1.7,+.027,+7.2
46,G. Hayward | A. Horford | M. Smart | J. Tatum,BOS,2018-19,39,160.0,321,316,95.6,+0.9,-2.7,+.024,+1.4,-1.5,+.054,+.034,+4.1,+1.8,+.105,+7.2
47,D. Augustin | E. Fournier | J. Isaac | T. Ross,ORL,2018-19,43,152.8,313,317,98.9,+4.7,+9.7,+.002,-0.8,+2.6,-.056,-0.010,-1.4,-5.8,+.113,+7.1
48,J. Lamb | K. Walker | M. Williams | C. Zeller,CHO,2018-19,48,662.3,1347,1344,97.5,+1.1,+1.1,+.007,+0.3,-0.5,+.013,+.008,+4.6,+3.5,+.087,+7.1
49,S. Adams | T. Ferguson | P. George | R. Westbrook,OKC,2018-19,60,1062.6,2278,2286,103.1,+3.7,+6.1,+.010,-0.2,-2.3,+.021,+.004,-0.1,+0.6,-.026,+7.1
50,B. Adebayo | D. Jones | K. Olynyk | D. Waiters,MIA,2018-19,14,158.0,308,302,92.7,+2.5,-3.5,+.042,-0.9,-1.7,-.009,+.040,+3.0,+3.3,+.037,+7.1
51,B. Bogdanović | D. Collison | C. Joseph | M. Turner,IND,2018-19,31,179.4,365,365,97.7,0.0,-2.7,+.013,-0.8,-5.5,+.026,+.010,+7.9,+7.9,+.079,+7.1
52,A. Bradley | D. Gallinari | T. Harris | B. Marjanović,LAC,2018-19,15,132.6,283,285,102.8,-0.1,-4.0,+.020,-1.7,-4.4,+.001,+.013,+8.9,+6.9,+.143,+7.1
53,T. Brown | T. Bryant | B. Portis | T. Satoranský,WAS,2018-19,10,155.3,312,312,96.4,+0.6,+2.6,-.006,-2.2,-3.5,-.031,-0.020,+8.0,+8.7,+.051,+7.1
54,S. Curry | D. Green | D. Jones | K. Thompson,GSW,2018-19,11,142.6,302,305,102.2,+6.7,-5.1,+.108,-0.2,-6.9,+.066,+.111,-6.1,-8.1,-.006,+7.1
55,D. Favors | R. Gobert | J. Ingles | D. Mitchell,UTA,2018-19,68,636.7,1298,1313,98.4,+0.4,-0.5,+.007,+1.6,+3.3,+.019,+.017,+4.7,+7.6,-.043,+7.1
56,L. Aldridge | D. Bertāns | D. DeRozan | P. Mills,SAS,2018-19,61,256.0,519,520,97.4,+2.2,-1.6,+.033,-2.7,-5.5,-.019,+.019,+5.2,+3.7,+.089,+7.0
57,J. Allen | D. Carroll | J. Harris | D. Russell,BRK,2018-19,39,271.6,575,570,101.2,+1.0,-7.1,+.047,+1.5,+1.4,+.027,+.060,+3.5,+5.2,-.019,+7.0
58,P. Beverley | A. Bradley | M. Harrell | L. Williams,LAC,2018-19,32,139.6,297,296,102.0,+1.9,-10.8,+.072,+1.0,-10.2,+.144,+.085,+2.3,-0.1,+.082,+7.0
59,D. Carroll | E. Davis | S. Dinwiddie | D. Russell,BRK,2018-19,37,182.5,376,365,97.5,+0.1,-0.2,+.002,+3.5,+12.3,-.032,+.022,+3.3,+4.4,+.005,+7.0
60,B. Beal | T. Brown | T. Bryant | B. Portis,WAS,2018-19,10,152.1,306,306,96.6,+0.3,+2.3,-.008,-1.6,-3.3,-.017,-0.018,+7.8,+8.2,+.062,+6.9
61,S. Adams | T. Ferguson | J. Grant | D. Schröder,OKC,2018-19,49,341.4,729,716,101.6,+2.9,+6.6,-.003,+1.2,+1.7,+.019,-0.001,0.0,+4.4,-.152,+6.9
62,C. Capela | E. Gordon | J. Harden | C. Paul,HOU,2018-19,41,458.7,943,930,98.0,-1.7,-1.2,-.012,+4.0,+10.3,+.009,+.012,+6.1,+5.9,+.069,+6.8
63,B. Bogdanović | A. Holiday | C. Joseph | D. Sabonis,IND,2018-19,24,120.2,250,254,100.7,+0.2,+0.2,+.002,+4.9,+3.6,+.130,+.030,+1.4,-2.8,+.158,+6.8
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,J. Crowder | R. Gobert | J. Ingles | R. Rubio,UTA,2018-19,67,600.9,1256,1243,99.8,+1.6,-2.0,+.030,+1.6,+6.5,-.028,+.040,+2.0,+3.9,-.034,+6.8
67,D. Augustin | E. Fournier | T. Ross | N. Vučević,ORL,2018-19,70,403.4,837,806,97.7,+4.1,+3.7,+.027,+2.0,+3.4,+.026,+.036,-3.5,-5.8,+.036,+6.7
68,N. Batum | J. Lamb | M. Williams | C. Zeller,CHO,2018-19,48,600.1,1219,1219,97.5,+0.9,+0.5,+.007,+0.3,-0.5,+.014,+.009,+4.6,+3.9,+.072,+6.7
69,B. Adebayo | J. Richardson | D. Waiters | J. Winslow,MIA,2018-19,20,158.6,318,320,96.6,+6.2,-2.6,+.087,-4.0,-17.0,+.068,+.066,-1.8,+0.1,-.088,+6.7
70,D. Augustin | J. Isaac | W. Iwundu | N. Vučević,ORL,2018-19,43,238.7,489,486,98.1,+1.0,0.0,+.010,+0.7,+3.3,-.016,+.014,+4.0,+1.7,+.145,+6.7
71,B. Brown | A. Drummond | W. Ellington | R. Jackson,DET,2018-19,25,382.3,761,764,95.7,+0.8,+3.0,-.006,+4.2,+10.5,+.003,+.015,+0.8,+2.0,-.035,+6.7
72,A. Horford | M. Morris | M. Smart | J. Tatum,BOS,2018-19,53,631.7,1291,1302,98.5,+5.8,+4.4,+.040,0.0,-0.6,+.007,+.037,-4.9,-6.5,+.019,+6.7
73,N. Batum | J. Lamb | K. Walker | C. Zeller,CHO,2018-19,49,726.6,1484,1487,98.1,+1.5,+1.9,+.007,+0.4,+0.1,+.009,+.007,+3.2,+2.1,+.076,+6.6
74,T. Frazier | S. Hill | J. Holiday | J. Randle,NOP,2018-19,15,118.9,252,250,101.4,+1.6,+0.5,+.016,-5.3,-12.6,-.038,-0.014,+8.6,+10.6,.000,+6.6
75,J. Allen | A. Crabbe | J. Harris | R. Hollis-Jefferson,BRK,2018-19,12,129.7,279,286,104.5,+1.0,-2.4,+.024,+4.9,+6.1,+.084,+.053,-0.3,-0.5,+.003,+6.6
76,S. Curry | A. Iguodala | K. Looney | K. Thompson,GSW,2018-19,38,158.9,339,343,103.0,+4.6,-2.5,+.067,+1.9,-0.2,+.062,+.079,-4.5,-9.7,+.131,+6.6
77,D. Augustin | A. Gordon | W. Iwundu | N. Vučević,ORL,2018-19,40,262.1,530,524,96.5,+2.9,-2.0,+.043,+1.0,+0.2,+.032,+.049,-0.3,-2.3,+.092,+6.5
78,M. Beasley | J. Hernangómez | T. Lyles | M. Plumlee,DEN,2018-19,28,141.7,293,290,98.8,+4.4,+3.5,+.033,+1.3,-1.7,+.053,+.038,-3.6,-3.0,-.063,+6.5
79,G. Harris | J. Hernangómez | P. Millsap | J. Murray,DEN,2018-19,21,170.7,355,355,99.8,+1.7,+5.1,-.010,+1.1,-0.3,+.037,-0.007,+2.0,+1.4,+.039,+6.5
80,B. Bogdanović | W. Cauley-Stein | D. Fox | I. Shumpert,SAC,2018-19,24,149.8,331,330,105.9,+4.7,+6.7,+.018,+1.8,+2.3,+.036,+.025,-4.9,-10.1,+.117,+6.3
81,W. Barton | G. Harris | P. Millsap | J. Murray,DEN,2018-19,25,468.8,957,954,97.8,+1.8,+0.8,+.015,+1.5,+1.5,+.034,+.023,+1.3,+0.4,+.048,+6.3
82,K. Caldwell-Pope | L. James | J. McGee | R. Rondo,LAL,2018-19,16,110.7,239,241,104.0,+3.7,-4.7,+.066,-3.7,-3.9,-.070,+.049,+2.6,+0.5,+.141,+6.3
83,C. Capela | G. Green | A. Rivers | P. Tucker,HOU,2018-19,18,107.6,217,213,95.9,-2.6,-4.4,-.008,+9.1,+20.7,+.079,+.049,+2.3,+4.6,-.051,+6.3
84,G. Hayward | A. Horford | K. Irving | J. Tatum,BOS,2018-19,41,299.9,651,605,100.5,+1.1,-0.8,+.017,+1.4,+3.0,+.014,+.025,+2.6,+0.7,+.101,+6.3
85,K. Leonard | K. Lowry | P. Siakam | F. VanVleet,TOR,2018-19,23,110.2,224,226,98.0,-3.7,-7.2,-.006,-0.8,-2.4,+.002,-0.004,+14.4,+17.5,+.026,+6.3
86,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,
88,D. Rose | J. Teague | K. Towns | A. Wiggins,MIN,2018-19,27,233.3,495,494,101.7,+5.4,-0.4,+.062,-2.7,-6.5,-.004,+.047,-1.9,-4.1,+.056,+6.2
89,R. Bullock | L. Galloway | B. Griffin | R. Jackson,DET,2018-19,32,129.2,270,257,97.9,-5.3,-1.9,-.052,+3.9,+8.9,+.016,-0.028,+13.0,+17.2,-.002,+6.2
90,B. Bogdanović | A. Holiday | D. McDermott | D. Sabonis,IND,2018-19,18,114.0,234,238,99.4,+0.7,-5.3,+.036,+4.4,-2.1,+.182,+.064,+0.3,-2.6,+.097,+6.1
91,J. Embiid | J. Redick | D. Šarić | B. Simmons,PHI,2018-19,11,127.4,277,273,103.6,-1.6,-9.7,+.026,+1.7,-1.2,+.061,+.041,+7.7,+10.2,-.015,+6.1
92,A. Horford | K. Irving | M. Morris | M. Smart,BOS,2018-19,53,639.7,1324,1328,99.5,+5.9,+4.0,+.044,+0.4,0.0,+.012,+.043,-6.1,-7.9,+.016,+6.1
93,T. Johnson | J. Richardson | H. Whiteside | J. Winslow,MIA,2018-19,21,142.9,285,291,96.8,+5.1,-0.6,+.059,-0.1,-1.4,+.015,+.059,-3.9,-1.7,-.133,+6.1
94,D. Augustin | A. Gordon | T. Ross | N. Vučević,ORL,2018-19,58,321.1,661,626,96.2,+2.8,-2.7,+.047,+0.6,-0.1,+.017,+.052,-0.2,-1.4,+.036,+6.0
95,M. Conley | M. Gasol | S. Mack | G. Temple,MEM,2018-19,26,169.2,334,336,95.1,+5.0,+4.7,+.036,+0.7,+0.2,+.019,+.037,-4.6,-6.1,+.001,+6.0
96,B. Adebayo | D. Jones | J. Richardson | D. Waiters,MIA,2018-19,15,119.6,232,235,93.7,+4.3,+5.4,+.023,+2.7,+7.7,+.005,+.034,-5.4,-2.3,-.175,+6.0
97,M. Belinelli | B. Forbes | P. Mills | J. Poeltl,SAS,2018-19,42,133.7,277,289,101.6,+1.8,+0.6,+.017,+3.1,+1.5,+.068,+.033,-0.7,-2.2,+.040,+6.0
98,D. Bertāns | D. DeRozan | P. Mills | J. Poeltl,SAS,2018-19,43,159.3,332,340,101.3,+0.4,-1.8,+.014,+2.4,+0.1,+.077,+.029,+2.8,+0.3,+.112,+6.0
99,R. Bullock | A. Drummond | B. Griffin | L. Kennard,DET,2018-19,15,107.8,222,225,99.6,+1.5,+1.2,+.010,+2.8,+3.1,+.068,+.025,+0.2,+1.2,-.025,+6.0
100,A. Horford | K. Irving | M. Morris | J. Tatum,BOS,2018-19,51,665.7,1392,1374,99.7,+5.4,+3.1,+.043,-1.2,-2.2,-.010,+.034,-3.6,-5.5,+.050,+6.0
101,B. Brown | A. Drummond | B. Griffin | R. Jackson,DET,2018-19,54,778.4,1545,1558,95.7,+1.9,+3.7,+.002,+4.4,+5.8,+.066,+.024,-2.3,-1.7,-.051,+5.9
102,K. Caldwell-Pope | L. James | K. Kuzma | R. Rondo,LAL,2018-19,16,100.1,219,218,104.8,+2.5,-4.5,+.053,+3.6,+6.7,+.036,+.077,-2.8,-2.9,-.029,+5.9
103,A. Holiday | C. Joseph | D. McDermott | D. Sabonis,IND,2018-19,23,258.1,531,532,98.9,+1.8,+1.5,+.012,+0.8,+1.4,+.010,+.016,+1.5,-1.7,+.126,+5.9
104,D. Carroll | E. Davis | J. Dudley | S. Napier,BRK,2018-19,14,101.0,192,194,91.8,+3.0,+6.6,+.001,+1.1,+0.3,+.032,+.003,-1.3,-2.3,+.022,+5.8
105,T. Craig | N. Jokić | P. Millsap | J. Murray,DEN,2018-19,33,422.7,840,840,95.4,+4.6,+7.0,+.015,-2.3,-4.4,-.021,-0.002,-1.2,-2.0,+.012,+5.8
106,L. Dončić | D. Jordan | M. Kleber | W. Matthews,DAL,2018-19,19,142.1,283,276,94.4,-2.1,-6.6,+.009,+3.3,+10.6,-.011,+.031,+6.7,+11.9,-.094,+5.8
107,G. Antetokounmpo | E. Bledsoe | B. Lopez | K. Middleton,MIL,2018-19,66,993.3,2162,2130,103.7,+1.4,-5.0,+.041,-2.1,-0.2,-.059,+.034,+5.0,+5.7,+.034,+5.7
0,A. Drummond | L. Galloway | B. Griffin | I. Smith,DET,2018-19,43,194.2,397,385,96.6,+1.9,+8.8,-.029,+4.0,+6.5,+.053,-0.013,-2.2,-0.9,-.055,+5.7
1,A. Davis | J. Holiday | D. Miller | E. Moore,NOP,2018-19,33,166.8,345,340,98.6,+2.4,-2.2,+.036,+1.9,+0.7,+.054,+.048,-0.9,+0.1,-.033,+5.7
2,Z. Collins | D. Lillard | C. McCollum | E. Turner,POR,2018-19,43,145.7,293,300,97.7,+1.3,+3.2,-.001,+0.3,+3.2,-.023,-0.002,+2.8,-0.8,+.136,+5.7
3,R. Covington | T. Gibson | J. Teague | A. Wiggins,MIN,2018-19,13,238.8,476,482,96.3,+1.1,+0.5,+.010,-0.1,-9.6,+.115,+.009,+3.5,+5.3,-.026,+5.7
4,J. Crowder | R. Gobert | D. Mitchell | R. O'Neale,UTA,2018-19,61,434.9,917,921,101.4,+0.4,-1.0,+.010,+2.7,+11.1,-.044,+.026,+2.2,+3.3,-.013,+5.6
5,K. Love | C. Osman | C. Sexton | A. Žižić,CLE,2018-19,13,171.7,357,357,99.8,-3.9,-8.7,+.002,+3.6,+1.4,+.088,+.030,+9.8,+9.5,+.116,+5.6
6,S. Adams | T. Ferguson | J. Grant | R. Westbrook,OKC,2018-19,63,1144.8,2460,2455,103.0,+3.1,+6.1,+.003,-0.3,-2.4,+.021,-0.003,-0.4,+1.4,-.067,+5.6
