,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Season,pid
11928,,,NBA,,53,514,9.1,.485,.569,.142,1.7,12.0,6.9,9.0,1.6,0.9,7.5,18.8,,-0.1,0.5,0.5,.043,,-3.6,-0.5,-4.1,-0.3,Career,1629035
11929,21,ATL,NBA,SG,61,902,13.0,.576,.469,.238,2.2,9.6,6.0,9.8,0.7,0.8,11.0,18.7,,1.1,0.6,1.7,.091,,0.4,-1.2,-0.8,0.3,2012-13,203098
11930,22,ATL,NBA,SG,13,158,4.7,.457,.429,.095,2.2,13.8,8.1,10.4,0.3,0.5,20.1,15.8,,-0.2,0.1,-0.1,-0.043,,-4.7,-1.6,-6.3,-0.2,2013-14,203098
11931,23,ATL,NBA,SG,24,297,15.9,.629,.525,.192,0.8,13.8,7.5,7.0,1.7,0.0,6.9,17.8,,0.6,0.3,0.9,.147,,0.8,-0.5,0.3,0.2,2014-15,203098
11932,24,TOT,NBA,SG,43,480,10.0,.522,.319,.150,1.8,11.3,6.5,11.7,0.8,0.2,13.7,18.1,,0.0,0.2,0.2,.022,,-1.9,-1.0,-2.9,-0.1,2015-16,203098
11933,24,DAL,NBA,SG,21,193,7.2,.466,.271,.129,2.3,10.2,6.3,7.6,0.8,0.0,12.9,20.1,,-0.2,0.1,-0.1,-0.033,,-4.3,-1.3,-5.7,-0.2,2015-16,203098
11934,24,PHO,NBA,SG,22,287,11.9,.564,.356,.167,1.5,12.0,6.6,14.4,0.8,0.3,14.2,16.7,,0.3,0.1,0.4,.059,,-0.3,-0.7,-1.1,0.1,2015-16,203098
11935,25,PHO,NBA,SG,4,13,17.3,.595,.400,.400,0.0,8.6,4.2,11.5,0.0,0.0,0.0,18.9,,0.0,0.0,0.0,.167,,4.3,-2.1,2.2,0.0,2016-17,203098
11936,27,TOT,NBA,SG,26,333,9.7,.536,.552,.171,1.8,10.0,5.8,9.9,0.0,0.5,7.4,15.7,,0.2,0.0,0.2,.031,,-1.0,-2.4,-3.4,-0.1,2018-19,203098
11937,27,WAS,NBA,SG,4,14,20.5,1.500,1.000,.000,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,,0.1,0.0,0.1,.202,,7.6,-1.0,6.6,0.0,2018-19,203098
11938,27,NYK,NBA,SG,22,319,9.3,.518,.544,.175,1.9,10.1,5.9,9.9,0.0,0.5,7.5,16.1,,0.2,0.0,0.2,.024,,-1.4,-2.5,-3.9,-0.2,2018-19,203098
11939,,,NBA,,171,2183,11.7,.559,.452,.194,1.9,10.9,6.4,9.9,0.7,0.5,11.0,17.8,,1.8,1.2,3.0,.065,,-0.6,-1.3,-1.9,0.1,Career,203098
11940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203098
11941,,ATL,NBA,,98,1357,12.7,.577,.478,.214,1.9,11.0,6.5,9.3,0.9,0.6,11.0,18.2,,1.5,1.0,2.5,.088,,-0.1,-1.1,-1.2,0.3,3 seasons,203098
11942,,PHO,NBA,,26,300,12.1,.566,.358,.179,1.4,11.9,6.5,14.3,0.8,0.3,13.5,16.8,,0.3,0.1,0.4,.063,,-0.1,-0.8,-0.9,0.1,2 seasons,203098
11943,,NYK,NBA,,22,319,9.3,.518,.544,.175,1.9,10.1,5.9,9.9,0.0,0.5,7.5,16.1,,0.2,0.0,0.2,.024,,-1.4,-2.5,-3.9,-0.2,1 season,203098
11944,,DAL,NBA,,21,193,7.2,.466,.271,.129,2.3,10.2,6.3,7.6,0.8,0.0,12.9,20.1,,-0.2,0.1,-0.1,-0.033,,-4.3,-1.3,-5.7,-0.2,1 season,203098
11945,,WAS,NBA,,4,14,20.5,1.500,1.000,.000,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,,0.1,0.0,0.1,.202,,7.6,-1.0,6.6,0.0,1 season,203098
11946,25,BRK,NBA,SF,78,1854,11.6,.562,.444,.184,3.0,9.8,6.4,5.8,0.9,0.4,11.1,17.2,,1.7,0.7,2.4,.062,,-0.3,-1.4,-1.7,0.1,2014-15,202711
11947,26,BRK,NBA,SF,79,2115,10.7,.550,.451,.176,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,,0.9,0.0,0.9,.021,,-1.0,-2.6,-3.5,-0.8,2015-16,202711
11948,27,TOT,NBA,SF,81,2083,13.5,.585,.464,.288,1.9,12.3,7.2,8.7,0.8,0.3,12.1,22.4,,2.0,0.9,2.9,.067,,-0.1,-2.1,-2.2,-0.1,2016-17,202711
11949,27,BRK,NBA,SF,55,1482,13.0,.572,.453,.273,1.7,12.3,7.0,10.1,0.8,0.2,12.0,22.5,,1.0,0.6,1.6,.052,,-0.5,-2.1,-2.6,-0.2,2016-17,202711
11950,27,WAS,NBA,SF,26,601,14.7,.617,.491,.325,2.6,12.3,7.5,5.2,0.8,0.6,12.4,22.2,,0.9,0.3,1.3,.103,,0.8,-2.0,-1.2,0.1,2016-17,202711
11951,28,IND,NBA,SF,80,2464,13.9,.605,.453,.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,,3.8,1.6,5.4,.105,,0.5,-1.2,-0.7,0.8,2017-18,202711
11952,29,IND,NBA,SF,81,2573,16.1,.613,.367,.290,1.5,12.7,7.2,9.5,1.3,0.0,10.2,22.4,,3.9,2.8,6.8,.126,,1.3,-0.6,0.7,1.7,2018-19,202711
11953,30,UTA,NBA,SF,63,2083,15.6,.603,.489,.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,,2.6,1.6,4.2,.096,,1.6,-1.5,0.1,1.1,2019-20,202711
11954,31,UTA,NBA,SF,43,1299,12.3,.572,.556,.277,1.9,11.2,6.7,9.1,0.8,0.1,10.3,20.7,,1.4,1.2,2.7,.098,,-0.4,-1.1,-1.5,0.1,2020-21,202711
11955,,,NBA,,505,14471,13.6,.589,.453,.255,1.9,11.5,6.8,8.2,0.9,0.2,11.4,21.0,,16.3,8.9,25.2,.084,,0.3,-1.5,-1.2,3.0,Career,202711
11956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202711
11957,,BRK,NBA,,212,5451,11.7,.560,.450,.209,2.2,11.3,6.7,7.6,0.8,0.2,11.9,19.5,,3.6,1.3,5.0,.044,,-0.6,-2.0,-2.6,-0.9,3 seasons,202711
11958,,IND,NBA,,161,5037,15.0,.610,.406,.268,1.4,11.8,6.7,8.3,1.2,0.2,10.1,20.7,,7.7,4.5,12.2,.116,,0.9,-0.9,0.0,2.5,2 seasons,202711
11959,,UTA,NBA,,106,3382,14.3,.592,.512,.289,2.0,11.2,6.8,9.6,0.8,0.2,12.1,23.7,,4.0,2.8,6.8,.097,,0.8,-1.3,-0.5,1.3,2 seasons,202711
11960,,WAS,NBA,,26,601,14.7,.617,.491,.325,2.6,12.3,7.5,5.2,0.8,0.6,12.4,22.2,,0.9,0.3,1.3,.103,,0.8,-2.0,-1.2,0.1,1 season,202711
11961,25,HOU,NBA,SG,13,145,-0.9,.384,.793,.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,,-0.2,0.1,-0.2,-0.060,,-8.9,-2.1,-11.0,-0.3,2019-20,1626187
11962,,,NBA,,13,145,-0.9,.384,.793,.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,,-0.2,0.1,-0.2,-0.060,,-8.9,-2.1,-11.0,-0.3,Career,1626187
11963,20,BOS,NBA,PF,45,892,13.5,.534,.022,.280,12.6,22.1,17.5,6.2,1.3,1.9,10.3,14.9,,1.3,1.4,2.7,.146,,-2.3,0.4,-1.9,0.0,2012-13,203096
11964,21,BOS,NBA,PF,74,2041,16.4,.497,.231,.226,13.0,20.6,16.7,10.1,0.9,1.8,10.7,24.1,,1.9,2.0,3.9,.091,,0.1,-1.5,-1.4,0.3,2013-14,203096
11965,22,BOS,NBA,PF,58,1566,17.9,.503,.260,.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,,1.9,2.1,4.0,.123,,1.3,-0.2,1.1,1.2,2014-15,203096
11966,23,BOS,NBA,PF,81,1915,16.7,.476,.128,.200,10.6,27.0,18.7,15.5,1.9,1.9,10.4,21.8,,1.3,3.6,4.8,.121,,0.0,0.7,0.6,1.3,2015-16,203096
11967,24,TOR,NBA,PF,11,118,6.0,.366,.383,.170,9.6,16.3,12.9,3.7,1.7,0.7,7.3,20.7,,-0.2,0.1,-0.1,-0.031,,-5.1,-2.2,-7.2,-0.2,2016-17,203096
11968,,,NBA,,269,6532,16.2,.493,.193,.210,11.5,22.7,17.0,12.0,1.4,1.9,10.2,22.0,,6.2,9.2,15.3,.113,,-0.1,-0.3,-0.4,2.7,Career,203096
11969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203096
11970,,BOS,NBA,,258,6414,16.4,.495,.190,.211,11.5,22.8,17.1,12.2,1.4,1.9,10.2,22.0,,6.4,9.0,15.4,.115,,0.0,-0.3,-0.3,2.8,4 seasons,203096
11971,,TOR,NBA,,11,118,6.0,.366,.383,.170,9.6,16.3,12.9,3.7,1.7,0.7,7.3,20.7,,-0.2,0.1,-0.1,-0.031,,-5.1,-2.2,-7.2,-0.2,1 season,203096
11972,21,UTA,NBA,C,45,434,12.9,.507,.000,.878,13.1,28.5,20.6,2.4,1.0,7.4,23.8,14.2,,-0.2,0.6,0.4,.045,,-3.6,0.9,-2.7,-0.1,2013-14,203497
11973,22,UTA,NBA,C,82,2158,21.6,.627,.005,.639,14.3,27.2,20.7,8.2,1.6,7.0,16.9,14.0,,5.0,4.3,9.3,.206,,1.7,2.5,4.2,3.4,2014-15,203497
11974,23,UTA,NBA,C,61,1932,17.5,.582,.000,.799,12.6,27.7,20.2,7.4,1.2,5.9,19.2,14.2,,2.6,3.8,6.4,.160,,0.0,2.2,2.2,2.0,2015-16,203497
11975,24,UTA,NBA,C,81,2744,23.3,.681,.002,.762,13.6,29.5,21.8,5.7,0.9,6.4,15.0,16.7,,8.3,6.0,14.3,.250,,2.2,2.2,4.4,4.4,2016-17,203497
11976,25,UTA,NBA,C,56,1816,20.7,.657,.000,.673,10.4,27.0,18.8,6.9,1.2,6.0,15.7,16.9,,4.2,3.9,8.1,.214,,0.9,2.5,3.4,2.5,2017-18,203497
11977,26,UTA,NBA,C,81,2577,24.6,.682,.000,.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,,8.7,5.7,14.4,.268,,3.0,2.5,5.4,4.8,2018-19,203497
11978,27,UTA,NBA,C,68,2333,21.7,.699,.000,.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,,6.5,4.2,10.7,.221,,1.7,1.9,3.6,3.3,2019-20,203497
11979,28,UTA,NBA,C,43,1328,23.2,.656,.006,.682,12.2,32.9,23.0,6.0,0.8,7.6,13.4,17.6,,3.4,3.0,6.4,.232,,1.6,2.3,3.9,2.0,2020-21,203497
11980,,,NBA,,517,15322,21.7,.658,.001,.722,12.6,29.3,21.1,7.1,1.2,6.2,15.3,16.1,,38.6,31.4,70.0,.219,,1.5,2.2,3.8,22.3,Career,203497
11981,26,SAS,NBA,SG,80,1685,13.1,.578,.487,.165,1.5,11.8,6.8,9.1,0.8,0.2,10.3,20.6,,2.1,1.4,3.5,.099,,0.5,-0.8,-0.3,0.7,2010-11,202390
11982,27,SAS,NBA,SG,56,1206,14.2,.542,.407,.132,1.2,9.9,5.6,15.1,1.2,0.1,10.5,21.7,,1.6,0.9,2.5,.101,,0.7,-0.8,-0.1,0.6,2011-12,202390
11983,28,SAS,NBA,SG,68,1484,11.5,.512,.420,.124,1.1,9.6,5.6,13.5,1.0,0.1,9.9,21.7,,0.4,1.5,1.9,.060,,-1.2,-0.9,-2.0,0.0,2012-13,202390
11984,29,TOT,NBA,SG,52,1114,12.5,.530,.382,.223,1.0,8.3,4.6,13.0,0.8,0.0,11.0,23.8,,0.6,0.3,1.0,.041,,-0.7,-2.3,-3.0,-0.3,2013-14,202390
11985,29,MIL,NBA,SG,30,607,11.2,.500,.401,.195,1.5,8.2,4.7,13.4,0.6,0.0,11.5,25.3,,0.0,-0.1,-0.2,-0.012,,-0.6,-3.6,-4.2,-0.3,2013-14,202390
11986,29,CHA,NBA,SG,22,507,14.0,.571,.356,.263,0.4,8.5,4.5,12.6,1.1,0.0,10.4,22.0,,0.6,0.5,1.1,.105,,-0.9,-0.7,-1.6,0.0,2013-14,202390
11987,30,TOT,NBA,SG,54,1193,11.1,.483,.326,.268,1.3,11.0,6.0,14.5,1.0,0.1,10.4,23.8,,-0.2,0.8,0.6,.023,,-2.1,-1.3,-3.4,-0.5,2014-15,202390
11988,30,CHO,NBA,SG,43,931,9.9,.466,.334,.256,1.6,9.7,5.6,14.9,0.9,0.1,11.0,24.4,,-0.6,0.7,0.1,.006,,-2.7,-1.5,-4.3,-0.6,2014-15,202390
11989,30,MIN,NBA,SG,11,262,15.1,.544,.295,.314,0.0,15.8,7.6,13.1,1.4,0.0,7.7,21.8,,0.4,0.0,0.4,.080,,0.2,-0.7,-0.5,0.1,2014-15,202390
11990,31,WAS,NBA,SG,40,807,13.5,.558,.308,.169,1.5,10.2,5.8,9.2,1.2,0.1,7.7,20.5,,0.9,0.5,1.4,.085,,-0.1,-1.3,-1.5,0.1,2015-16,202390
11991,32,ATL,NBA,SG,2,18,-4.3,.228,.286,.571,0.0,6.0,3.1,7.1,0.0,0.0,0.0,21.2,,-0.1,0.0,-0.1,-0.189,,-10.6,-5.4,-15.9,-0.1,2016-17,202390
11992,,,NBA,,352,7507,12.6,.532,.398,.179,1.2,10.2,5.8,12.4,1.0,0.1,10.1,22.0,,5.4,5.4,10.7,.069,,-0.5,-1.2,-1.7,0.6,Career,202390
11993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202390
11994,,SAS,NBA,,204,4375,12.9,.545,.441,.141,1.3,10.5,6.0,12.3,1.0,0.1,10.2,21.3,,4.1,3.8,7.9,.086,,0.0,-0.8,-0.8,1.3,3 seasons,202390
11995,,"CHA,CHO",NBA,,65,1438,11.4,.501,.341,.258,1.2,9.3,5.2,14.1,1.0,0.1,10.8,23.5,,0.0,1.2,1.2,.041,,-2.1,-1.2,-3.3,-0.5,2 seasons,202390
11996,,WAS,NBA,,40,807,13.5,.558,.308,.169,1.5,10.2,5.8,9.2,1.2,0.1,7.7,20.5,,0.9,0.5,1.4,.085,,-0.1,-1.3,-1.5,0.1,1 season,202390
11997,,MIL,NBA,,30,607,11.2,.500,.401,.195,1.5,8.2,4.7,13.4,0.6,0.0,11.5,25.3,,0.0,-0.1,-0.2,-0.012,,-0.6,-3.6,-4.2,-0.3,1 season,202390
11998,,MIN,NBA,,11,262,15.1,.544,.295,.314,0.0,15.8,7.6,13.1,1.4,0.0,7.7,21.8,,0.4,0.0,0.4,.080,,0.2,-0.7,-0.5,0.1,1 season,202390
11999,,ATL,NBA,,2,18,-4.3,.228,.286,.571,0.0,6.0,3.1,7.1,0.0,0.0,0.0,21.2,,-0.1,0.0,-0.1,-0.189,,-10.6,-5.4,-15.9,-0.1,1 season,202390
12000,21,TOT,NBA,PG,80,2216,13.6,.516,.434,.355,3.0,7.1,5.0,22.6,2.5,0.1,16.7,20.4,,2.1,0.9,3.0,.065,,0.2,-1.4,-1.2,0.5,1997-98,1497
12001,21,BOS,NBA,PG,51,1296,15.4,.530,.416,.396,3.3,7.3,5.1,26.7,3.1,0.1,18.1,21.7,,1.6,1.0,2.6,.096,,1.2,-0.4,0.8,0.9,1997-98,1497
12002,21,TOR,NBA,PG,29,920,11.1,.493,.461,.292,2.6,7.0,4.7,16.7,1.7,0.1,14.4,18.5,,0.6,-0.2,0.4,.020,,-1.2,-2.8,-4.0,-0.4,1997-98,1497
12003,22,DEN,NBA,SG,45,1488,15.1,.547,.475,.347,1.8,5.8,3.7,20.4,2.1,0.7,14.7,20.3,,2.8,-0.5,2.3,.075,,1.1,-1.6,-0.6,0.5,1998-99,1497
12004,23,DEN,NBA,SG,13,305,10.5,.465,.406,.436,2.8,9.4,6.1,19.4,1.7,0.4,16.6,20.6,,0.0,0.2,0.1,.023,,-2.3,-0.4,-2.6,0.0,1999-00,1497
12005,24,MIN,NBA,SG,77,1790,14.1,.538,.330,.291,2.0,8.1,5.0,22.2,1.5,0.4,14.4,19.5,,2.7,0.9,3.7,.098,,0.4,-0.9,-0.5,0.7,2000-01,1497
12006,25,MIN,NBA,PG,82,2355,17.6,.555,.383,.284,1.7,9.2,5.5,29.2,1.5,0.5,13.0,20.4,,6.1,1.5,7.6,.156,,3.1,-0.6,2.5,2.7,2001-02,1497
12007,26,DET,NBA,PG,74,2327,20.4,.582,.437,.416,1.9,12.2,7.0,23.7,1.5,0.5,11.5,24.1,,7.0,2.9,9.9,.204,,4.3,0.3,4.6,3.8,2002-03,1497
12008,27,DET,NBA,PG,78,2758,18.6,.550,.336,.462,1.5,10.0,5.8,29.3,1.7,0.2,13.6,23.5,,7.1,4.2,11.3,.198,,3.1,0.5,3.6,3.9,2003-04,1497
12009,28,DET,NBA,PG,80,2866,19.0,.609,.424,.418,2.0,9.0,5.5,28.2,1.6,0.2,14.3,20.7,,8.6,3.5,12.1,.202,,3.6,0.7,4.2,4.5,2004-05,1497
12010,29,DET,NBA,PG,81,2925,23.4,.602,.420,.514,1.6,8.7,5.1,39.3,1.3,0.2,12.0,22.9,,12.7,2.8,15.5,.254,,6.2,0.1,6.2,6.1,2005-06,1497
12011,30,DET,NBA,PG,70,2533,21.3,.591,.388,.536,1.1,10.0,5.6,32.9,1.8,0.5,12.2,21.5,,8.7,2.7,11.4,.216,,4.2,0.5,4.7,4.3,2006-07,1497
12012,31,DET,NBA,PG,78,2522,23.6,.619,.390,.498,2.0,8.1,5.0,34.7,2.2,0.5,13.0,23.0,,10.2,3.4,13.5,.257,,6.5,1.2,7.7,6.2,2007-08,1497
12013,32,TOT,NBA,PG,79,2789,18.8,.592,.405,.467,1.4,8.4,5.0,28.9,1.7,0.5,13.0,21.7,,7.9,2.2,10.1,.174,,3.8,-0.5,3.4,3.8,2008-09,1497
12014,32,DET,NBA,PG,2,70,17.5,.492,.333,.476,1.7,15.5,8.5,33.0,2.4,1.1,13.6,20.0,,0.1,0.1,0.2,.124,,0.4,0.5,1.0,0.1,2008-09,1497
12015,32,DEN,NBA,PG,77,2719,18.8,.595,.407,.467,1.4,8.2,4.9,28.8,1.7,0.5,13.0,21.8,,7.8,2.1,9.9,.176,,3.9,-0.5,3.4,3.7,2008-09,1497
12016,33,DEN,NBA,PG,73,2490,20.2,.601,.423,.532,1.2,9.3,5.3,26.1,1.7,0.3,13.0,24.3,,7.7,1.7,9.5,.182,,4.5,-0.8,3.7,3.6,2009-10,1497
12017,34,TOT,NBA,PG,72,2310,18.7,.617,.457,.528,1.3,8.1,4.7,25.8,1.5,0.5,15.3,22.3,,6.6,1.4,8.0,.166,,3.7,-1.2,2.6,2.7,2010-11,1497
12018,34,DEN,NBA,PG,51,1646,18.6,.634,.444,.535,0.9,7.7,4.4,25.1,1.6,0.6,16.3,21.4,,4.7,1.1,5.8,.171,,3.8,-0.9,2.9,2.1,2010-11,1497
12019,34,NYK,NBA,PG,21,664,19.1,.582,.484,.512,2.2,9.0,5.6,27.4,1.4,0.2,13.2,24.3,,1.9,0.2,2.1,.155,,3.4,-1.8,1.6,0.6,2010-11,1497
12020,35,LAC,NBA,SG,20,607,16.1,.554,.548,.417,0.8,9.1,4.9,21.0,0.8,0.4,12.3,23.4,,1.5,0.2,1.7,.135,,2.9,-2.0,0.9,0.4,2011-12,1497
12021,36,LAC,NBA,SG,22,418,15.0,.601,.682,.364,0.6,8.4,4.6,17.4,1.5,0.2,14.5,19.6,,1.0,0.3,1.3,.146,,1.6,-1.1,0.5,0.3,2012-13,1497
12022,37,DET,NBA,SG,19,309,5.3,.427,.608,.152,1.3,8.9,4.9,18.7,1.3,0.3,22.9,15.1,,-0.3,0.1,-0.3,-0.042,,-4.2,-1.6,-5.8,-0.3,2013-14,1497
12023,,,NBA,,1043,33008,18.8,.580,.414,.441,1.7,8.9,5.3,28.1,1.7,0.4,13.6,21.9,,92.4,28.3,120.8,.176,,3.5,-0.3,3.2,43.5,Career,1497
12024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497
12025,,DET,NBA,,482,16310,20.7,.589,.401,.469,1.7,9.6,5.6,31.3,1.7,0.4,12.9,22.4,,54.0,19.6,73.6,.217,,4.5,0.5,5.0,28.6,8 seasons,1497
12026,,DEN,NBA,,259,8648,18.2,.592,.429,.479,1.3,8.1,4.7,25.6,1.7,0.5,14.0,22.2,,23.0,4.7,27.7,.154,,3.3,-0.8,2.5,9.9,5 seasons,1497
12027,,MIN,NBA,,159,4145,16.1,.548,.361,.287,1.9,8.8,5.3,26.2,1.5,0.5,13.6,20.0,,8.9,2.4,11.3,.131,,1.9,-0.7,1.2,3.3,2 seasons,1497
12028,,BOS,NBA,,51,1296,15.4,.530,.416,.396,3.3,7.3,5.1,26.7,3.1,0.1,18.1,21.7,,1.6,1.0,2.6,.096,,1.2,-0.4,0.8,0.9,1 season,1497
12029,,LAC,NBA,,42,1025,15.6,.571,.597,.397,0.7,8.8,4.8,19.5,1.1,0.3,13.1,21.8,,2.5,0.5,3.0,.139,,2.4,-1.6,0.7,0.7,2 seasons,1497
12030,,TOR,NBA,,29,920,11.1,.493,.461,.292,2.6,7.0,4.7,16.7,1.7,0.1,14.4,18.5,,0.6,-0.2,0.4,.020,,-1.2,-2.8,-4.0,-0.4,1 season,1497
12031,,NYK,NBA,,21,664,19.1,.582,.484,.512,2.2,9.0,5.6,27.4,1.4,0.2,13.2,24.3,,1.9,0.2,2.1,.155,,3.4,-1.8,1.6,0.6,1 season,1497
12032,25,HOU,NBA,SF,43,1212,13.6,.591,.297,.244,6.7,13.6,10.0,10.0,1.9,1.6,11.5,15.0,,1.5,1.3,2.7,.108,,-1.8,0.5,-1.3,0.2,2020-21,1630256
12033,,,NBA,,43,1212,13.6,.591,.297,.244,6.7,13.6,10.0,10.0,1.9,1.6,11.5,15.0,,1.5,1.3,2.7,.108,,-1.8,0.5,-1.3,0.2,Career,1630256
12034,22,PHO,NBA,PG,55,728,9.8,.487,.241,.290,5.5,10.8,8.3,20.8,2.0,0.3,22.4,19.7,,-0.3,0.4,0.1,.005,,-3.0,-1.2,-4.3,-0.4,2008-09,201609
12035,23,PHO,NBA,PG,80,1442,14.8,.566,.383,.324,3.2,9.8,6.7,24.1,1.7,0.4,18.3,21.1,,2.0,0.8,2.8,.094,,0.8,-0.7,0.1,0.8,2009-10,201609
12036,24,TOT,NBA,PG,70,1234,13.2,.524,.351,.302,3.3,9.9,6.6,25.6,2.1,0.6,19.0,22.4,,0.2,0.8,1.0,.040,,-0.9,-0.5,-1.3,0.2,2010-11,201609
12037,24,PHO,NBA,PG,48,856,11.2,.492,.320,.307,3.2,8.4,5.8,26.8,2.1,0.5,21.1,24.0,,-0.7,0.5,-0.2,-0.012,,-2.3,-1.2,-3.5,-0.3,2010-11,201609
12038,24,HOU,NBA,PG,22,378,17.7,.604,.432,.288,3.6,13.2,8.4,22.7,1.9,0.7,13.0,18.9,,0.9,0.3,1.2,.157,,2.5,1.2,3.7,0.5,2010-11,201609
12039,25,HOU,NBA,PG,66,1752,18.0,.567,.337,.317,3.5,7.7,5.6,32.5,2.5,0.4,18.7,21.8,,3.6,1.5,5.1,.139,,1.9,0.0,1.9,1.7,2011-12,201609
12040,26,PHO,NBA,PG,77,2581,17.5,.540,.305,.360,2.6,8.0,5.2,35.7,2.5,0.8,16.8,21.7,,4.1,1.6,5.7,.106,,1.7,-0.3,1.4,2.2,2012-13,201609
12041,27,PHO,NBA,SG,76,2668,21.4,.604,.274,.381,2.9,7.4,5.2,28.1,2.0,0.6,14.3,24.5,,8.4,2.0,10.3,.186,,4.1,-0.2,3.9,4.0,2013-14,201609
12042,28,TOT,NBA,"PG,SG",78,2640,17.4,.577,.258,.234,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,,5.4,1.4,6.8,.123,,1.6,-0.8,0.8,1.8,2014-15,201609
12043,28,PHO,NBA,SG,52,1735,16.7,.573,.274,.191,3.2,8.5,5.8,20.2,1.4,0.4,13.4,21.5,,3.1,0.9,4.0,.111,,1.1,-1.0,0.1,0.9,2014-15,201609
12044,28,MIA,NBA,PG,26,905,18.8,.586,.226,.322,4.1,7.7,5.9,27.8,1.6,0.6,13.8,22.2,,2.3,0.5,2.8,.146,,2.5,-0.4,2.1,0.9,2014-15,201609
12045,29,MIA,NBA,PG,72,2363,15.5,.537,.234,.189,2.7,10.4,6.6,28.7,1.5,0.6,16.3,21.9,,2.4,2.3,4.7,.096,,0.1,-0.5,-0.4,1.0,2015-16,201609
12046,30,MIA,NBA,PG,73,2459,19.8,.575,.257,.335,2.8,9.9,6.3,29.0,1.8,0.4,14.1,27.1,,5.0,2.6,7.5,.147,,2.7,-0.1,2.6,2.9,2016-17,201609
12047,31,MIA,NBA,PG,75,2378,16.6,.543,.279,.252,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,,2.9,2.3,5.3,.106,,0.9,-0.6,0.3,1.4,2017-18,201609
12048,32,MIA,NBA,PG,36,991,13.9,.517,.379,.233,2.1,9.8,6.0,27.3,1.5,0.5,12.9,23.7,,0.6,1.0,1.6,.079,,-0.5,-0.6,-1.1,0.2,2018-19,201609
12049,33,MIA,NBA,PG,59,1663,16.3,.573,.467,.340,2.0,10.2,6.3,29.2,1.2,0.6,14.8,25.9,,2.2,1.3,3.5,.102,,1.4,-1.6,-0.1,0.8,2019-20,201609
12050,34,MIA,NBA,PG,28,757,13.1,.556,.410,.244,1.4,11.7,6.7,29.6,1.1,0.8,17.7,25.0,,0.0,0.8,0.8,.050,,-1.3,-1.7,-3.1,-0.2,2020-21,201609
12051,,,NBA,,845,23656,16.9,.559,.307,.297,2.9,9.4,6.2,28.0,1.8,0.5,15.5,23.4,,36.6,18.7,55.4,.112,,1.3,-0.6,0.7,16.3,Career,201609
12052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201609
12053,,PHO,NBA,,388,10010,16.9,.561,.298,.322,3.1,8.4,5.8,27.5,2.0,0.6,16.5,22.4,,16.6,6.2,22.8,.109,,1.4,-0.6,0.8,7.1,6 seasons,201609
12054,,MIA,NBA,,369,11516,16.7,.555,.308,.275,2.6,10.4,6.5,28.0,1.5,0.5,14.3,24.7,,15.5,10.7,26.3,.109,,1.1,-0.7,0.4,7.0,7 seasons,201609
12055,,HOU,NBA,,88,2130,17.9,.573,.353,.312,3.5,8.7,6.1,30.8,2.4,0.5,17.8,21.3,,4.5,1.8,6.3,.142,,2.0,0.2,2.2,2.2,2 seasons,201609
12056,20,ATL,NBA,PG,49,641,5.8,.442,.223,.229,0.9,9.9,5.4,22.0,1.3,0.0,22.8,19.0,,-1.1,0.4,-0.7,-0.054,,-5.7,-1.6,-7.3,-0.9,2013-14,203471
12057,21,ATL,NBA,PG,77,1516,15.7,.516,.223,.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27.0,,1.1,1.4,2.5,.080,,-0.1,-1.2,-1.3,0.2,2014-15,203471
12058,22,ATL,NBA,PG,80,1621,15.5,.510,.306,.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,,-0.2,2.3,2.2,.064,,-0.3,-0.4,-0.8,0.5,2015-16,203471
12059,23,ATL,NBA,PG,79,2485,16.1,.533,.242,.210,1.9,9.0,5.5,35.5,1.5,0.6,16.3,27.8,,1.2,2.5,3.7,.071,,1.1,-1.0,0.0,1.3,2016-17,203471
