,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Season,pid
130,,UTA,NBA,,67,1097,7.7,.440,.368,.375,3.6,15.9,9.8,10.7,3.0,1.4,19.1,16.7,,-1.1,1.6,0.5,.022,,-5.3,2.1,-3.2,-0.3,2 seasons,202407
131,,PHO,NBA,,2,23,-3.4,.190,.286,.286,13.8,14.6,14.2,5.6,0.0,0.0,20.2,18.0,,-0.1,0.0,-0.1,-0.233,,-12.0,-7.0,-19.0,-0.1,1 season,202407
132,23,CLE,NBA,PG,82,2093,17.9,.517,.065,.387,4.5,10.5,7.5,38.7,2.0,0.6,15.8,21.8,,3.5,1.8,5.3,.122,,1.9,0.0,1.9,2.1,1999-00,1889
133,24,CLE,NBA,PG,82,2848,20.1,.541,.064,.450,3.8,10.8,7.3,40.5,2.2,0.7,18.1,23.2,,6.1,1.9,8.0,.136,,3.0,-0.2,2.8,3.4,2000-01,1889
134,25,CLE,NBA,PG,81,3023,21.8,.538,.083,.428,4.2,10.4,7.4,49.8,2.2,0.8,16.5,22.6,,8.7,1.5,10.3,.163,,4.3,-0.3,3.9,4.5,2001-02,1889
135,26,LAC,NBA,PG,80,2913,15.2,.495,.116,.421,3.3,9.0,6.1,31.3,1.8,0.3,15.8,20.3,,3.6,1.0,4.6,.076,,0.2,-1.3,-1.1,0.6,2002-03,1889
136,27,DEN,NBA,PG,82,2838,18.8,.541,.069,.437,5.0,9.7,7.3,29.1,2.6,0.6,16.1,20.7,,6.1,2.6,8.8,.148,,2.1,0.4,2.5,3.3,2003-04,1889
137,28,DEN,NBA,PG,82,2852,16.5,.541,.044,.337,4.1,9.6,6.8,32.2,2.2,0.2,17.6,19.5,,4.1,2.9,7.0,.119,,0.8,0.1,0.8,2.0,2004-05,1889
138,29,DEN,NBA,PG,82,2937,16.4,.532,.031,.486,3.7,10.2,7.0,36.2,1.8,0.5,19.5,20.0,,3.6,2.6,6.2,.101,,0.6,-0.4,0.2,1.7,2005-06,1889
139,30,TOT,NBA,PG,80,2966,16.1,.520,.039,.311,3.9,10.1,7.0,34.3,1.9,0.3,17.7,19.2,,3.5,2.4,5.9,.095,,0.5,-0.3,0.2,1.7,2006-07,1889
140,30,DEN,NBA,PG,23,822,16.6,.526,.065,.343,3.5,10.7,7.1,38.7,2.2,0.3,19.7,18.5,,1.1,0.8,1.9,.113,,0.7,0.0,0.7,0.6,2006-07,1889
141,30,PHI,NBA,PG,57,2144,15.9,.518,.029,.300,4.0,9.8,6.9,32.7,1.8,0.2,16.9,19.4,,2.3,1.6,3.9,.088,,0.5,-0.4,0.1,1.1,2006-07,1889
142,31,PHI,NBA,PG,82,3016,18.4,.537,.029,.288,3.7,9.1,6.4,32.0,1.8,0.2,13.7,22.6,,5.7,2.6,8.3,.131,,2.1,-0.3,1.8,2.9,2007-08,1889
143,32,PHI,NBA,PG,82,2976,18.6,.548,.051,.393,4.9,9.9,7.4,30.2,2.0,0.4,14.0,21.8,,6.2,2.5,8.8,.141,,2.4,0.0,2.4,3.3,2008-09,1889
144,33,POR,NBA,PG,82,2500,18.1,.530,.088,.432,4.0,9.2,6.6,30.3,2.0,0.3,13.8,23.8,,4.6,2.4,7.0,.134,,1.8,0.0,1.8,2.4,2009-10,1889
145,34,POR,NBA,PG,81,2650,17.8,.529,.044,.346,4.3,9.9,7.0,35.7,2.3,0.4,16.8,20.6,,4.6,2.4,7.0,.127,,1.5,0.1,1.6,2.4,2010-11,1889
146,35,DEN,NBA,SG,66,1809,14.8,.510,.150,.306,3.5,10.5,7.1,36.5,1.8,0.4,22.0,19.8,,1.9,1.0,2.9,.078,,0.5,-0.9,-0.3,0.7,2011-12,1889
147,36,DEN,NBA,PG,82,2151,15.7,.548,.101,.307,3.2,9.1,6.2,32.2,1.7,0.4,19.3,17.9,,3.9,1.5,5.4,.120,,1.1,-0.2,0.9,1.6,2012-13,1889
148,37,TOT,NBA,SG,58,982,13.9,.534,.091,.333,3.1,11.7,7.4,29.2,1.7,0.7,18.7,14.5,,1.4,0.8,2.2,.108,,-0.3,1.1,0.8,0.7,2013-14,1889
149,37,DEN,NBA,SG,30,570,13.4,.534,.125,.326,3.0,10.8,6.9,25.8,1.3,0.9,16.7,14.7,,0.8,0.3,1.1,.091,,0.1,0.7,0.8,0.4,2013-14,1889
150,37,WAS,NBA,SG,28,412,14.6,.534,.034,.345,3.3,12.9,8.0,33.9,2.4,0.4,21.8,14.1,,0.6,0.5,1.1,.132,,-0.9,1.7,0.8,0.3,2013-14,1889
151,38,TOT,NBA,PG,81,1253,13.3,.548,.117,.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,,1.4,0.8,2.2,.084,,-1.1,-1.0,-2.1,0.0,2014-15,1889
152,38,WAS,NBA,PG,51,631,14.3,.575,.056,.275,3.8,9.8,6.9,34.1,1.1,0.3,22.4,14.8,,1.0,0.6,1.6,.124,,-0.6,0.0,-0.5,0.2,2014-15,1889
153,38,SAC,NBA,PG,30,622,12.3,.522,.176,.257,3.0,10.6,6.9,34.9,1.5,0.5,26.0,15.8,,0.3,0.2,0.6,.043,,-1.6,-2.0,-3.6,-0.3,2014-15,1889
154,39,TOT,NBA,PG,39,461,13.4,.600,.075,.302,3.1,9.5,6.4,28.3,1.8,0.0,23.6,15.4,,0.6,0.4,1.0,.100,,-1.4,-0.5,-1.9,0.0,2015-16,1889
155,39,MIN,NBA,PG,26,280,13.7,.663,.069,.328,2.5,7.4,5.0,31.9,1.6,0.0,27.4,14.6,,0.5,0.1,0.5,.088,,-0.8,-1.3,-2.2,0.0,2015-16,1889
156,39,SAS,NBA,PG,13,181,12.9,.521,.083,.271,3.9,12.8,8.5,22.6,2.0,0.0,18.3,16.6,,0.1,0.3,0.4,.118,,-2.2,0.9,-1.3,0.0,2015-16,1889
157,,,NBA,,1304,40268,17.4,.532,.068,.380,4.0,9.9,6.9,34.7,2.0,0.4,16.9,20.6,,69.5,31.2,100.8,.120,,1.5,-0.2,1.3,33.3,Career,1889
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889
159,,DEN,NBA,,447,13979,16.5,.535,.073,.381,3.9,9.9,6.9,33.1,2.0,0.4,18.6,19.4,,21.6,11.8,33.3,.114,,1.0,-0.1,0.9,10.2,7 seasons,1889
160,,CLE,NBA,,245,7964,20.2,.534,.071,.425,4.2,10.6,7.4,43.6,2.2,0.7,16.9,22.6,,18.4,5.3,23.7,.143,,3.2,-0.2,3.0,10.0,3 seasons,1889
161,,PHI,NBA,,221,8136,17.9,.536,.037,.329,4.2,9.6,6.9,31.5,1.9,0.3,14.5,21.4,,14.2,6.7,20.9,.124,,1.8,-0.2,1.6,7.3,3 seasons,1889
162,,POR,NBA,,163,5150,18.0,.530,.067,.390,4.1,9.6,6.8,33.1,2.2,0.3,15.3,22.2,,9.2,4.8,14.0,.130,,1.7,0.1,1.7,4.8,2 seasons,1889
163,,LAC,NBA,,80,2913,15.2,.495,.116,.421,3.3,9.0,6.1,31.3,1.8,0.3,15.8,20.3,,3.6,1.0,4.6,.076,,0.2,-1.3,-1.1,0.6,1 season,1889
164,,WAS,NBA,,79,1043,14.4,.559,.048,.301,3.6,11.0,7.3,34.0,1.6,0.3,22.2,14.5,,1.7,1.1,2.8,.127,,-0.7,0.7,0.0,0.5,2 seasons,1889
165,,SAC,NBA,,30,622,12.3,.522,.176,.257,3.0,10.6,6.9,34.9,1.5,0.5,26.0,15.8,,0.3,0.2,0.6,.043,,-1.6,-2.0,-3.6,-0.3,1 season,1889
166,,MIN,NBA,,26,280,13.7,.663,.069,.328,2.5,7.4,5.0,31.9,1.6,0.0,27.4,14.6,,0.5,0.1,0.5,.088,,-0.8,-1.3,-2.2,0.0,1 season,1889
167,,SAS,NBA,,13,181,12.9,.521,.083,.271,3.9,12.8,8.5,22.6,2.0,0.0,18.3,16.6,,0.1,0.3,0.4,.118,,-2.2,0.9,-1.3,0.0,1 season,1889
168,21,NJN,NBA,SF,79,1917,13.4,.524,.095,.448,4.9,12.2,8.6,11.7,1.7,1.8,13.1,19.1,,1.8,2.9,4.7,.117,,-1.3,0.9,-0.4,0.8,2001-02,2210
169,22,NJN,NBA,SF,80,2879,16.6,.563,.026,.479,6.0,14.4,10.2,12.1,1.5,1.1,12.4,19.7,,5.4,4.4,9.9,.164,,0.9,0.6,1.5,2.5,2002-03,2210
170,23,NJN,NBA,SF,82,3133,18.1,.573,.118,.420,4.1,13.3,8.7,18.7,1.6,0.7,13.0,22.8,,6.5,4.4,11.0,.168,,1.9,0.4,2.3,3.4,2003-04,2210
171,24,NJN,NBA,SF,33,1355,16.6,.537,.158,.477,4.3,17.2,10.7,19.0,1.3,1.0,16.2,28.2,,0.6,1.8,2.4,.086,,1.6,-0.1,1.5,1.2,2004-05,2210
172,25,NJN,NBA,SF,78,3059,18.9,.603,.187,.577,3.6,17.1,10.2,18.0,1.0,0.5,12.1,22.1,,7.6,4.1,11.7,.184,,2.6,0.5,3.1,3.9,2005-06,2210
173,26,NJN,NBA,SF,55,1956,13.8,.555,.218,.490,2.9,11.5,7.2,13.1,0.9,0.3,12.9,22.1,,2.0,1.4,3.4,.082,,-0.3,-1.1,-1.4,0.3,2006-07,2210
174,27,NJN,NBA,SF,82,3200,17.4,.571,.160,.511,3.4,9.0,6.2,15.0,1.2,0.5,10.9,26.1,,6.1,1.5,7.6,.114,,1.6,-1.3,0.3,1.8,2007-08,2210
175,28,MIL,NBA,SF,82,2939,15.4,.554,.239,.424,2.2,13.3,7.5,11.7,1.2,0.4,10.2,24.6,,4.2,2.4,6.6,.109,,1.0,-0.8,0.2,1.6,2008-09,2210
176,29,SAS,NBA,SF,81,2520,13.1,.551,.241,.370,2.7,13.6,8.3,9.6,0.9,1.1,10.4,18.3,,3.0,3.0,6.0,.113,,-0.5,0.3,-0.2,1.2,2009-10,2210
177,30,SAS,NBA,SF,81,2459,12.4,.612,.478,.304,2.6,11.8,7.3,6.5,0.8,1.0,11.3,15.4,,3.7,2.1,5.9,.115,,0.5,-0.2,0.3,1.4,2010-11,2210
178,31,TOT,NBA,SF,63,1748,11.1,.550,.551,.174,1.7,12.4,7.2,7.3,1.1,0.8,8.7,15.1,,1.9,1.2,3.1,.085,,-0.2,-0.3,-0.5,0.6,2011-12,2210
179,31,SAS,NBA,SF,41,1168,10.9,.556,.596,.157,1.8,12.0,7.0,6.7,1.1,0.7,8.6,14.6,,1.4,1.0,2.4,.100,,0.0,0.2,0.2,0.6,2011-12,2210
180,31,GSW,NBA,SF,22,580,11.6,.540,.467,.207,1.6,13.3,7.4,8.6,1.1,0.9,8.9,16.1,,0.6,0.1,0.7,.056,,-0.6,-1.5,-2.0,0.0,2011-12,2210
181,32,GSW,NBA,SF,56,568,10.3,.552,.331,.390,1.0,14.9,8.1,8.0,1.3,1.0,12.6,14.4,,0.4,0.6,1.0,.081,,-1.8,0.6,-1.3,0.1,2012-13,2210
182,33,UTA,NBA,SF,82,2213,11.8,.573,.460,.248,0.9,10.8,5.7,9.6,1.3,0.5,11.5,16.9,,2.3,0.4,2.7,.058,,-0.6,-0.9,-1.4,0.3,2013-14,2210
183,34,DAL,NBA,SF,74,1244,11.3,.577,.478,.352,2.2,14.0,8.1,7.0,1.3,0.7,12.2,15.3,,1.4,0.9,2.3,.088,,-0.8,0.0,-0.8,0.4,2014-15,2210
184,35,CLE,NBA,SF,74,1326,9.7,.585,.554,.279,1.3,9.6,5.5,6.4,1.3,0.9,10.9,13.4,,1.4,1.3,2.7,.099,,-1.6,0.5,-1.2,0.3,2015-16,2210
185,36,CLE,NBA,SF,79,1614,8.3,.574,.542,.315,2.0,11.6,6.9,6.6,0.8,0.5,11.8,12.2,,1.3,0.8,2.1,.063,,-2.5,-0.6,-3.1,-0.4,2016-17,2210
186,37,DEN,NBA,SF,20,163,6.4,.499,.259,.259,1.4,10.3,5.9,12.0,0.6,0.5,14.3,9.4,,0.1,0.0,0.1,.029,,-3.5,-0.8,-4.3,-0.1,2017-18,2210
187,,,NBA,,1181,34293,14.4,.567,.249,.418,3.1,12.9,8.0,12.0,1.2,0.8,11.9,19.9,,49.7,33.3,83.0,.116,,0.4,-0.1,0.2,19.4,Career,2210
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210
189,,NJN,NBA,,489,17499,16.8,.566,.137,.489,4.2,13.4,8.7,15.4,1.3,0.8,12.6,22.7,,30.0,20.6,50.6,.139,,1.2,0.0,1.1,13.9,7 seasons,2210
190,,SAS,NBA,,203,6147,12.4,.575,.394,.306,2.5,12.6,7.7,7.8,0.9,1.0,10.5,16.4,,8.1,6.2,14.3,.111,,0.0,0.1,0.1,3.3,3 seasons,2210
191,,CLE,NBA,,153,2940,8.9,.579,.548,.298,1.7,10.7,6.3,6.5,1.0,0.7,11.4,12.8,,2.7,2.1,4.8,.079,,-2.1,-0.1,-2.2,-0.1,2 seasons,2210
192,,MIL,NBA,,82,2939,15.4,.554,.239,.424,2.2,13.3,7.5,11.7,1.2,0.4,10.2,24.6,,4.2,2.4,6.6,.109,,1.0,-0.8,0.2,1.6,1 season,2210
193,,UTA,NBA,,82,2213,11.8,.573,.460,.248,0.9,10.8,5.7,9.6,1.3,0.5,11.5,16.9,,2.3,0.4,2.7,.058,,-0.6,-0.9,-1.4,0.3,1 season,2210
194,,GSW,NBA,,78,1148,11.0,.546,.407,.289,1.3,14.0,7.8,8.3,1.2,0.9,10.7,15.2,,1.0,0.7,1.6,.068,,-1.2,-0.5,-1.7,0.1,2 seasons,2210
195,,DAL,NBA,,74,1244,11.3,.577,.478,.352,2.2,14.0,8.1,7.0,1.3,0.7,12.2,15.3,,1.4,0.9,2.3,.088,,-0.8,0.0,-0.8,0.4,1 season,2210
196,,DEN,NBA,,20,163,6.4,.499,.259,.259,1.4,10.3,5.9,12.0,0.6,0.5,14.3,9.4,,0.1,0.0,0.1,.029,,-3.5,-0.8,-4.3,-0.1,1 season,2210
197,22,CHO,NBA,SF,16,293,10.7,.574,.343,.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,,0.2,0.2,0.5,.078,,-3.4,0.1,-3.3,-0.1,2019-20,1629667
198,23,CHO,NBA,SF,21,234,7.1,.528,.373,.280,3.7,18.4,10.9,6.1,0.4,2.2,16.8,18.4,,-0.2,0.2,0.0,-0.006,,-4.8,-2.1,-7.0,-0.3,2020-21,1629667
199,,,NBA,,37,527,9.1,.550,.359,.262,4.6,18.9,11.6,6.5,0.9,1.5,14.8,15.6,,0.0,0.4,0.4,.041,,-4.0,-0.9,-4.9,-0.4,Career,1629667
200,21,MEM,NBA,PF,82,3007,19.5,.566,.005,.448,8.8,18.2,13.5,13.8,0.7,3.9,15.0,22.6,,4.8,2.8,7.6,.121,,1.5,0.2,1.7,2.8,2001-02,2200
201,22,MEM,NBA,PF,82,2948,20.7,.570,.009,.506,7.4,19.9,13.7,13.6,0.6,3.4,13.5,24.1,,6.5,2.0,8.5,.138,,2.1,-0.3,1.8,2.8,2002-03,2200
202,23,MEM,NBA,PF,78,2458,21.7,.542,.014,.487,9.4,18.3,13.8,14.9,0.9,3.9,12.8,26.8,,5.3,2.8,8.1,.159,,2.9,0.1,2.9,3.0,2003-04,2200
203,24,MEM,NBA,PF,56,1790,22.5,.582,.009,.528,8.7,18.7,13.7,14.7,1.1,4.1,13.8,26.2,,4.1,2.8,6.8,.184,,2.9,1.1,4.0,2.7,2004-05,2200
204,25,MEM,NBA,PF,80,3135,22.7,.555,.010,.517,7.5,20.0,13.8,23.7,0.8,3.9,13.8,26.4,,6.6,5.4,12.0,.184,,3.9,1.7,5.5,6.0,2005-06,2200
205,26,MEM,NBA,C,59,2133,24.1,.593,.013,.466,8.3,24.2,16.3,17.7,0.7,4.5,13.5,25.3,,5.4,1.5,6.9,.155,,3.7,-0.1,3.6,3.0,2006-07,2200
206,27,TOT,NBA,C,66,2351,21.6,.594,.018,.407,7.4,18.7,13.1,15.2,0.6,3.0,10.6,22.1,,6.4,2.1,8.4,.172,,3.3,0.1,3.4,3.2,2007-08,2200
207,27,MEM,NBA,C,39,1433,20.1,.566,.027,.386,7.3,19.6,13.4,14.0,0.6,2.8,10.9,22.7,,3.0,0.9,3.9,.129,,2.4,-0.3,2.1,1.5,2007-08,2200
208,27,LAL,NBA,C,27,918,24.0,.639,.003,.441,7.7,17.4,12.8,17.0,0.8,3.3,10.0,21.2,,3.4,1.2,4.6,.239,,4.7,0.8,5.5,1.7,2007-08,2200
209,28,LAL,NBA,C,81,2999,22.2,.617,.002,.420,10.0,19.3,14.7,14.8,0.9,2.1,11.3,20.4,,9.8,4.2,13.9,.223,,4.0,0.5,4.5,5.0,2008-09,2200
210,29,LAL,NBA,C,65,2403,22.9,.593,.006,.429,11.4,22.7,17.1,15.0,0.8,3.5,12.5,21.4,,6.8,4.2,11.0,.220,,3.7,1.3,4.9,4.2,2009-10,2200
211,30,LAL,NBA,C,82,3037,23.3,.589,.003,.384,10.3,20.5,15.6,15.1,0.8,3.3,9.8,21.8,,10.0,4.7,14.7,.232,,3.9,0.9,4.8,5.2,2010-11,2200
212,31,LAL,NBA,PF,65,2430,20.4,.547,.029,.285,8.8,21.8,15.6,17.2,0.8,2.6,12.1,22.1,,5.2,3.1,8.3,.165,,2.6,0.8,3.4,3.3,2011-12,2200
213,32,LAL,NBA,PF,49,1655,16.7,.512,.048,.307,7.6,20.1,14.0,19.9,0.7,2.7,13.7,20.5,,2.0,1.7,3.7,.107,,1.1,0.9,2.0,1.7,2012-13,2200
214,33,LAL,NBA,C,60,1884,19.3,.522,.016,.287,7.0,25.9,16.4,18.7,0.7,3.5,12.4,26.4,,1.3,1.7,3.0,.076,,1.0,0.2,1.2,1.5,2013-14,2200
215,34,CHI,NBA,PF,78,2681,22.7,.550,.023,.317,9.2,27.6,18.6,14.4,0.5,4.0,10.7,24.7,,6.0,4.4,10.4,.187,,2.9,0.6,3.5,3.7,2014-15,2200
216,35,CHI,NBA,C,72,2291,21.7,.529,.069,.290,7.3,28.7,18.2,21.7,0.9,4.7,12.8,24.6,,3.2,3.9,7.1,.149,,2.7,2.3,4.9,4.0,2015-16,2200
217,36,SAS,NBA,C,64,1627,20.2,.578,.172,.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,,3.3,3.1,6.4,.190,,2.6,1.5,4.0,2.5,2016-17,2200
218,37,SAS,NBA,C,77,1812,18.9,.539,.191,.333,7.8,30.2,19.0,20.1,0.7,3.6,13.1,20.4,,2.7,3.3,6.0,.159,,1.5,1.9,3.4,2.5,2017-18,2200
219,38,TOT,NBA,C,30,360,16.7,.529,.138,.426,6.7,34.2,20.6,19.1,0.7,3.5,12.5,15.6,,0.5,0.5,1.1,.142,,1.0,2.1,3.1,0.5,2018-19,2200
220,38,SAS,NBA,C,27,330,18.0,.544,.114,.432,7.3,34.4,21.0,20.2,0.7,3.6,11.8,15.8,,0.6,0.5,1.1,.160,,1.6,2.3,3.9,0.5,2018-19,2200
221,38,MIL,NBA,C,3,30,1.7,.291,.500,.333,0.0,31.9,16.9,7.7,0.0,2.8,22.5,12.4,,-0.1,0.1,0.0,-0.063,,-5.3,0.6,-4.7,0.0,2018-19,2200
222,,,NBA,,1226,41001,21.4,.565,.031,.401,8.6,22.2,15.5,16.7,0.8,3.5,12.5,23.3,,89.9,54.1,144.1,.169,,2.8,0.8,3.6,57.5,Career,2200
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200
224,,MEM,NBA,,476,16904,21.6,.566,.011,.482,8.2,19.8,14.0,16.4,0.8,3.8,13.5,24.9,,35.7,18.2,53.8,.153,,2.7,0.4,3.1,21.8,7 seasons,2200
225,,LAL,NBA,,429,15326,21.4,.574,.014,.362,9.3,21.2,15.4,16.5,0.8,2.9,11.6,21.9,,38.5,20.7,59.2,.185,,3.1,0.8,3.8,22.6,7 seasons,2200
226,,SAS,NBA,,168,3769,19.4,.557,.177,.327,7.7,29.1,18.5,17.8,0.7,3.6,11.9,20.4,,6.7,6.9,13.5,.172,,2.0,1.7,3.7,5.4,3 seasons,2200
227,,CHI,NBA,,150,4972,22.2,.540,.044,.305,8.3,28.1,18.4,17.8,0.7,4.3,11.7,24.7,,9.2,8.3,17.5,.169,,2.8,1.4,4.2,7.7,2 seasons,2200
228,,MIL,NBA,,3,30,1.7,.291,.500,.333,0.0,31.9,16.9,7.7,0.0,2.8,22.5,12.4,,-0.1,0.1,0.0,-0.063,,-5.3,0.6,-4.7,0.0,1 season,2200
229,21,SAC,NBA,PG,45,455,8.7,.464,.214,.470,7.1,7.1,7.1,6.8,1.8,0.5,14.5,16.1,,-0.1,0.2,0.1,.016,,-3.1,-1.1,-4.2,-0.2,2004-05,2755
230,22,SAC,NBA,SG,72,1913,14.8,.604,.328,.407,3.6,12.3,8.0,8.3,1.5,0.3,11.2,17.4,,3.6,1.9,5.5,.137,,0.4,0.0,0.4,1.2,2005-06,2755
231,23,SAC,NBA,SG,80,2818,20.1,.614,.312,.534,2.8,11.6,7.1,10.9,1.8,0.3,9.3,23.2,,8.3,1.9,10.2,.173,,3.2,-0.5,2.8,3.4,2006-07,2755
232,24,SAC,NBA,SG,61,2216,21.0,.618,.291,.632,2.6,11.8,7.3,10.1,1.4,0.2,10.1,26.2,,7.4,1.1,8.4,.183,,3.8,-1.4,2.4,2.4,2007-08,2755
233,25,SAC,NBA,SG,51,1947,19.2,.601,.342,.650,1.7,9.3,5.5,12.3,1.6,0.3,12.3,27.4,,4.7,0.1,4.7,.117,,3.0,-2.4,0.5,1.3,2008-09,2755
234,26,TOT,NBA,SG,46,1633,17.0,.561,.303,.491,2.0,9.7,5.8,11.2,1.4,0.3,9.8,25.3,,3.2,1.0,4.2,.123,,1.0,-1.4,-0.4,0.6,2009-10,2755
235,26,SAC,NBA,SG,22,774,17.0,.535,.324,.457,2.9,11.1,7.0,11.9,1.5,0.4,7.9,25.3,,1.5,0.4,1.9,.116,,1.8,-1.0,0.8,0.5,2009-10,2755
236,26,HOU,NBA,SG,24,859,17.1,.586,.282,.523,1.2,8.4,4.7,10.5,1.4,0.2,11.6,25.4,,1.8,0.5,2.3,.129,,0.3,-1.8,-1.5,0.1,2009-10,2755
237,27,HOU,NBA,SG,80,2603,21.4,.601,.362,.528,1.2,10.0,5.6,13.0,1.6,0.4,10.5,29.6,,8.0,1.5,9.5,.175,,4.3,-1.0,3.4,3.5,2010-11,2755
238,28,HOU,NBA,SG,40,1264,16.5,.554,.419,.333,1.2,8.6,4.9,14.5,1.2,0.2,10.2,24.7,,2.7,0.6,3.3,.125,,2.3,-1.1,1.3,1.0,2011-12,2755
239,29,OKC,NBA,SG,77,2136,16.0,.608,.477,.316,1.8,7.4,4.8,7.9,1.7,0.3,10.2,21.0,,5.0,2.0,7.0,.157,,1.7,-0.7,1.0,1.6,2012-13,2755
240,30,MIN,NBA,SG,68,2177,16.3,.553,.290,.332,1.7,8.7,5.1,9.2,1.5,0.2,8.3,25.0,,3.8,1.5,5.3,.117,,1.1,-0.8,0.3,1.3,2013-14,2755
241,31,MIN,NBA,SG,39,1302,16.7,.549,.306,.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,,2.0,-0.1,1.9,.069,,1.7,-2.4,-0.7,0.4,2014-15,2755
242,32,TOT,NBA,SG,55,1095,11.5,.520,.325,.411,1.5,10.0,5.8,8.2,1.2,0.2,9.8,22.6,,0.7,0.5,1.2,.054,,-1.6,-1.6,-3.2,-0.4,2015-16,2755
243,32,MIN,NBA,SG,39,834,11.9,.523,.308,.425,1.4,9.8,5.6,8.8,1.0,0.1,9.4,23.5,,0.7,0.1,0.8,.045,,-1.2,-2.0,-3.2,-0.3,2015-16,2755
244,32,SAS,NBA,SG,16,261,10.1,.504,.388,.353,1.8,10.6,6.3,6.4,1.8,0.6,11.7,19.5,,0.0,0.4,0.4,.082,,-3.1,-0.4,-3.4,-0.1,2015-16,2755
245,,,NBA,,714,21559,17.7,.585,.338,.465,2.1,10.0,6.1,10.6,1.5,0.3,10.2,24.4,,49.3,12.0,61.3,.137,,2.1,-1.1,1.0,16.1,Career,2755
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2755
247,,SAC,NBA,,331,10123,18.4,.599,.314,.555,2.9,11.1,7.0,10.4,1.6,0.3,10.5,23.4,,25.4,5.5,30.8,.146,,2.4,-1.0,1.3,8.5,6 seasons,2755
248,,MIN,NBA,,146,4313,15.5,.547,.298,.341,1.6,9.6,5.5,10.1,1.3,0.1,8.9,25.2,,6.5,1.5,8.0,.088,,0.9,-1.5,-0.7,1.4,3 seasons,2755
249,,HOU,NBA,,144,4726,19.3,.587,.363,.479,1.2,9.4,5.2,13.0,1.4,0.3,10.6,27.5,,12.4,2.7,15.1,.153,,3.1,-1.1,1.9,4.6,3 seasons,2755
250,,OKC,NBA,,77,2136,16.0,.608,.477,.316,1.8,7.4,4.8,7.9,1.7,0.3,10.2,21.0,,5.0,2.0,7.0,.157,,1.7,-0.7,1.0,1.6,1 season,2755
251,,SAS,NBA,,16,261,10.1,.504,.388,.353,1.8,10.6,6.3,6.4,1.8,0.6,11.7,19.5,,0.0,0.4,0.4,.082,,-3.1,-0.4,-3.4,-0.1,1 season,2755
252,21,CHI,NBA,C,43,609,16.2,.686,.000,.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,,1.1,0.8,1.9,.146,,-2.8,1.5,-1.3,0.1,2019-20,1629655
253,22,CHI,NBA,PF,31,383,18.7,.700,.000,.471,13.0,16.7,14.9,6.2,1.4,7.6,17.3,14.2,,0.8,0.6,1.5,.183,,-0.9,1.4,0.5,0.2,2020-21,1629655
254,,,NBA,,74,992,17.2,.691,.000,.457,10.5,12.8,11.6,5.6,1.2,8.3,16.1,13.6,,1.9,1.4,3.3,.160,,-2.1,1.5,-0.6,0.3,Career,1629655
255,21,WAS,NBA,PG,64,779,11.9,.468,.191,.268,1.7,11.7,6.7,26.0,1.9,0.2,16.3,16.9,,0.2,0.5,0.7,.042,,-2.0,-0.7,-2.6,-0.1,2011-12,202714
256,22,TOT,NBA,"PG,SG",31,416,11.3,.537,.389,.127,0.8,10.0,5.4,26.3,1.9,0.0,20.4,18.5,,0.1,0.4,0.5,.056,,-2.6,-0.1,-2.7,-0.1,2012-13,202714
257,22,WAS,NBA,PG,7,141,10.4,.453,.325,.050,2.3,10.3,6.3,26.3,2.2,0.0,16.4,15.8,,0.0,0.2,0.2,.052,,-2.9,1.2,-1.7,0.0,2012-13,202714
258,22,PHI,NBA,SG,4,7,-6.4,.500,.500,.000,0.0,0.0,0.0,22.6,0.0,0.0,50.0,26.3,,-0.1,0.0,-0.1,-0.348,,-13.8,-4.1,-17.9,0.0,2012-13,202714
259,22,ATL,NBA,PG,20,268,12.3,.577,.417,.167,0.0,10.1,5.1,26.3,1.7,0.0,21.0,19.7,,0.1,0.2,0.4,.068,,-2.2,-0.6,-2.8,-0.1,2012-13,202714
260,23,ATL,NBA,PG,73,1490,13.2,.510,.367,.148,1.6,10.7,6.2,28.8,1.7,0.1,14.3,19.0,,1.2,1.2,2.3,.074,,-0.6,-0.5,-1.1,0.3,2013-14,202714
261,24,ATL,NBA,PG,55,833,13.2,.489,.435,.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,,0.5,0.8,1.3,.075,,-0.7,-1.0,-1.7,0.1,2014-15,202714
262,25,TOT,NBA,PG,52,1058,13.6,.507,.301,.147,1.4,12.5,7.0,30.6,1.7,0.2,17.7,23.3,,0.2,1.2,1.3,.061,,-1.2,-0.4,-1.6,0.1,2015-16,202714
