"namePlayerBREF","slugPlayerBREF","isActive","yearsPlayer","countSeasons","slugSeasonRookie","slugSeasonLast","urlPlayerBioBREF"
"Paul Hogue","hoguedu01",FALSE,"1963-1964",2,"1962-63","1963-64","https://www.basketball-reference.com/players/h/hoguedu01.html"
"Paul Huston","hustopa01",FALSE,"1948",1,"1947-48","1947-48","https://www.basketball-reference.com/players/h/hustopa01.html"
"Paul Long","longpa01",FALSE,"1968-1971",4,"1967-68","1970-71","https://www.basketball-reference.com/players/l/longpa01.html"
"Paul McCracken","mccrapa01",FALSE,"1973-1977",5,"1972-73","1976-77","https://www.basketball-reference.com/players/m/mccrapa01.html"
"Paul McPherson","mcphepa01",FALSE,"2001",1,"2000-01","2000-01","https://www.basketball-reference.com/players/m/mcphepa01.html"
"Paul Millsap","millspa01",TRUE,"2007-2021",15,"2006-07","2020-21","https://www.basketball-reference.com/players/m/millspa01.html"
"Paul Mokeski","mokespa01",FALSE,"1980-1991",12,"1979-80","1990-91","https://www.basketball-reference.com/players/m/mokespa01.html"
"Paul Napolitano","napolpa01",FALSE,"1949",1,"1948-49","1948-49","https://www.basketball-reference.com/players/n/napolpa01.html"
"Paul Neumann","neumapa01",FALSE,"1962-1967",6,"1961-62","1966-67","https://www.basketball-reference.com/players/n/neumapa01.html"
"Paul Noel","noelpa01",FALSE,"1948-1952",5,"1947-48","1951-52","https://www.basketball-reference.com/players/n/noelpa01.html"
"Paul Nolen","nolenpa01",FALSE,"1954",1,"1953-54","1953-54","https://www.basketball-reference.com/players/n/nolenpa01.html"
"Paul Pierce","piercpa01",FALSE,"1999-2017",19,"1998-99","2016-17","https://www.basketball-reference.com/players/p/piercpa01.html"
"Paul Pressey","presspa01",FALSE,"1983-1993",11,"1982-83","1992-93","https://www.basketball-reference.com/players/p/presspa01.html"
"Paul Reed","reedpa01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/r/reedpa01.html"
"Paul Ruffner","ruffnpa01",FALSE,"1971-1976",6,"1970-71","1975-76","https://www.basketball-reference.com/players/r/ruffnpa01.html"
"Paul Scranton","scranpa01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/s/scranpa01.html"
"Paul Seymour","seymopa01",FALSE,"1948-1960",13,"1947-48","1959-60","https://www.basketball-reference.com/players/s/seymopa01.html"
"Paul Shirley","shirlpa01",FALSE,"2003-2005",3,"2002-03","2004-05","https://www.basketball-reference.com/players/s/shirlpa01.html"
"Paul Silas","silaspa01",FALSE,"1965-1980",16,"1964-65","1979-80","https://www.basketball-reference.com/players/s/silaspa01.html"
"Paul Stovall","stovapa01",FALSE,"1973-1974",2,"1972-73","1973-74","https://www.basketball-reference.com/players/s/stovapa01.html"
"Paul Thompson","thomppa01",FALSE,"1984-1986",3,"1983-84","1985-86","https://www.basketball-reference.com/players/t/thomppa01.html"
"Paul Walther","walthpa01",FALSE,"1950-1955",6,"1949-50","1954-55","https://www.basketball-reference.com/players/w/walthpa01.html"
"Paul Watson","watsopa01",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/w/watsopa01.html"
"Paul Westphal","westppa01",FALSE,"1973-1984",12,"1972-73","1983-84","https://www.basketball-reference.com/players/w/westppa01.html"
"Paul Zipser","zipsepa01",FALSE,"2017-2018",2,"2016-17","2017-18","https://www.basketball-reference.com/players/z/zipsepa01.html"
"Paulão Prestes","prestpa01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/p/prestpa01.html"
"Pavel Podkolzin","podkopa01",FALSE,"2005-2006",2,"2004-05","2005-06","https://www.basketball-reference.com/players/p/podkopa01.html"
"Payton Pritchard","pritcpa01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/p/pritcpa01.html"
"Pearl Washington","washipe01",FALSE,"1987-1989",3,"1986-87","1988-89","https://www.basketball-reference.com/players/w/washipe01.html"
"Peja Stojaković","stojape01",FALSE,"1999-2011",13,"1998-99","2010-11","https://www.basketball-reference.com/players/s/stojape01.html"
"Penny Early","earlype01",FALSE,"1969",1,"1968-69","1968-69","https://www.basketball-reference.com/players/e/earlype01.html"
"Pep Saul","saulpe01",FALSE,"1950-1955",6,"1949-50","1954-55","https://www.basketball-reference.com/players/s/saulpe01.html"
"Pepe Sánchez","sanchpe01",FALSE,"2001-2003",3,"2000-01","2002-03","https://www.basketball-reference.com/players/s/sanchpe01.html"
"Pero Antić","anticpe01",FALSE,"2014-2015",2,"2013-14","2014-15","https://www.basketball-reference.com/players/a/anticpe01.html"
"Perrion Callandret","callape01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/c/callape01.html"
"Perry Ellis","ellispe02",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/e/ellispe02.html"
"Perry Jones","jonespe01",FALSE,"2013-2015",3,"2012-13","2014-15","https://www.basketball-reference.com/players/j/jonespe01.html"
"Perry Moss","mosspe01",FALSE,"1986-1987",2,"1985-86","1986-87","https://www.basketball-reference.com/players/m/mosspe01.html"
"Perry Warbington","warbipe01",FALSE,"1975",1,"1974-75","1974-75","https://www.basketball-reference.com/players/w/warbipe01.html"
"Perry Young","youngpe01",FALSE,"1987",1,"1986-87","1986-87","https://www.basketball-reference.com/players/y/youngpe01.html"
"Pervis Ellison","ellispe01",FALSE,"1990-2001",12,"1989-90","2000-01","https://www.basketball-reference.com/players/e/ellispe01.html"
"Pete Brennan","brennpe01",FALSE,"1959",1,"1958-59","1958-59","https://www.basketball-reference.com/players/b/brennpe01.html"
"Pete Chilcutt","chilcpe01",FALSE,"1992-2000",9,"1991-92","1999-00","https://www.basketball-reference.com/players/c/chilcpe01.html"
"Pete Cross","crosspe01",FALSE,"1971-1973",3,"1970-71","1972-73","https://www.basketball-reference.com/players/c/crosspe01.html"
"Pete Darcey","darcepe01",FALSE,"1953",1,"1952-53","1952-53","https://www.basketball-reference.com/players/d/darcepe01.html"
"Pete Lalich","lalicpe01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/l/lalicpe01.html"
"Pete Maravich","maravpe01",FALSE,"1971-1980",10,"1970-71","1979-80","https://www.basketball-reference.com/players/m/maravpe01.html"
"Pete Myers","myerspe01",FALSE,"1987-1998",12,"1986-87","1997-98","https://www.basketball-reference.com/players/m/myerspe01.html"
"Pete Smith","smithpe01",FALSE,"1973",1,"1972-73","1972-73","https://www.basketball-reference.com/players/s/smithpe01.html"
"Pete Verhoeven","verhope01",FALSE,"1982-1987",6,"1981-82","1986-87","https://www.basketball-reference.com/players/v/verhope01.html"
"Pete Williams","willipe01",FALSE,"1986-1987",2,"1985-86","1986-87","https://www.basketball-reference.com/players/w/willipe01.html"
"Peter Aluma","alumape01",FALSE,"1999",1,"1998-99","1998-99","https://www.basketball-reference.com/players/a/alumape01.html"
"Peter John Ramos","ramospe01",FALSE,"2005",1,"2004-05","2004-05","https://www.basketball-reference.com/players/r/ramospe01.html"
"Peter Jok","jokpe01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/j/jokpe01.html"
"Peter Thibeaux","thibepe01",FALSE,"1985-1986",2,"1984-85","1985-86","https://www.basketball-reference.com/players/t/thibepe01.html"
"Petey Rosenberg","rosenpe01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/r/rosenpe01.html"
"Petr Cornelie","cornepe01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/c/cornepe01.html"
"Petteri Koponen","koponpe01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/k/koponpe01.html"
"Pétur Guðmundsson","gudmupe01",FALSE,"1982-1989",8,"1981-82","1988-89","https://www.basketball-reference.com/players/g/gudmupe01.html"
"Peyton Siva","sivape01",FALSE,"2014",1,"2013-14","2013-14","https://www.basketball-reference.com/players/s/sivape01.html"
"Phil Bond","bondph01",FALSE,"1978",1,"1977-78","1977-78","https://www.basketball-reference.com/players/b/bondph01.html"
"Phil Booth","boothph01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/b/boothph01.html"
"Phil Chenier","cheniph01",FALSE,"1972-1981",10,"1971-72","1980-81","https://www.basketball-reference.com/players/c/cheniph01.html"
"Phil Farbman","farbmph01",FALSE,"1949",1,"1948-49","1948-49","https://www.basketball-reference.com/players/f/farbmph01.html"
"Phil Ford","fordph01",FALSE,"1979-1985",7,"1978-79","1984-85","https://www.basketball-reference.com/players/f/fordph01.html"
"Phil Hankinson","hankiph01",FALSE,"1974-1975",2,"1973-74","1974-75","https://www.basketball-reference.com/players/h/hankiph01.html"
"Phil Hicks","hicksph01",FALSE,"1977-1979",3,"1976-77","1978-79","https://www.basketball-reference.com/players/h/hicksph01.html"
"Phil Hubbard","hubbaph01",FALSE,"1980-1989",10,"1979-80","1988-89","https://www.basketball-reference.com/players/h/hubbaph01.html"
"Phil Jackson","jacksph01",FALSE,"1968-1980",13,"1967-68","1979-80","https://www.basketball-reference.com/players/j/jacksph01.html"
"Phil Jordon","jordoph01",FALSE,"1957-1963",7,"1956-57","1962-63","https://www.basketball-reference.com/players/j/jordoph01.html"
"Phil Lumpkin","lumpkph01",FALSE,"1975-1976",2,"1974-75","1975-76","https://www.basketball-reference.com/players/l/lumpkph01.html"
"Phil Martin","martiph01",FALSE,"1955",1,"1954-55","1954-55","https://www.basketball-reference.com/players/m/martiph01.html"
"Phil Pressey","pressph01",FALSE,"2014-2016",3,"2013-14","2015-16","https://www.basketball-reference.com/players/p/pressph01.html"
"Phil Rollins","rolliph01",FALSE,"1959-1961",3,"1958-59","1960-61","https://www.basketball-reference.com/players/r/rolliph01.html"
"Phil Sellers","selleph01",FALSE,"1977",1,"1976-77","1976-77","https://www.basketball-reference.com/players/s/selleph01.html"
"Phil Smith","smithph01",FALSE,"1975-1983",9,"1974-75","1982-83","https://www.basketball-reference.com/players/s/smithph01.html"
"Phil Walker","walkeph01",FALSE,"1978",1,"1977-78","1977-78","https://www.basketball-reference.com/players/w/walkeph01.html"
"Phil Zevenbergen","zevenph01",FALSE,"1988",1,"1987-88","1987-88","https://www.basketball-reference.com/players/z/zevenph01.html"
"Phillip Carr","carrph01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/c/carrph01.html"
"Phillip Wagner","wagneph01",FALSE,"1969",1,"1968-69","1968-69","https://www.basketball-reference.com/players/w/wagneph01.html"
"Pickles Kennedy","kennepi01",FALSE,"1961",1,"1960-61","1960-61","https://www.basketball-reference.com/players/k/kennepi01.html"
"Pierre Jackson","jackspi01",FALSE,"2017",1,"2016-17","2016-17","https://www.basketball-reference.com/players/j/jackspi01.html"
"Pierre Russell","russepi01",FALSE,"1972-1973",2,"1971-72","1972-73","https://www.basketball-reference.com/players/r/russepi01.html"
"PJ Dozier","doziepj01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/d/doziepj01.html"
"Plummer Lott","lottpl01",FALSE,"1968-1969",2,"1967-68","1968-69","https://www.basketball-reference.com/players/l/lottpl01.html"
"Pooh Richardson","richapo01",FALSE,"1990-1999",10,"1989-90","1998-99","https://www.basketball-reference.com/players/r/richapo01.html"
"Pop Goodwin","goodwpo01",FALSE,"1947-1948",2,"1946-47","1947-48","https://www.basketball-reference.com/players/g/goodwpo01.html"
"Popeye Jones","jonespo01",FALSE,"1994-2004",11,"1993-94","2003-04","https://www.basketball-reference.com/players/j/jonespo01.html"
"Pops Mensah-Bonsu","mensapo01",FALSE,"2007-2011",5,"2006-07","2010-11","https://www.basketball-reference.com/players/m/mensapo01.html"
"Porter Meriwether","meriwpo01",FALSE,"1963",1,"1962-63","1962-63","https://www.basketball-reference.com/players/m/meriwpo01.html"
"Precious Achiuwa","achiupr01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/a/achiupr01.html"
"Predrag Drobnjak","drobnpr01",FALSE,"2002-2005",4,"2001-02","2004-05","https://www.basketball-reference.com/players/d/drobnpr01.html"
"Predrag Savović","savovpr01",FALSE,"2003",1,"2002-03","2002-03","https://www.basketball-reference.com/players/s/savovpr01.html"
"Press Maravich","maravpr01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/m/maravpr01.html"
"Preston Adams","adamspr01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/a/adamspr01.html"
"Price Brookfield","brookpr01",FALSE,"1949-1950",2,"1948-49","1949-50","https://www.basketball-reference.com/players/b/brookpr01.html"
"Priest Lauderdale","laudepr01",FALSE,"1997-1998",2,"1996-97","1997-98","https://www.basketball-reference.com/players/l/laudepr01.html"
"Primož Brezec","brezepr01",FALSE,"2002-2010",9,"2001-02","2009-10","https://www.basketball-reference.com/players/b/brezepr01.html"
"Purvis Short","shortpu01",FALSE,"1979-1990",12,"1978-79","1989-90","https://www.basketball-reference.com/players/s/shortpu01.html"
"Quentin Richardson","richaqu01",FALSE,"2001-2013",13,"2000-01","2012-13","https://www.basketball-reference.com/players/r/richaqu01.html"
"Quincy Acy","acyqu01",TRUE,"2013-2019",7,"2012-13","2018-19","https://www.basketball-reference.com/players/a/acyqu01.html"
"Quincy Douby","doubyqu01",FALSE,"2007-2009",3,"2006-07","2008-09","https://www.basketball-reference.com/players/d/doubyqu01.html"
"Quincy Ford","fordqu01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/f/fordqu01.html"
"Quincy Lewis","lewisqu01",FALSE,"2000-2004",5,"1999-00","2003-04","https://www.basketball-reference.com/players/l/lewisqu01.html"
"Quincy Miller","millequ01",FALSE,"2013-2015",3,"2012-13","2014-15","https://www.basketball-reference.com/players/m/millequ01.html"
"Quincy Pondexter","pondequ01",TRUE,"2011-2019",9,"2010-11","2018-19","https://www.basketball-reference.com/players/p/pondequ01.html"
"Quinn Buckner","bucknqu01",FALSE,"1977-1986",10,"1976-77","1985-86","https://www.basketball-reference.com/players/b/bucknqu01.html"
"Quinn Cook","cookqu01",TRUE,"2017-2021",5,"2016-17","2020-21","https://www.basketball-reference.com/players/c/cookqu01.html"
"Quinndary Weatherspoon","weathqu01",TRUE,"2020",1,"2019-20","2019-20","https://www.basketball-reference.com/players/w/weathqu01.html"
"Quintin Dailey","dailequ01",FALSE,"1983-1992",10,"1982-83","1991-92","https://www.basketball-reference.com/players/d/dailequ01.html"
"Quinton Rose","rosequ01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/r/rosequ01.html"
"Quinton Ross","rossqu01",FALSE,"2005-2011",7,"2004-05","2010-11","https://www.basketball-reference.com/players/r/rossqu01.html"
"Qyntel Woods","woodsqy01",FALSE,"2003-2006",4,"2002-03","2005-06","https://www.basketball-reference.com/players/w/woodsqy01.html"
"R.B. Lynam","lynamrb01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/l/lynamrb01.html"
"R.J. Hampton","hamptrj01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/h/hamptrj01.html"
"R.J. Hunter","hunterj01",TRUE,"2016-2019",4,"2015-16","2018-19","https://www.basketball-reference.com/players/h/hunterj01.html"
"Rade Zagorac","zagorra01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/z/zagorra01.html"
"Radisav Ćurčić","curcira01",FALSE,"1993",1,"1992-93","1992-93","https://www.basketball-reference.com/players/c/curcira01.html"
"Raef LaFrentz","lafrera01",FALSE,"1999-2008",10,"1998-99","2007-08","https://www.basketball-reference.com/players/l/lafrera01.html"
"Rafael Addison","addisra01",FALSE,"1987-1997",11,"1986-87","1996-97","https://www.basketball-reference.com/players/a/addisra01.html"
"Rafael Araújo","araujra01",FALSE,"2005-2007",3,"2004-05","2006-07","https://www.basketball-reference.com/players/a/araujra01.html"
"Rafer Alston","alstora01",FALSE,"2000-2010",11,"1999-00","2009-10","https://www.basketball-reference.com/players/a/alstora01.html"
"Raja Bell","bellra01",FALSE,"2001-2012",12,"2000-01","2011-12","https://www.basketball-reference.com/players/b/bellra01.html"
"Rajon Rondo","rondora01",TRUE,"2007-2021",15,"2006-07","2020-21","https://www.basketball-reference.com/players/r/rondora01.html"
"Rakeem Christmas","chrisra01",FALSE,"2016-2017",2,"2015-16","2016-17","https://www.basketball-reference.com/players/c/chrisra01.html"
"Ralph Beard","beardra01",FALSE,"1950-1951",2,"1949-50","1950-51","https://www.basketball-reference.com/players/b/beardra01.html"
"Ralph Davis","davisra01",FALSE,"1961-1962",2,"1960-61","1961-62","https://www.basketball-reference.com/players/d/davisra01.html"
"Ralph Drollinger","drollra01",FALSE,"1981",1,"1980-81","1980-81","https://www.basketball-reference.com/players/d/drollra01.html"
"Ralph Hamilton","hamilra01",FALSE,"1949",1,"1948-49","1948-49","https://www.basketball-reference.com/players/h/hamilra01.html"
"Ralph Jackson","jacksra01",FALSE,"1985",1,"1984-85","1984-85","https://www.basketball-reference.com/players/j/jacksra01.html"
"Ralph Johnson","johnsra01",FALSE,"1950-1953",4,"1949-50","1952-53","https://www.basketball-reference.com/players/j/johnsra01.html"
"Ralph Kaplowitz","kaplora01",FALSE,"1947-1948",2,"1946-47","1947-48","https://www.basketball-reference.com/players/k/kaplora01.html"
"Ralph Lewis","lewisra01",FALSE,"1988-1990",3,"1987-88","1989-90","https://www.basketball-reference.com/players/l/lewisra01.html"
"Ralph O'Brien","obriera01",FALSE,"1952-1953",2,"1951-52","1952-53","https://www.basketball-reference.com/players/o/obriera01.html"
"Ralph Ogden","ogdenra01",FALSE,"1971",1,"1970-71","1970-71","https://www.basketball-reference.com/players/o/ogdenra01.html"
"Ralph Polson","polsora01",FALSE,"1953",1,"1952-53","1952-53","https://www.basketball-reference.com/players/p/polsora01.html"
"Ralph Sampson","sampsra01",FALSE,"1984-1992",9,"1983-84","1991-92","https://www.basketball-reference.com/players/s/sampsra01.html"
"Ralph Sampson","sampsra02",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/s/sampsra02.html"
"Ralph Siewert","siewera01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/s/siewera01.html"
"Ralph Simpson","simpsra01",FALSE,"1971-1980",10,"1970-71","1979-80","https://www.basketball-reference.com/players/s/simpsra01.html"
"Ralph Wells","wellsra01",FALSE,"1963",1,"1962-63","1962-63","https://www.basketball-reference.com/players/w/wellsra01.html"
"Ramon Galloway","gallora01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/g/gallora01.html"
"Ramón Rivas","rivasra01",FALSE,"1989",1,"1988-89","1988-89","https://www.basketball-reference.com/players/r/rivasra01.html"
"Ramon Sessions","sessira01",FALSE,"2008-2018",11,"2007-08","2017-18","https://www.basketball-reference.com/players/s/sessira01.html"
"Randell Jackson","jacksra02",FALSE,"1999-2000",2,"1998-99","1999-00","https://www.basketball-reference.com/players/j/jacksra02.html"
"Randolph Childress","childra01",FALSE,"1996-1997",2,"1995-96","1996-97","https://www.basketball-reference.com/players/c/childra01.html"
"Randolph Keys","keysra01",FALSE,"1989-1996",8,"1988-89","1995-96","https://www.basketball-reference.com/players/k/keysra01.html"
"Randolph Mahaffey","mahafra01",FALSE,"1968-1971",4,"1967-68","1970-71","https://www.basketball-reference.com/players/m/mahafra01.html"
"Randolph Morris","morrira01",FALSE,"2007-2010",4,"2006-07","2009-10","https://www.basketball-reference.com/players/m/morrira01.html"
"Randy Allen","allenra01",FALSE,"1989-1990",2,"1988-89","1989-90","https://www.basketball-reference.com/players/a/allenra01.html"
"Randy Breuer","breuera01",FALSE,"1984-1994",11,"1983-84","1993-94","https://www.basketball-reference.com/players/b/breuera01.html"
"Randy Brown","brownra02",FALSE,"1992-2003",12,"1991-92","2002-03","https://www.basketball-reference.com/players/b/brownra02.html"
"Randy Denton","dentora01",FALSE,"1972-1977",6,"1971-72","1976-77","https://www.basketball-reference.com/players/d/dentora01.html"
"Randy Foye","foyera01",FALSE,"2007-2017",11,"2006-07","2016-17","https://www.basketball-reference.com/players/f/foyera01.html"
"Randy Holcomb","holcora01",FALSE,"2006",1,"2005-06","2005-06","https://www.basketball-reference.com/players/h/holcora01.html"
"Randy Livingston","livinra01",FALSE,"1997-2007",11,"1996-97","2006-07","https://www.basketball-reference.com/players/l/livinra01.html"
"Randy Smith","smithra01",FALSE,"1972-1983",12,"1971-72","1982-83","https://www.basketball-reference.com/players/s/smithra01.html"
"Randy Stoll","stollra01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/s/stollra01.html"
"Randy White","whitera01",FALSE,"1990-1994",5,"1989-90","1993-94","https://www.basketball-reference.com/players/w/whitera01.html"
"Randy Wittman","wittmra01",FALSE,"1984-1992",9,"1983-84","1991-92","https://www.basketball-reference.com/players/w/wittmra01.html"
"Randy Woods","woodsra01",FALSE,"1993-1996",4,"1992-93","1995-96","https://www.basketball-reference.com/players/w/woodsra01.html"
"Raphiael Putney","putnera01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/p/putnera01.html"
"Rashad McCants","mccanra01",FALSE,"2006-2009",4,"2005-06","2008-09","https://www.basketball-reference.com/players/m/mccanra01.html"
"Rashad Vaughn","vaughra01",FALSE,"2016-2018",3,"2015-16","2017-18","https://www.basketball-reference.com/players/v/vaughra01.html"
"Rashard Lewis","lewisra02",FALSE,"1999-2014",16,"1998-99","2013-14","https://www.basketball-reference.com/players/l/lewisra02.html"
"Rashawn Thomas","thomara01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/t/thomara01.html"
"Rasheed Sulaimon","sulaira01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/s/sulaira01.html"
"Rasheed Wallace","wallara01",FALSE,"1996-2013",18,"1995-96","2012-13","https://www.basketball-reference.com/players/w/wallara01.html"
"Rasho Nesterović","nestera01",FALSE,"1999-2010",12,"1998-99","2009-10","https://www.basketball-reference.com/players/n/nestera01.html"
"Rašid Mahalbašić","mahalba01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/m/mahalba01.html"
"Rastko Cvetković","cvetkra01",FALSE,"1996",1,"1995-96","1995-96","https://www.basketball-reference.com/players/c/cvetkra01.html"
"Rasual Butler","butlera01",FALSE,"2003-2016",14,"2002-03","2015-16","https://www.basketball-reference.com/players/b/butlera01.html"
"Ratko Varda","vardara01",FALSE,"2002",1,"2001-02","2001-02","https://www.basketball-reference.com/players/v/vardara01.html"
"Raül López","lopezra01",FALSE,"2004-2005",2,"2003-04","2004-05","https://www.basketball-reference.com/players/l/lopezra01.html"
"Raul Neto","netora01",TRUE,"2016-2021",6,"2015-16","2020-21","https://www.basketball-reference.com/players/n/netora01.html"
"Rawle Alkins","alkinra01",TRUE,"2019",1,"2018-19","2018-19","https://www.basketball-reference.com/players/a/alkinra01.html"
"Rawle Marshall","marshra01",FALSE,"2006-2007",2,"2005-06","2006-07","https://www.basketball-reference.com/players/m/marshra01.html"
"Ray Allen","allenra02",FALSE,"1997-2014",18,"1996-97","2013-14","https://www.basketball-reference.com/players/a/allenra02.html"
"Ray Blume","blumera01",FALSE,"1982",1,"1981-82","1981-82","https://www.basketball-reference.com/players/b/blumera01.html"
"Ray Corley","corlera01",FALSE,"1950-1953",4,"1949-50","1952-53","https://www.basketball-reference.com/players/c/corlera01.html"
"Ray Ellefson","ellefra01",FALSE,"1949-1951",3,"1948-49","1950-51","https://www.basketball-reference.com/players/e/ellefra01.html"
"Ray Epps","eppsra01",FALSE,"1979",1,"1978-79","1978-79","https://www.basketball-reference.com/players/e/eppsra01.html"
"Ray Felix","felixra01",FALSE,"1954-1962",9,"1953-54","1961-62","https://www.basketball-reference.com/players/f/felixra01.html"
"Ray Kuka","kukara01",FALSE,"1948-1949",2,"1947-48","1948-49","https://www.basketball-reference.com/players/k/kukara01.html"
"Ray Lumpp","lumppra01",FALSE,"1949-1953",5,"1948-49","1952-53","https://www.basketball-reference.com/players/l/lumppra01.html"
"Ray McCallum","mccalra01",FALSE,"2014-2016",3,"2013-14","2015-16","https://www.basketball-reference.com/players/m/mccalra01.html"
"Ray Owes","owesra01",FALSE,"1997",1,"1996-97","1996-97","https://www.basketball-reference.com/players/o/owesra01.html"
"Ray Radziszewski","radzira01",FALSE,"1958",1,"1957-58","1957-58","https://www.basketball-reference.com/players/r/radzira01.html"
"Ray Ragelis","ragelra01",FALSE,"1952",1,"1951-52","1951-52","https://www.basketball-reference.com/players/r/ragelra01.html"
"Ray Ramsey","ramsera01",FALSE,"1949",1,"1948-49","1948-49","https://www.basketball-reference.com/players/r/ramsera01.html"
"Ray Scott","scottra01",FALSE,"1962-1972",11,"1961-62","1971-72","https://www.basketball-reference.com/players/s/scottra01.html"
"Ray Spalding","spaldra01",TRUE,"2019",1,"2018-19","2018-19","https://www.basketball-reference.com/players/s/spaldra01.html"
"Ray Tolbert","tolbera01",FALSE,"1982-1989",8,"1981-82","1988-89","https://www.basketball-reference.com/players/t/tolbera01.html"
"Ray Wertis","wertira01",FALSE,"1947-1948",2,"1946-47","1947-48","https://www.basketball-reference.com/players/w/wertira01.html"
"Ray Williams","willira01",FALSE,"1978-1987",10,"1977-78","1986-87","https://www.basketball-reference.com/players/w/willira01.html"
"Rayjon Tucker","tuckera01",TRUE,"2020",1,"2019-20","2019-20","https://www.basketball-reference.com/players/t/tuckera01.html"
"Raymond Brown","brownra01",FALSE,"1990",1,"1989-90","1989-90","https://www.basketball-reference.com/players/b/brownra01.html"
"Raymond Felton","feltora01",FALSE,"2006-2019",14,"2005-06","2018-19","https://www.basketball-reference.com/players/f/feltora01.html"
"Raymond Townsend","townsra01",FALSE,"1979-1982",4,"1978-79","1981-82","https://www.basketball-reference.com/players/t/townsra01.html"
"Rayshaun Hammonds","hammora01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/h/hammora01.html"
"Red Davis","davisre01",FALSE,"1956",1,"1955-56","1955-56","https://www.basketball-reference.com/players/d/davisre01.html"
"Red Dehnert","dehnere01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/d/dehnere01.html"
"Red Holzman","holzmre01",FALSE,"1949-1954",6,"1948-49","1953-54","https://www.basketball-reference.com/players/h/holzmre01.html"
"Red Kerr","kerrre01",FALSE,"1955-1966",12,"1954-55","1965-66","https://www.basketball-reference.com/players/k/kerrre01.html"
"Red Mihalik","mihalre01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/m/mihalre01.html"
"Red Morrison","morrire01",FALSE,"1955-1958",4,"1954-55","1957-58","https://www.basketball-reference.com/players/m/morrire01.html"
"Red Owens","owensre01",FALSE,"1950-1952",3,"1949-50","1951-52","https://www.basketball-reference.com/players/o/owensre01.html"
"Red Robbins","robbire01",FALSE,"1968-1975",8,"1967-68","1974-75","https://www.basketball-reference.com/players/r/robbire01.html"
"Red Rocha","rochare01",FALSE,"1948-1957",10,"1947-48","1956-57","https://www.basketball-reference.com/players/r/rochare01.html"
"Red Stroud","stroure01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/s/stroure01.html"
"Red Wallace","wallare01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/w/wallare01.html"
"Reece Gaines","gainere01",FALSE,"2004-2006",3,"2003-04","2005-06","https://www.basketball-reference.com/players/g/gainere01.html"
"Reggie Bullock","bullore01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/b/bullore01.html"
"Reggie Carter","cartere01",FALSE,"1981-1982",2,"1980-81","1981-82","https://www.basketball-reference.com/players/c/cartere01.html"
"Reggie Evans","evansre01",FALSE,"2003-2015",13,"2002-03","2014-15","https://www.basketball-reference.com/players/e/evansre01.html"
"Reggie Geary","gearyre01",FALSE,"1997-1998",2,"1996-97","1997-98","https://www.basketball-reference.com/players/g/gearyre01.html"
