,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
45,D. Booker | M. Bridges | J. Jackson | T. Johnson,PHO,2018-19,10,58.5,124,124,101.7,-1.6,+9.7,-.071,-4.8,-3.2,-.136,-0.106,-4.8,-7.3,+.029,-12.9,"('bookede01', 'bridgmi01', 'jacksjo02', 'johnsty01')"
46,W. Carter | Z. LaVine | J. Parker | C. Payne,CHI,2018-19,16,117.7,231,232,94.4,-1.6,+0.8,-.022,-6.0,-9.4,-.070,-0.057,-3.8,-5.5,+.034,-12.9,"('cartewe01', 'lavinza01', 'parkeja01', 'payneca01')"
47,S. Curry | D. Green | J. Jerebko | K. Thompson,GSW,2018-19,20,69.9,155,151,105.1,-3.7,+1.0,-.048,-10.2,-0.9,-.273,-0.107,+4.8,+6.0,-.015,-12.9,"('curryst01', 'greendr01', 'jerebjo01', 'thompkl01')"
48,R. Bullock | K. Kuzma | J. McGee | R. Rondo,LAL,2018-19,11,114.0,248,251,105.1,+1.3,+0.7,+.011,-8.3,-9.2,-.148,-0.036,-7.4,-10.1,+.019,-13.0,"('bullore01', 'kuzmaky01', 'mcgeeja01', 'rondora01')"
49,D. Augustin | M. Bamba | T. Ross | J. Simmons,ORL,2018-19,14,63.7,123,122,92.3,-2.8,-1.5,-.024,+0.7,+7.1,-.077,-0.018,-8.3,-7.5,-.133,-13.1,"('augusdj01', 'bambamo01', 'rosste01', 'simmojo02')"
50,S. Curry | R. Hood | E. Kanter | J. Layman,POR,2018-19,12,91.4,182,183,95.8,-6.9,+0.5,-.078,-2.1,+2.3,-.107,-0.090,+2.8,+2.9,+.032,-13.1,"('curryse01', 'hoodro01', 'kanteen01', 'laymaja01')"
51,H. Diallo | N. Noel | P. Patterson | D. Schröder,OKC,2018-19,29,157.3,323,326,99.0,-4.5,+10.4,-.105,-2.1,-2.2,-.053,-0.122,-2.0,-2.6,-.003,-13.2,"('diallha01', 'noelne01', 'pattepa01', 'schrode01')"
52,W. Hernangómez | M. Kidd-Gilchrist | M. Monk | K. Walker,CHO,2018-19,19,55.1,121,117,103.7,-7.3,+1.4,-.095,-5.5,+3.0,-.192,-0.129,+6.8,+9.1,-.013,-13.2,"('hernawi01', 'kiddgmi01', 'monkma01', 'walkeke02')"
53,A. Nader | N. Noel | P. Patterson | D. Schröder,OKC,2018-19,17,106.3,221,224,100.5,-5.7,-0.6,-.061,+2.8,+4.9,+.042,-0.045,-4.7,-10.0,+.109,-13.3,"('naderab01', 'noelne01', 'pattepa01', 'schrode01')"
54,K. Caldwell-Pope | B. Ingram | K. Kuzma | R. Rondo,LAL,2018-19,11,64.5,138,136,102.0,+0.9,+0.1,+.009,+1.4,-0.4,+.049,+.016,-16.4,-15.7,-.143,-13.3,"('caldwke01', 'ingrabr01', 'kuzmaky01', 'rondora01')"
55,Z. Collins | M. Harkless | N. Stauskas | E. Turner,POR,2018-19,9,63.3,132,134,100.9,-4.6,-9.9,+.001,-6.5,-7.8,-.095,-0.026,+2.5,-1.9,+.195,-13.3,"('colliza01', 'harklma01', 'stausni01', 'turneev01')"
56,J. Crowder | D. Favors | K. Korver | R. O'Neale,UTA,2018-19,32,116.1,247,242,101.1,-8.6,-7.2,-.059,+1.0,+10.8,-.079,-0.049,+2.9,-1.8,+.160,-13.3,"('crowdja01', 'favorde01', 'korveky01', 'onealro01')"
57,B. Griffin | R. Jackson | L. Kennard | Z. Pachulia,DET,2018-19,18,54.5,106,96,88.9,-12.1,-0.2,-.131,+4.7,+10.6,+.020,-0.105,+6.2,+7.6,+.022,-13.3,"('griffbl01', 'jacksre01', 'kennalu01', 'pachuza01')"
58,D. Dotson | M. Hezonja | K. Knox | M. Robinson,NYK,2018-19,10,84.7,178,180,101.4,-1.8,-7.4,+.015,-5.5,-10.2,-.065,-0.010,-4.3,-4.8,-.040,-13.4,"('dotsoda01', 'hezonma01', 'knoxke01', 'robinmi01')"
59,J. Allen | S. Dinwiddie | J. Harris | R. Kurucs,BRK,2018-19,34,178.9,382,375,101.5,-8.7,-14.8,-.022,-2.3,-4.6,-.022,-0.024,+6.2,+7.9,+.016,-13.4,"('allenja01', 'dinwisp01', 'harrijo01', 'kurucro01')"
60,G. Antetokounmpo | E. Bledsoe | S. Brown | B. Lopez,MIL,2018-19,40,180.0,398,379,103.6,-6.9,-8.6,-.033,-6.6,-8.7,-.093,-0.062,+7.0,+8.1,+.033,-13.4,"('antetgi01', 'bledser01', 'brownst02', 'lopezbr01')"
61,D. Ayton | D. Booker | M. Bridges | D. Melton,PHO,2018-19,24,280.6,587,584,100.1,-3.1,+3.0,-.054,-1.3,+2.9,-.092,-0.063,-5.9,-6.3,-.044,-13.4,"('aytonde01', 'bookede01', 'bridgmi01', 'meltode01')"
62,M. Beasley | T. Craig | J. Murray | M. Plumlee,DEN,2018-19,25,71.6,145,151,99.3,-7.7,-2.6,-.074,-2.1,+0.7,-.072,-0.084,+4.2,+5.0,+.003,-13.4,"('beaslma01', 'craigto01', 'murraja01', 'plumlma01')"
63,B. Bogdanović | W. Matthews | D. Sabonis | T. Young,IND,2018-19,13,54.8,113,112,98.6,-5.7,-16.8,+.013,-9.9,-20.7,-.133,-0.033,+7.8,+14.8,-.060,-13.4,"('bogdabo02', 'matthwe02', 'sabondo01', 'youngth01')"
66,A. Burks | J. Crowder | J. Ingles | R. Rubio,UTA,2018-19,12,54.7,107,102,91.8,-9.3,+8.3,-.149,-2.5,+13.6,-.204,-0.170,+7.7,+10.3,-.004,-13.4,"('burksal01', 'crowdja01', 'inglejo01', 'rubiori01')"
67,Z. Collins | S. Curry | E. Kanter | E. Turner,POR,2018-19,9,53.5,97,97,87.1,-3.1,+5.2,-.057,-3.1,+4.1,-.159,-0.076,-4.1,-4.1,-.064,-13.4,"('colliza01', 'curryse01', 'kanteen01', 'turneev01')"
68,B. Adebayo | J. Johnson | R. McGruder | J. Richardson,MIA,2018-19,14,105.2,212,216,97.6,-2.5,+1.6,-.037,-4.9,-7.8,-.065,-0.067,-3.5,-1.0,-.148,-13.5,"('adebaba01', 'johnsja01', 'mcgruro01', 'richajo01')"
69,Q. Cook | J. Jerebko | S. Livingston | K. Thompson,GSW,2018-19,12,56.2,109,110,93.5,+1.3,-2.8,+.027,+1.0,-4.3,+.077,+.034,-17.2,-24.5,+.122,-13.6,"('cookqu01', 'jerebjo01', 'livinsh01', 'thompkl01')"
70,T. Hardaway | K. Knox | L. Thomas | N. Vonleh,NYK,2018-19,6,83.1,168,170,97.6,-6.1,-4.3,-.048,-1.7,-6.7,+.002,-0.055,+0.2,+0.8,-.020,-13.6,"('hardati02', 'knoxke01', 'thomala01', 'vonleno01')"
71,J. Allen | A. Crabbe | J. Harris | R. Kurucs,BRK,2018-19,11,68.5,150,147,104.1,-1.5,-6.5,+.016,+1.7,+8.6,-.043,+.031,-12.4,-12.5,-.256,-13.6,"('allenja01', 'crabbal01', 'harrijo01', 'kurucro01')"
72,R. Arcidiacono | R. Lopez | L. Markkanen | W. Selden,CHI,2018-19,15,69.7,135,133,92.3,-4.4,-2.1,-.036,-5.4,-1.9,-.161,-0.064,+0.5,-1.0,+.072,-13.6,"('arcidry01', 'lopezro01', 'markkla01', 'seldewa01')"
73,J. Brown | M. Smart | J. Tatum | D. Theis,BOS,2018-19,24,66.7,143,140,101.8,-0.7,+14.5,-.087,-7.3,-1.4,-.195,-0.146,-4.8,-8.4,+.055,-13.6,"('brownja02', 'smartma01', 'tatumja01', 'theisda01')"
74,E. Davis | S. Dinwiddie | J. Dudley | C. LeVert,BRK,2018-19,14,95.3,195,192,97.4,-4.7,+5.3,-.079,-3.8,+4.1,-.142,-0.104,-0.4,+0.1,-.014,-13.6,"('davised01', 'dinwisp01', 'dudleja01', 'leverca01')"
75,R. Covington | T. Gibson | D. Rose | A. Wiggins,MIN,2018-19,7,86.1,172,174,96.5,-4.7,-5.3,-.023,-10.8,-12.9,-.167,-0.076,+6.5,+7.7,+.034,-13.7,"('covinro01', 'gibsota01', 'rosede01', 'wiggian01')"
76,R. Hood | C. Osman | C. Sexton | A. Žižić,CLE,2018-19,14,148.5,295,292,94.9,-7.6,-1.3,-.077,-0.8,-3.7,+.019,-0.081,+2.2,+6.3,-.145,-13.7,"('hoodro01', 'osmande01', 'sextoco01', 'zizican01')"
77,W. Barton | M. Beasley | N. Jokić | M. Plumlee,DEN,2018-19,25,124.1,254,251,97.7,-2.9,-1.5,-.023,-4.5,-5.9,-.065,-0.046,-3.3,-3.7,-.016,-13.7,"('bartowi01', 'beaslma01', 'jokicni01', 'plumlma01')"
78,T. Gibson | J. Okogie | D. Šarić | A. Wiggins,MIN,2018-19,10,49.0,107,109,105.9,-7.6,+3.5,-.102,-9.9,-26.3,+.101,-0.160,+11.4,+16.2,-.023,-13.7,"('gibsota01', 'okogijo01', 'saricda01', 'wiggian01')"
79,S. Dekker | G. Hill | R. Hood | C. Osman,CLE,2018-19,6,75.5,141,143,90.3,-5.0,+9.0,-.105,-1.3,+2.5,-.093,-0.117,-2.6,-4.7,+.069,-13.8,"('dekkesa01', 'hillge01', 'hoodro01', 'osmande01')"
80,J. Brunson | L. Dončić | J. Jackson | D. Powell,DAL,2018-19,10,95.4,191,190,95.9,-9.2,-3.1,-.080,+0.5,+9.2,-.067,-0.075,+4.1,+5.2,+.008,-13.8,"('brunsja01', 'doncilu01', 'jacksju01', 'poweldw01')"
81,B. Beal | J. Green | M. Morris | T. Satoranský,WAS,2018-19,14,71.8,145,148,98.0,-3.9,+8.6,-.093,+1.6,+5.5,-.014,-0.091,-7.7,-11.8,+.101,-13.9,"('bealbr01', 'greenje02', 'morrima02', 'satorto01')"
82,A. Bradley | D. Gallinari | S. Gilgeous-Alexander | M. Harrell,LAC,2018-19,33,103.2,212,216,99.6,-7.3,-5.4,-.057,-3.6,-10.3,+.012,-0.075,+4.1,+5.2,+.004,-13.9,"('bradlav01', 'gallida01', 'gilgesh01', 'harremo01')"
83,J. Allen | S. Dinwiddie | R. Hollis-Jefferson | D. Russell,BRK,2018-19,19,120.0,247,241,97.6,-7.1,-10.0,-.031,+0.1,+5.8,-.067,-0.023,0.0,+2.8,-.115,-14.0,"('allenja01', 'dinwisp01', 'holliro01', 'russeda01')"
84,J. Lamb | T. Parker | K. Walker | M. Williams,CHO,2018-19,18,56.3,115,113,97.2,-10.3,+0.2,-.119,-1.1,+1.1,-.037,-0.125,+7.5,+5.7,+.129,-14.1,"('lambje01', 'parketo01', 'walkeke02', 'willima02')"
85,S. Adams | J. Grant | A. Nader | R. Westbrook,OKC,2018-19,23,72.7,157,163,105.6,-6.0,+4.6,-.089,-2.7,+3.1,-.115,-0.108,+0.5,+7.7,-.194,-14.2,"('adamsst01', 'grantje01', 'naderab01', 'westbru01')"
88,P. Beverley | J. Green | M. Harrell | L. Williams,LAC,2018-19,19,68.2,143,150,103.1,+2.1,+0.2,+.022,-5.6,-7.4,-.096,-0.009,-12.7,-16.6,-.010,-14.2,"('beverpa01', 'greenja01', 'harremo01', 'willilo02')"
89,K. Bazemore | J. Collins | A. Len | T. Young,ATL,2018-19,22,54.7,119,116,103.2,-8.9,-3.3,-.075,-0.3,-0.1,-.009,-0.074,+3.8,+3.7,+.033,-14.3,"('bazemke01', 'collijo01', 'lenal01', 'youngtr01')"
90,D. Bacon | B. Biyombo | K. Walker | M. Williams,CHO,2018-19,7,64.2,124,129,94.7,-4.5,+11.8,-.104,-2.7,-0.3,-.077,-0.126,-2.7,-2.6,-.045,-14.3,"('bacondw01', 'biyombi01', 'walkeke02', 'willima02')"
91,J. Crowder | R. Gobert | K. Korver | R. Rubio,UTA,2018-19,29,106.7,228,230,103.0,-7.5,-6.7,-.049,+4.5,+12.5,-.027,-0.017,-3.8,-2.9,-.099,-14.3,"('crowdja01', 'goberru01', 'korveky01', 'rubiori01')"
92,T. Gibson | T. Jones | J. Okogie | K. Towns,MIN,2018-19,21,92.2,182,191,97.1,-3.3,+8.8,-.078,-1.7,-6.2,+.019,-0.092,-5.9,-6.7,-.024,-14.3,"('gibsota01', 'jonesty01', 'okogijo01', 'townska01')"
93,D. Bacon | B. Biyombo | M. Bridges | M. Williams,CHO,2018-19,7,63.7,123,128,94.5,-4.5,+11.8,-.105,-2.7,-0.3,-.077,-0.127,-2.7,-2.6,-.045,-14.4,"('bacondw01', 'biyombi01', 'bridgmi02', 'willima02')"
94,D. Bender | M. Bridges | J. Crawford | J. Jackson,PHO,2018-19,13,78.2,165,162,100.3,-5.7,-12.6,+.006,-4.5,-3.0,-.111,-0.010,+1.4,-1.1,+.080,-14.4,"('bendedr01', 'bridgmi01', 'crawfja01', 'jacksjo02')"
95,S. Dinwiddie | J. Harris | R. Kurucs | D. Russell,BRK,2018-19,21,82.6,182,175,103.8,-6.5,-9.7,-.027,-1.6,-5.2,+.012,-0.028,+0.4,+1.2,-.021,-14.4,"('dinwisp01', 'harrijo01', 'kurucro01', 'russeda01')"
96,A. Drummond | L. Galloway | R. Jackson | G. Robinson,DET,2018-19,13,64.6,131,132,97.7,-5.0,-2.3,-.043,-4.5,-1.3,-.131,-0.066,+0.1,+0.2,.000,-14.4,"('drumman01', 'gallola01', 'jacksre01', 'robingl02')"
97,O. Anunoby | S. Ibaka | J. Lin | N. Powell,TOR,2018-19,11,85.6,179,183,101.6,-3.6,-7.4,-.007,-4.2,-13.7,+.004,-0.026,-3.0,-7.3,+.108,-14.5,"('anunoog01', 'ibakase01', 'linje01', 'powelno01')"
98,Á. Abrines | H. Diallo | N. Noel | D. Schröder,OKC,2018-19,17,86.4,179,179,99.4,-5.6,+6.1,-.096,0.0,0.0,.000,-0.099,-3.4,-3.4,-.035,-14.5,"('abrinal01', 'diallha01', 'noelne01', 'schrode01')"
99,D. Ayton | D. Bender | D. Booker | M. Bridges,PHO,2018-19,14,114.6,236,235,98.6,-4.4,-8.0,-.006,-3.0,-5.2,-.044,-0.018,-2.6,-2.2,-.042,-14.5,"('aytonde01', 'bendedr01', 'bookede01', 'bridgmi01')"
100,I. Clark | E. Payton | J. Randle | K. Williams,NOP,2018-19,9,98.1,204,205,100.0,-5.2,-4.4,-.033,-2.4,+2.1,-.092,-0.042,-1.9,+2.0,-.204,-14.6,"('clarkia01', 'paytoel01', 'randlju01', 'willike04')"
101,S. Curry | M. Harkless | N. Stauskas | E. Turner,POR,2018-19,9,56.6,116,120,100.1,-3.6,+1.3,-.048,-6.3,-7.4,-.087,-0.084,-1.1,-4.4,+.114,-14.6,"('curryse01', 'harklma01', 'stausni01', 'turneev01')"
102,B. Beal | I. Mahinmi | O. Porter | J. Wall,WAS,2018-19,10,97.5,206,204,101.0,-6.2,+2.6,-.086,-5.5,+0.6,-.167,-0.120,+3.2,+6.6,-.066,-14.7,"('bealbr01', 'mahinia01', 'porteot01', 'walljo01')"
103,W. Barton | M. Beasley | N. Jokić | M. Morris,DEN,2018-19,20,99.6,195,189,92.6,-5.7,-6.6,-.024,-1.5,-3.8,.000,-0.027,-1.9,-1.5,-.050,-14.8,"('bartowi01', 'beaslma01', 'jokicni01', 'morrimo01')"
104,B. Bogdanović | T. Evans | D. Sabonis | T. Young,IND,2018-19,24,62.5,122,122,93.6,-1.6,+9.8,-.067,-8.2,-6.6,-.242,-0.114,-3.3,-0.8,-.128,-14.8,"('bogdabo02', 'evansty01', 'sabondo01', 'youngth01')"
105,J. Brown | G. Hayward | T. Rozier | M. Smart,BOS,2018-19,22,62.6,127,129,98.2,-11.2,-2.5,-.112,+3.3,+7.6,+.022,-0.092,+4.2,+2.6,+.102,-14.8,"('brownja02', 'haywago01', 'roziete01', 'smartma01')"
106,J. Brown | K. Irving | M. Morris | M. Smart,BOS,2018-19,30,107.9,225,238,103.0,-2.9,+3.7,-.052,-0.4,+1.3,-.025,-0.058,-8.7,-9.7,-.079,-14.8,"('brownja02', 'irvinky01', 'morrima03', 'smartma01')"
107,J. Brunson | D. Harris | D. Nowitzki | D. Powell,DAL,2018-19,14,76.5,154,149,95.1,-9.3,-9.1,-.057,-1.6,+2.9,-.071,-0.061,+5.4,+7.2,-.030,-14.8,"('brunsja01', 'harride01', 'nowitdi01', 'poweldw01')"
0,S. Gilgeous-Alexander | M. Harrell | T. Harris | L. Williams,LAC,2018-19,32,138.6,301,289,102.2,-4.0,-10.0,+.006,-6.8,-7.8,-.158,-0.026,-0.1,+1.7,-.052,-14.9,"('gilgesh01', 'harremo01', 'harrito02', 'willilo02')"
1,L. Ball | K. Caldwell-Pope | J. Hart | J. McGee,LAL,2018-19,16,50.5,115,114,108.8,-7.3,-6.0,-.053,-4.5,-0.3,-.116,-0.073,+4.2,+5.0,+.013,-14.9,"('balllo01', 'caldwke01', 'hartjo01', 'mcgeeja01')"
2,G. Dragić | D. Jones | K. Olynyk | D. Waiters,MIA,2018-19,8,50.9,103,101,96.3,-8.7,-8.6,-.052,-5.1,-5.6,-.096,-0.074,+7.6,+6.5,+.145,-14.9,"('dragigo01', 'jonesde02', 'olynyke01', 'waitedi01')"
3,N. Batum | M. Monk | K. Walker | C. Zeller,CHO,2018-19,23,61.8,142,138,108.8,-6.8,-2.5,-.065,+1.2,+2.0,+.021,-0.057,-2.5,-6.2,+.133,-15.0,"('batumni01', 'monkma01', 'walkeke02', 'zelleco01')"
4,M. Bamba | A. Gordon | W. Iwundu | T. Ross,ORL,2018-19,12,73.1,153,154,100.7,-5.0,-3.3,-.041,+2.0,+6.0,+.013,-0.029,-7.1,-5.7,-.133,-15.0,"('bambamo01', 'gordoaa01', 'iwundwe01', 'rosste01')"
5,K. Bazemore | D. Bembry | A. Len | O. Spellman,ATL,2018-19,15,80.0,170,166,100.8,-8.0,+6.3,-.121,+2.7,+5.1,+.023,-0.111,-1.6,-5.3,+.105,-15.0,"('bazemke01', 'bembrde01', 'lenal01', 'spellom01')"
6,K. Bazemore | D. Bembry | V. Carter | O. Spellman,ATL,2018-19,13,52.2,107,107,98.4,0.0,+7.5,-.035,-3.7,-7.5,-.048,-0.063,-11.2,-16.8,-.011,-15.0,"('bazemke01', 'bembrde01', 'cartevi01', 'spellom01')"
7,L. Dončić | D. Finney-Smith | D. Harris | M. Kleber,DAL,2018-19,18,65.7,128,127,93.1,-3.4,-2.2,-.029,+0.7,+8.3,-.055,-0.022,-8.8,-5.7,-.161,-15.0,"('doncilu01', 'finnedo01', 'harride01', 'klebima01')"
8,K. Knox | E. Mudiay | M. Robinson | A. Trier,NYK,2018-19,15,61.4,132,124,100.0,-5.0,+2.5,-.074,-3.0,0.0,-.125,-0.093,-2.1,-1.0,-.049,-15.1,"('knoxke01', 'mudiaem01', 'robinmi01', 'trieral01')"
9,K. Bazemore | J. Collins | D. Dedmon | T. Prince,ATL,2018-19,16,80.5,171,165,100.1,-6.1,-5.6,-.042,-2.2,-0.1,-.060,-0.050,-0.7,+0.2,-.034,-15.1,"('bazemke01', 'collijo01', 'dedmode01', 'princta02')"
10,J. Holiday | F. Jackson | J. Okafor | K. Williams,NOP,2018-19,11,63.9,135,133,100.7,-2.9,-5.1,-.005,-3.9,-2.7,-.089,-0.023,-5.4,-4.7,-.090,-15.1,"('holidjr01', 'jacksfr01', 'okafoja01', 'willike04')"
11,W. Barton | T. Lyles | M. Morris | M. Plumlee,DEN,2018-19,10,63.4,129,132,98.9,+0.1,-0.3,+.003,-3.6,-8.5,-.041,-0.017,-11.8,-4.8,-.343,-15.2,"('bartowi01', 'lylestr01', 'morrimo01', 'plumlma01')"
12,M. Gasol | J. Holiday | J. Jackson | G. Temple,MEM,2018-19,6,85.5,167,165,93.2,-5.3,+6.8,-.100,+2.3,+9.9,-.045,-0.093,-6.8,-11.7,+.086,-15.2,"('gasolma01', 'holidju01', 'jacksja02', 'templga01')"
13,K. Caldwell-Pope | B. Ingram | J. McGee | R. Rondo,LAL,2018-19,13,74.6,167,164,106.5,+0.4,-3.4,+.024,-11.0,-15.6,-.264,-0.036,-5.1,-8.2,+.042,-15.3,"('caldwke01', 'ingrabr01', 'mcgeeja01', 'rondora01')"
14,O. Anunoby | S. Ibaka | K. Lowry | N. Powell,TOR,2018-19,12,50.8,103,104,97.7,-4.4,-6.8,-.013,-5.7,-4.5,-.112,-0.038,-0.8,+0.2,-.059,-15.3,"('anunoog01', 'ibakase01', 'lowryky01', 'powelno01')"
15,J. Butler | T. Harris | B. Marjanović | B. Simmons,PHI,2018-19,8,55.0,112,116,99.5,-11.6,-11.7,-.067,-4.1,-13.2,+.017,-0.084,+12.0,+14.8,-.031,-15.3,"('butleji01', 'harrito02', 'marjabo01', 'simmobe01')"
16,B. Adebayo | T. Johnson | K. Olynyk | D. Wade,MIA,2018-19,21,171.7,347,344,96.6,-4.7,+4.5,-.076,-3.6,+0.9,-.121,-0.100,-2.5,-3.4,.000,-15.4,"('adebaba01', 'johnsty01', 'olynyke01', 'wadedw01')"
17,J. Crowder | D. Exum | R. Gobert | R. O'Neale,UTA,2018-19,20,50.5,105,104,99.4,-5.2,+7.8,-.104,-3.9,+2.6,-.164,-0.134,-1.1,-7.0,+.100,-15.4,"('crowdja01', 'exumda01', 'goberru01', 'onealro01')"
18,P. Beverley | T. Harris | M. Scott | L. Williams,LAC,2018-19,22,58.7,125,121,100.6,-3.8,+2.0,-.054,-2.8,-11.6,+.055,-0.071,-4.9,-8.3,+.068,-15.4,"('beverpa01', 'harrito02', 'scottmi01', 'willilo02')"
19,D. Carroll | S. Dinwiddie | R. Hollis-Jefferson | S. Napier,BRK,2018-19,8,57.1,125,131,107.5,-13.0,-9.8,-.098,-1.1,-3.1,-.008,-0.099,+11.8,+19.3,-.049,-15.4,"('carrode01', 'dinwisp01', 'holliro01', 'napiesh01')"
22,B. Knight | K. Love | L. Nance | C. Osman,CLE,2018-19,7,71.4,142,143,95.8,-8.1,+4.2,-.110,+0.8,+2.4,.000,-0.108,+0.1,+0.8,-.028,-15.4,"('knighbr03', 'loveke01', 'nancela02', 'osmande01')"
23,B. Bogdanović | T. Evans | C. Joseph | M. Turner,IND,2018-19,22,72.5,141,150,96.3,-6.6,-6.5,-.044,-7.6,-11.3,-.119,-0.085,+5.4,+6.5,+.022,-15.5,"('bogdabo02', 'evansty01', 'josepco01', 'turnemy01')"
24,N. Batum | F. Kaminsky | J. Lamb | M. Williams,CHO,2018-19,14,66.7,139,135,98.6,-4.1,+3.2,-.062,-1.8,+7.0,-.110,-0.074,-5.6,-10.1,+.121,-15.5,"('batumni01', 'kaminfr01', 'lambje01', 'willima02')"
25,S. Adams | T. Ferguson | P. Patterson | R. Westbrook,OKC,2018-19,23,71.4,158,160,106.9,-3.3,+10.5,-.092,-0.5,+12.4,-.138,-0.104,-8.5,-7.2,-.114,-15.6,"('adamsst01', 'fergute01', 'pattepa01', 'westbru01')"
26,D. Ayton | M. Bridges | J. Crawford | J. Jackson,PHO,2018-19,20,73.2,152,154,100.4,-2.1,-1.5,-.016,-7.0,-20.5,-.010,-0.056,-4.4,-6.2,.000,-15.6,"('aytonde01', 'bridgmi01', 'crawfja01', 'jacksjo02')"
27,G. Hayward | A. Horford | M. Morris | T. Rozier,BOS,2018-19,22,86.7,173,173,95.8,-9.8,-9.8,-.055,-2.3,+1.2,-.085,-0.061,+6.4,+6.4,+.068,-15.6,"('haywago01', 'horfoal01', 'morrima03', 'roziete01')"
28,L. Aldridge | D. Cunningham | B. Forbes | D. White,SAS,2018-19,18,105.3,210,213,96.4,-4.6,-0.6,-.049,-8.8,-10.1,-.200,-0.097,+2.6,-3.1,+.278,-15.6,"('aldrila01', 'cunnida01', 'forbebr01', 'whitede01')"
29,W. Ellington | R. McGruder | J. Richardson | H. Whiteside,MIA,2018-19,15,138.8,282,276,96.5,-6.6,-4.2,-.050,-3.8,-2.5,-.097,-0.068,+1.5,+11.7,-.357,-15.6,"('ellinwa01', 'mcgruro01', 'richajo01', 'whiteha01')"
30,K. Dunn | C. Hutchison | Z. LaVine | L. Markkanen,CHI,2018-19,11,192.6,394,398,98.7,-5.4,+4.7,-.084,-4.7,-7.0,-.071,-0.114,-0.1,-1.6,+.068,-15.6,"('dunnkr01', 'hutchch01', 'lavinza01', 'markkla01')"
31,A. Baynes | M. Morris | T. Rozier | J. Tatum,BOS,2018-19,21,67.6,139,139,98.7,-5.8,-6.5,-.035,-0.7,-4.3,+.030,-0.034,-3.6,-8.6,+.165,-15.8,"('baynear01', 'morrima03', 'roziete01', 'tatumja01')"
32,J. Allen | S. Dinwiddie | C. LeVert | D. Russell,BRK,2018-19,17,79.6,168,170,101.9,-9.0,-18.5,+.001,-0.5,-0.2,-.012,+.013,+2.6,+6.2,-.090,-15.8,"('allenja01', 'dinwisp01', 'leverca01', 'russeda01')"
33,D. Dotson | K. Knox | L. Kornet | E. Mudiay,NYK,2018-19,13,82.4,176,171,101.1,-11.0,-4.7,-.103,+2.6,+11.3,-.064,-0.084,+3.6,+4.0,+.035,-15.8,"('dotsoda01', 'knoxke01', 'kornelu01', 'mudiaem01')"
34,T. Ariza | D. Ayton | D. Booker | I. Canaan,PHO,2018-19,15,215.0,434,434,96.9,-9.2,-8.5,-.057,+0.2,+0.7,.000,-0.050,+2.3,+2.1,+.036,-15.9,"('arizatr01', 'aytonde01', 'bookede01', 'canaais01')"
35,O. Anunoby | C. Miles | J. Valančiūnas | F. VanVleet,TOR,2018-19,12,78.4,168,169,103.1,-6.9,-6.6,-.043,-0.5,+13.2,-.194,-0.042,-1.7,-2.2,.000,-15.9,"('anunoog01', 'milescj01', 'valanjo01', 'vanvlfr01')"
36,B. Brown | R. Bullock | B. Griffin | Z. Pachulia,DET,2018-19,13,78.9,157,166,98.3,-12.7,-12.2,-.082,+2.9,+8.3,+.017,-0.061,+6.5,+5.0,+.124,-15.9,"('brownbr01', 'bullore01', 'griffbl01', 'pachuza01')"
37,W. Ellington | R. McGruder | H. Whiteside | J. Winslow,MIA,2018-19,7,72.7,144,146,95.8,-7.7,-4.2,-.064,-2.0,+1.7,-.099,-0.072,+1.6,+4.4,-.061,-15.9,"('ellinwa01', 'mcgruro01', 'whiteha01', 'winslju01')"
38,A. Burks | J. Clarkson | C. Osman | C. Sexton,CLE,2018-19,28,142.2,300,298,100.9,-5.7,-5.6,-.030,-4.4,-7.2,-.053,-0.051,-0.1,+3.5,-.113,-15.9,"('burksal01', 'clarkjo01', 'osmande01', 'sextoco01')"
39,J. Clarkson | C. Osman | C. Sexton | T. Thompson,CLE,2018-19,34,180.2,374,367,98.7,-6.5,+1.8,-.083,-4.3,+0.5,-.151,-0.108,+1.3,+2.8,-.049,-16.0,"('clarkjo01', 'osmande01', 'sextoco01', 'thomptr01')"
40,B. Beal | M. Morris | K. Oubre | J. Wall,WAS,2018-19,21,144.5,319,315,105.3,-4.3,-5.8,-.018,-2.0,-0.7,-.052,-0.025,-5.3,-5.4,-.041,-16.0,"('bealbr01', 'morrima02', 'oubreke01', 'walljo01')"
41,T. Ariza | D. Ayton | M. Bridges | E. Okobo,PHO,2018-19,11,50.3,94,104,94.4,+1.0,+2.5,-.002,+0.9,+4.9,-.023,+.002,-18.9,-23.5,-.167,-16.0,"('arizatr01', 'aytonde01', 'bridgmi01', 'okoboel01')"
44,R. Covington | D. Rose | K. Towns | A. Wiggins,MIN,2018-19,9,107.4,216,213,95.9,-6.2,-5.0,-.042,-8.1,-10.2,-.138,-0.083,+4.4,+4.8,+.034,-16.0,"('covinro01', 'rosede01', 'townska01', 'wiggian01')"
45,D. Carroll | E. Davis | J. Dudley | C. LeVert,BRK,2018-19,7,62.0,125,131,99.1,-13.1,-3.7,-.132,-3.5,+3.8,-.145,-0.150,+13.7,+14.7,+.059,-16.0,"('carrode01', 'davised01', 'dudleja01', 'leverca01')"
