,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
44,J. Butler | J. Embiid | M. Muscala | L. Shamet,PHI,2018-19,14,78.1,155,151,94.0,-6.9,-14.1,-.008,-3.5,-2.8,-.083,-0.019,+6.6,+9.1,-.019,-10.7,"('butleji01', 'embiijo01', 'muscami01', 'shamela01')"
45,R. Covington | D. Rose | J. Teague | K. Towns,MIN,2018-19,11,48.7,102,95,97.0,-6.7,-1.1,-.072,-9.7,-3.0,-.317,-0.127,+12.5,+16.3,-.083,-10.7,"('covinro01', 'rosede01', 'teaguje01', 'townska01')"
46,L. Galloway | L. Kennard | T. Maker | Z. Pachulia,DET,2018-19,17,106.6,196,200,89.1,-2.2,-3.2,-.007,+1.8,+0.1,+.056,+.005,-8.2,-12.1,+.074,-10.7,"('gallola01', 'kennalu01', 'makerth01', 'pachuza01')"
47,S. Dekker | G. Hill | C. Osman | T. Thompson,CLE,2018-19,6,76.8,142,141,88.5,-5.3,+9.2,-.108,-0.8,+1.9,-.066,-0.118,+0.6,+0.6,+.005,-10.8,"('dekkesa01', 'hillge01', 'osmande01', 'thomptr01')"
48,G. Hill | R. Hood | C. Osman | C. Sexton,CLE,2018-19,4,51.0,95,99,91.2,-7.6,+10.2,-.122,-4.8,-9.1,-.061,-0.151,+9.1,+10.2,+.019,-10.8,"('hillge01', 'hoodro01', 'osmande01', 'sextoco01')"
49,D. Ayton | J. Jackson | D. Melton | T. Warren,PHO,2018-19,16,106.5,220,221,99.4,+0.2,+6.7,-.035,-1.8,-4.0,-.004,-0.050,-9.5,-11.2,-.036,-10.8,"('aytonde01', 'jacksjo02', 'meltode01', 'warretj01')"
50,D. Carroll | S. Dinwiddie | J. Dudley | D. Russell,BRK,2018-19,20,95.1,196,195,98.7,-4.3,+0.1,-.049,+4.0,+17.2,-.033,-0.026,-6.2,-9.3,+.027,-10.8,"('carrode01', 'dinwisp01', 'dudleja01', 'russeda01')"
51,J. Brunson | L. Dončić | D. Finney-Smith | D. Powell,DAL,2018-19,23,130.4,264,265,97.3,-2.5,+0.7,-.030,-3.7,-1.4,-.090,-0.051,-2.2,+1.6,-.163,-10.9,"('brunsja01', 'doncilu01', 'finnedo01', 'poweldw01')"
52,Z. Collins | J. Layman | M. Leonard | E. Turner,POR,2018-19,13,79.0,159,158,96.3,+1.0,+7.0,-.029,-2.6,+3.6,-.124,-0.049,-10.2,-11.5,-.020,-10.9,"('colliza01', 'laymaja01', 'leoname01', 'turneev01')"
53,Q. Cook | D. Cousins | A. Iguodala | S. Livingston,GSW,2018-19,9,59.7,92,92,73.9,0.0,-5.4,+.029,-6.5,-6.5,-.199,-0.006,-4.3,-1.1,-.160,-10.9,"('cookqu01', 'couside01', 'iguodan01', 'livinsh01')"
54,B. Knight | K. Love | L. Nance | C. Sexton,CLE,2018-19,8,81.2,162,164,96.3,-6.9,+5.4,-.102,+2.6,+5.4,+.023,-0.092,+0.2,+0.3,.000,-10.9,"('knighbr03', 'loveke01', 'nancela02', 'sextoco01')"
55,A. Baynes | J. Brown | G. Hayward | M. Morris,BOS,2018-19,17,63.5,130,134,99.7,-3.2,+12.5,-.105,-6.4,-2.1,-.178,-0.152,+1.9,-1.1,+.204,-11.0,"('baynear01', 'brownja02', 'haywago01', 'morrima03')"
56,M. Conley | J. Jackson | S. Mack | G. Temple,MEM,2018-19,23,78.2,148,146,90.2,+3.6,+0.8,+.036,-5.6,-14.1,-.029,+.004,-12.5,-14.6,-.044,-11.0,"('conlemi01', 'jacksja02', 'macksh01', 'templga01')"
57,C. Joseph | D. McDermott | V. Oladipo | D. Sabonis,IND,2018-19,13,50.5,101,100,95.6,-1.4,+2.2,-.029,+1.9,-3.2,+.117,-0.019,-10.1,-3.2,-.301,-11.0,"('josepco01', 'mcderdo01', 'oladivi01', 'sabondo01')"
58,D. Bender | M. Bridges | J. Jackson | E. Okobo,PHO,2018-19,11,97.7,226,226,111.0,-2.7,-3.1,-.013,-4.0,-1.3,-.113,-0.033,-1.8,-1.3,-.038,-11.1,"('bendedr01', 'bridgmi01', 'jacksjo02', 'okoboel01')"
59,M. Brogdon | G. Hill | E. İlyasova | T. Snell,MIL,2018-19,16,48.6,108,110,107.6,-5.8,-2.1,-.058,-2.6,-1.2,-.063,-0.072,+3.0,+10.5,-.193,-11.1,"('brogdma01', 'hillge01', 'ilyaser01', 'snellto01')"
60,C. Hutchison | Z. LaVine | L. Markkanen | B. Portis,CHI,2018-19,6,58.6,121,124,100.3,-3.1,+18.5,-.132,-0.5,+8.1,-.141,-0.150,-4.4,-5.1,-.024,-11.1,"('hutchch01', 'lavinza01', 'markkla01', 'portibo01')"
61,T. Evans | C. Joseph | M. Turner | T. Young,IND,2018-19,21,71.8,142,145,95.9,-6.2,-7.2,-.035,-5.4,-7.8,-.097,-0.061,+6.6,+11.0,+.003,-11.2,"('evansty01', 'josepco01', 'turnemy01', 'youngth01')"
62,B. Beal | M. Morris | K. Oubre | O. Porter,WAS,2018-19,13,68.2,158,154,109.7,-3.0,-6.7,+.001,-1.7,+1.6,-.060,-0.002,-3.6,-1.2,-.120,-11.2,"('bealbr01', 'morrima02', 'oubreke01', 'porteot01')"
63,Á. Abrines | H. Diallo | P. Patterson | D. Schröder,OKC,2018-19,16,88.9,187,187,100.9,-3.7,+7.5,-.084,-0.5,-0.5,-.013,-0.092,-3.2,0.0,-.158,-11.2,"('abrinal01', 'diallha01', 'pattepa01', 'schrode01')"
66,B. Beal | D. Howard | M. Morris | O. Porter,WAS,2018-19,8,128.4,274,275,102.6,-0.2,-2.6,+.012,-1.8,-3.2,-.014,+.004,-9.1,-7.2,-.208,-11.2,"('bealbr01', 'howardw01', 'morrima02', 'porteot01')"
67,R. Covington | T. Gibson | D. Rose | K. Towns,MIN,2018-19,12,104.7,214,210,97.2,-5.6,-5.1,-.033,-8.7,-11.9,-.128,-0.075,+8.7,+11.4,-.009,-11.2,"('covinro01', 'gibsota01', 'rosede01', 'townska01')"
68,T. Hardaway | E. Kanter | F. Ntilikina | L. Thomas,NYK,2018-19,7,73.0,159,159,104.5,-1.9,+13.2,-.094,-2.5,-2.5,-.071,-0.117,-5.0,-11.3,+.202,-11.3,"('hardati02', 'kanteen01', 'ntilila01', 'thomala01')"
69,D. Ayton | D. Booker | J. Jackson | E. Okobo,PHO,2018-19,15,53.5,104,108,95.1,-2.0,+7.2,-.063,-5.2,-5.4,-.093,-0.098,-2.2,-2.0,-.024,-11.3,"('aytonde01', 'bookede01', 'jacksjo02', 'okoboel01')"
70,W. Carter | J. Holiday | Z. LaVine | J. Parker,CHI,2018-19,24,349.3,729,719,99.5,-4.1,-3.4,-.030,-4.4,-5.3,-.078,-0.053,+1.4,-0.9,+.092,-11.3,"('cartewe01', 'holidju01', 'lavinza01', 'parkeja01')"
71,T. Johnson | K. Olynyk | D. Wade | J. Winslow,MIA,2018-19,14,71.8,155,149,101.7,+0.5,-2.6,+.020,-6.4,-9.7,-.089,-0.016,-5.9,-6.8,-.044,-11.3,"('johnsty01', 'olynyke01', 'wadedw01', 'winslju01')"
72,M. Bagley | B. Bogdanović | J. Jackson | F. Mason,SAC,2018-19,8,50.9,108,106,100.8,+0.2,+3.9,-.017,-3.9,-10.8,-.017,-0.041,-7.7,-6.9,-.139,-11.3,"('baglema01', 'bogdabo01', 'jacksju01', 'masonfr01')"
73,S. Brown | G. Hill | B. Lopez | D. Wilson,MIL,2018-19,26,68.1,142,142,100.0,-9.2,-14.1,-.030,-3.5,0.0,-.094,-0.037,+10.6,+11.3,+.116,-11.3,"('brownst02', 'hillge01', 'lopezbr01', 'wilsodj01')"
74,J. Brunson | T. Hardaway | D. Nowitzki | D. Powell,DAL,2018-19,14,104.0,212,208,96.9,-2.3,-8.4,+.020,-6.0,-6.5,-.088,-0.005,-0.7,+4.5,-.284,-11.3,"('brunsja01', 'hardati02', 'nowitdi01', 'poweldw01')"
75,Á. Abrines | R. Felton | N. Noel | P. Patterson,OKC,2018-19,9,48.2,97,98,97.1,-6.8,-1.1,-.072,+2.1,+4.5,+.031,-0.059,+0.2,-1.8,+.075,-11.4,"('abrinal01', 'feltora01', 'noelne01', 'pattepa01')"
76,A. Crabbe | J. Harris | R. Kurucs | D. Russell,BRK,2018-19,11,69.0,150,149,104.0,-0.3,-8.0,+.035,+1.2,+7.1,-.036,+.050,-12.1,-10.8,-.301,-11.4,"('crabbal01', 'harrijo01', 'kurucro01', 'russeda01')"
77,Á. Abrines | H. Diallo | N. Noel | P. Patterson,OKC,2018-19,20,123.1,253,255,99.1,-4.8,+5.4,-.081,-1.1,-0.2,-.038,-0.091,-0.7,-3.0,+.072,-11.4,"('abrinal01', 'diallha01', 'noelne01', 'pattepa01')"
78,T. Frazier | J. Holiday | E. Moore | J. Randle,NOP,2018-19,12,55.2,108,112,95.6,-2.0,+8.7,-.073,-3.3,-5.4,-.048,-0.097,-4.1,-4.9,+.007,-11.4,"('fraziti01', 'holidjr01', 'mooreet01', 'randlju01')"
79,J. Brunson | D. Finney-Smith | D. Harris | M. Kleber,DAL,2018-19,15,48.9,104,102,101.2,-1.6,+5.1,-.041,-3.1,+1.4,-.126,-0.062,-5.3,-1.5,-.138,-11.5,"('brunsja01', 'finnedo01', 'harride01', 'klebima01')"
80,J. Okafor | E. Payton | J. Randle | K. Williams,NOP,2018-19,10,120.1,262,267,105.7,-3.7,+3.2,-.060,-0.5,+3.6,-.069,-0.065,-3.5,-2.0,-.127,-11.5,"('okafoja01', 'paytoel01', 'randlju01', 'willike04')"
81,E. Davis | S. Dinwiddie | J. Harris | R. Kurucs,BRK,2018-19,18,53.4,114,118,104.3,-1.3,-4.2,+.010,-3.9,-11.1,+.037,-0.011,-5.1,-4.9,-.033,-11.6,"('davised01', 'dinwisp01', 'harrijo01', 'kurucro01')"
82,T. Jones | A. Tolliver | K. Towns | A. Wiggins,MIN,2018-19,17,50.2,102,104,98.5,-5.1,+4.6,-.083,-1.8,+6.4,-.135,-0.096,+0.4,+5.4,-.133,-11.6,"('jonesty01', 'tollian01', 'townska01', 'wiggian01')"
83,D. Bacon | M. Bridges | F. Kaminsky | M. Monk,CHO,2018-19,13,75.5,161,154,100.2,-3.8,+0.6,-.048,+0.6,+2.2,-.010,-0.045,-4.7,-6.7,+.046,-11.6,"('bacondw01', 'bridgmi02', 'kaminfr01', 'monkma01')"
84,D. Howard | M. Morris | O. Porter | J. Wall,WAS,2018-19,8,129.8,277,277,102.4,-0.7,-2.5,+.006,-1.8,-3.2,-.014,-0.002,-8.3,-6.5,-.191,-11.6,"('howardw01', 'morrima02', 'porteot01', 'walljo01')"
85,T. Ariza | B. Beal | J. Green | J. Wall,WAS,2018-19,4,74.5,155,155,99.8,-4.5,-4.5,-.027,-6.5,+1.9,-.179,-0.059,+3.9,+2.6,+.108,-11.6,"('arizatr01', 'bealbr01', 'greenje02', 'walljo01')"
88,Z. LaVine | R. Lopez | L. Markkanen | W. Selden,CHI,2018-19,22,130.1,266,258,96.7,-3.9,-5.9,-.015,-6.0,-9.7,-.104,-0.044,+2.1,+0.8,+.066,-11.6,"('lavinza01', 'lopezro01', 'markkla01', 'seldewa01')"
89,L. Galloway | T. Maker | Z. Pachulia | I. Smith,DET,2018-19,19,109.4,203,205,89.5,-3.0,-1.1,-.028,+1.1,+0.3,+.032,-0.021,-6.7,-10.5,+.085,-11.6,"('gallola01', 'makerth01', 'pachuza01', 'smithis01')"
90,B. Beal | K. Oubre | O. Porter | J. Wall,WAS,2018-19,19,172.4,392,387,108.5,-2.6,+0.1,-.030,-4.5,-3.2,-.101,-0.056,-2.0,-0.3,-.086,-11.7,"('bealbr01', 'oubreke01', 'porteot01', 'walljo01')"
91,S. Hill | J. Holiday | F. Jackson | J. Okafor,NOP,2018-19,7,60.5,128,128,101.5,-4.7,-6.3,-.020,-5.5,-3.1,-.138,-0.045,+3.1,0.0,+.167,-11.7,"('hillso01', 'holidjr01', 'jacksfr01', 'okafoja01')"
92,E. Fournier | A. Gordon | J. Grant | T. Ross,ORL,2018-19,31,112.0,224,223,95.8,-3.3,+4.1,-.061,+4.0,+14.2,-.039,-0.041,-9.0,-10.9,-.037,-11.7,"('fournev01', 'gordoaa01', 'grantje02', 'rosste01')"
93,R. Gobert | J. Ingles | R. O'Neale | T. Sefolosha,UTA,2018-19,21,50.6,101,102,96.3,-4.5,-14.0,+.032,+4.0,+2.2,+.115,+.068,-6.7,-1.7,-.246,-11.7,"('goberru01', 'inglejo01', 'onealro01', 'sefolth01')"
94,W. Carter | J. Holiday | Z. LaVine | L. Markkanen,CHI,2018-19,10,158.3,311,320,95.7,-3.1,-1.7,-.028,-0.3,-0.4,-.007,-0.028,-5.2,-8.8,+.089,-11.7,"('cartewe01', 'holidju01', 'lavinza01', 'markkla01')"
95,T. Hardaway | L. Kornet | E. Mudiay | N. Vonleh,NYK,2018-19,11,119.1,247,248,99.7,-6.7,-10.1,-.022,-0.3,-0.7,-.003,-0.016,+2.1,+1.7,+.041,-11.7,"('hardati02', 'kornelu01', 'mudiaem01', 'vonleno01')"
96,O. Anunoby | N. Powell | P. Siakam | D. Wright,TOR,2018-19,11,49.6,99,102,97.2,-0.8,+7.5,-.051,+1.3,+3.0,+.010,-0.050,-11.5,-11.3,-.207,-11.7,"('anunoog01', 'powelno01', 'siakapa01', 'wrighde01')"
97,A. Aminu | E. Kanter | D. Lillard | C. McCollum,POR,2018-19,8,50.4,101,102,96.6,-6.5,+5.9,-.095,-4.8,+12.1,-.322,-0.124,+6.1,+3.2,+.146,-11.7,"('aminual01', 'kanteen01', 'lillada01', 'mccolcj01')"
98,M. Belinelli | D. Cunningham | P. Mills | J. Poeltl,SAS,2018-19,27,84.9,180,184,103.0,-3.5,+3.6,-.059,-0.3,+3.5,-.050,-0.063,-4.6,-5.6,+.003,-11.8,"('belinma01', 'cunnida01', 'millspa02', 'poeltja01')"
99,J. Crowder | D. Exum | D. Favors | D. Mitchell,UTA,2018-19,22,58.3,121,118,98.3,-0.1,+2.9,-.017,-1.1,+1.7,-.044,-0.025,-10.5,-12.3,-.045,-11.8,"('crowdja01', 'exumda01', 'favorde01', 'mitchdo01')"
100,P. Beverley | M. Harrell | M. Scott | M. Teodosić,LAC,2018-19,7,54.2,109,109,96.5,-6.4,+3.7,-.090,+8.3,+12.8,+.173,-0.046,-7.3,-4.6,-.200,-11.9,"('beverpa01', 'harremo01', 'scottmi01', 'teodomi01')"
101,O. Anunoby | J. Valančiūnas | F. VanVleet | D. Wright,TOR,2018-19,13,99.3,212,211,102.2,-10.1,-9.9,-.065,+4.7,+13.1,-.003,-0.031,+3.7,+3.7,+.030,-11.9,"('anunoog01', 'valanjo01', 'vanvlfr01', 'wrighde01')"
102,Q. Cook | A. Iguodala | D. Jones | K. Thompson,GSW,2018-19,8,76.7,153,159,97.7,-5.3,-15.0,+.020,-2.8,-0.8,-.085,+.014,+1.6,-0.8,+.160,-11.9,"('cookqu01', 'iguodan01', 'jonesda03', 'thompkl01')"
103,D. Booker | M. Bridges | J. Crawford | J. Jackson,PHO,2018-19,16,84.8,181,183,103.1,-4.5,-9.5,.000,-4.8,-13.4,+.015,-0.021,+1.9,+0.3,+.057,-11.9,"('bookede01', 'bridgmi01', 'crawfja01', 'jacksjo02')"
104,J. Calderón | L. Galloway | L. Kennard | J. Leuer,DET,2018-19,9,57.2,118,117,98.6,-8.9,-5.0,-.073,-2.6,+8.3,-.182,-0.085,+8.4,+10.9,+.115,-11.9,"('caldejo01', 'gallola01', 'kennalu01', 'leuerjo01')"
105,K. Birch | E. Fournier | J. Isaac | T. Ross,ORL,2018-19,11,50.4,94,98,91.4,-5.4,+1.9,-.066,-0.5,-3.9,+.029,-0.070,-0.5,-3.4,+.102,-11.9,"('birchkh01', 'fournev01', 'isaacjo01', 'rosste01')"
106,J. Brunson | L. Dončić | J. Jackson | M. Kleber,DAL,2018-19,9,80.6,166,167,99.2,-7.0,-6.1,-.047,+0.1,+8.0,-.060,-0.042,+1.9,+1.9,+.015,-11.9,"('brunsja01', 'doncilu01', 'jacksju01', 'klebima01')"
107,D. Ayton | D. Booker | J. Jackson | T. Warren,PHO,2018-19,22,95.6,192,200,98.4,-0.7,+10.4,-.064,-2.1,-0.3,-.067,-0.082,-8.4,-9.3,-.047,-12.0,"('aytonde01', 'bookede01', 'jacksjo02', 'warretj01')"
0,L. Aldridge | D. Cunningham | D. DeRozan | B. Forbes,SAS,2018-19,37,324.1,656,671,98.3,-2.6,+2.3,-.042,-5.2,-7.0,-.110,-0.073,-1.5,-3.3,+.067,-12.0,"('aldrila01', 'cunnida01', 'derozde01', 'forbebr01')"
1,D. Ayton | D. Booker | J. Jackson | T. Warren,PHO,2018-19,22,95.6,192,200,98.4,-0.7,+10.4,-.064,-2.1,-0.3,-.067,-0.082,-8.4,-9.3,-.047,-12.0,"('aytonde01', 'bookede01', 'jacksjo02', 'warretj01')"
2,K. Irving | M. Morris | T. Rozier | M. Smart,BOS,2018-19,17,54.2,120,112,102.7,-8.9,-2.0,-.088,-2.6,+2.7,-.096,-0.100,+8.3,+5.5,+.173,-12.0,"('irvinky01', 'morrima03', 'roziete01', 'smartma01')"
3,C. Joseph | W. Matthews | M. Turner | T. Young,IND,2018-19,14,113.1,230,233,98.2,-4.2,+3.8,-.066,-3.3,-5.7,-.040,-0.087,-0.3,+2.0,-.100,-12.0,"('josepco01', 'matthwe02', 'turnemy01', 'youngth01')"
4,J. Grant | J. Isaac | T. Ross | J. Simmons,ORL,2018-19,22,101.1,206,214,99.7,+1.5,+10.0,-.034,0.0,+3.9,-.059,-0.042,-15.0,-18.7,+.006,-12.1,"('grantje02', 'isaacjo01', 'rosste01', 'simmojo02')"
5,B. Adebayo | G. Dragić | K. Olynyk | D. Waiters,MIA,2018-19,13,115.3,242,241,100.5,-3.9,+1.3,-.052,-0.9,+4.8,-.082,-0.058,-3.4,-3.0,-.049,-12.1,"('adebaba01', 'dragigo01', 'olynyke01', 'waitedi01')"
6,G. Antetokounmpo | E. Bledsoe | S. Brown | K. Middleton,MIL,2018-19,38,152.6,334,327,104.0,-4.2,-5.9,-.016,-4.5,-5.9,-.067,-0.036,+0.9,+1.5,-.016,-12.1,"('antetgi01', 'bledser01', 'brownst02', 'middlkh01')"
7,G. Antetokounmpo | M. Brogdon | K. Middleton | T. Snell,MIL,2018-19,18,54.7,114,115,100.4,-0.5,-1.8,+.004,-2.5,-0.5,-.062,-0.008,-8.6,-12.1,+.106,-12.1,"('antetgi01', 'brogdma01', 'middlkh01', 'snellto01')"
8,D. Dotson | K. Knox | D. Smith | L. Thomas,NYK,2018-19,9,68.8,139,139,97.0,0.0,+15.1,-.069,-7.9,-5.0,-.149,-0.122,-4.3,-5.8,-.018,-12.2,"('dotsoda01', 'knoxke01', 'smithde03', 'thomala01')"
9,K. Olynyk | D. Wade | D. Waiters | H. Whiteside,MIA,2018-19,12,48.4,91,99,94.2,-4.7,+10.4,-.096,+1.1,+16.7,-.144,-0.097,-3.9,-2.1,-.101,-12.2,"('olynyke01', 'wadedw01', 'waitedi01', 'whiteha01')"
10,J. Butler | T. Gibson | J. Okogie | J. Teague,MIN,2018-19,4,55.3,118,122,104.3,-9.4,+10.5,-.158,+0.3,+8.6,-.074,-0.162,+6.3,+3.9,+.199,-12.2,"('butleji01', 'gibsota01', 'okogijo01', 'teaguje01')"
11,B. Griffin | L. Kennard | T. Maker | I. Smith,DET,2018-19,16,51.1,98,98,92.1,-7.1,+5.1,-.097,-1.0,+4.1,-.050,-0.105,+3.1,0.0,+.150,-12.2,"('griffbl01', 'kennalu01', 'makerth01', 'smithis01')"
12,K. Bazemore | D. Bembry | J. Lin | O. Spellman,ATL,2018-19,16,79.6,172,170,103.2,-3.3,+5.5,-.076,+2.2,-2.1,+.097,-0.067,-7.9,-9.7,-.021,-12.3,"('bazemke01', 'bembrde01', 'linje01', 'spellom01')"
13,T. Ariza | T. Bryant | J. Green | J. Wall,WAS,2018-19,4,51.1,103,106,98.2,+0.2,-5.0,+.024,-10.1,-1.7,-.233,-0.026,-2.6,-2.4,-.050,-12.3,"('arizatr01', 'bryanth01', 'greenje02', 'walljo01')"
14,R. Arcidiacono | Z. LaVine | R. Lopez | J. Parker,CHI,2018-19,18,61.6,131,130,101.7,-4.2,-9.2,+.001,-2.4,-5.6,-.011,-0.006,-1.6,-3.2,+.048,-12.3,"('arcidry01', 'lavinza01', 'lopezro01', 'parkeja01')"
15,E. Fournier | J. Grant | J. Isaac | T. Ross,ORL,2018-19,18,83.6,161,166,93.9,-5.4,+4.0,-.080,+2.8,-2.1,+.106,-0.067,-4.4,-3.0,-.094,-12.4,"('fournev01', 'grantje02', 'isaacjo01', 'rosste01')"
16,K. Anderson | M. Gasol | J. Green | G. Temple,MEM,2018-19,27,166.8,322,322,92.7,-1.6,-0.6,-.015,-5.3,-2.5,-.139,-0.046,-4.0,-5.9,+.018,-12.4,"('anderky01', 'gasolma01', 'greenja01', 'templga01')"
17,D. Bender | D. Booker | M. Bridges | D. Melton,PHO,2018-19,13,104.4,217,217,99.8,-1.4,-5.5,+.015,-0.9,+4.1,-.077,+.013,-8.8,-5.5,-.222,-12.4,"('bendedr01', 'bookede01', 'bridgmi01', 'meltode01')"
18,K. Bazemore | D. Bembry | V. Carter | J. Lin,ATL,2018-19,24,90.4,195,192,102.7,-0.6,+4.4,-.034,-5.3,-4.1,-.138,-0.070,-6.0,-9.3,+.016,-12.5,"('bazemke01', 'bembrde01', 'cartevi01', 'linje01')"
19,K. Bazemore | V. Carter | A. Len | T. Young,ATL,2018-19,34,170.1,368,369,104.0,-3.7,+3.8,-.062,-0.8,+5.3,-.083,-0.070,-4.3,-2.4,-.117,-12.5,"('bazemke01', 'cartevi01', 'lenal01', 'youngtr01')"
22,M. Bamba | E. Fournier | J. Grant | T. Ross,ORL,2018-19,26,111.7,217,223,94.6,-4.3,+1.5,-.056,+2.6,+3.1,+.047,-0.043,-6.4,-8.0,-.021,-12.5,"('bambamo01', 'fournev01', 'grantje02', 'rosste01')"
23,J. Johnson | R. McGruder | D. Wade | J. Winslow,MIA,2018-19,16,49.4,101,98,96.7,+3.7,-5.8,+.070,-5.2,-2.7,-.193,+.044,-14.7,-13.9,-.129,-12.5,"('johnsja01', 'mcgruro01', 'wadedw01', 'winslju01')"
24,A. Bradley | S. Gilgeous-Alexander | M. Harrell | T. Harris,LAC,2018-19,43,221.0,453,453,98.4,-5.1,-3.5,-.039,-2.9,-8.2,-.011,-0.053,+0.4,-0.7,+.039,-12.6,"('bradlav01', 'gilgesh01', 'harremo01', 'harrito02')"
25,J. Brown | G. Hayward | A. Horford | M. Morris,BOS,2018-19,22,93.9,189,196,98.5,-3.7,+0.2,-.041,-1.2,-0.4,-.035,-0.048,-4.1,-5.5,+.017,-12.6,"('brownja02', 'haywago01', 'horfoal01', 'morrima03')"
26,T. Evans | D. McDermott | D. Sabonis | M. Turner,IND,2018-19,24,65.3,136,134,99.2,-5.8,-10.9,-.011,-5.4,-8.6,-.068,-0.033,+4.3,+5.7,+.019,-12.6,"('evansty01', 'mcderdo01', 'sabondo01', 'turnemy01')"
27,L. Galloway | B. Griffin | R. Jackson | G. Robinson,DET,2018-19,9,56.4,117,120,100.9,-6.6,+1.4,-.082,-3.1,-3.4,-.064,-0.101,+3.8,+6.5,-.082,-12.6,"('gallola01', 'griffbl01', 'jacksre01', 'robingl02')"
28,T. Hardaway | E. Kanter | F. Ntilikina | N. Vonleh,NYK,2018-19,19,56.1,113,112,96.2,-8.4,-3.4,-.078,-6.4,-10.9,-.020,-0.111,+10.5,+12.2,+.044,-12.6,"('hardati02', 'kanteen01', 'ntilila01', 'vonleno01')"
29,K. Anderson | D. Brooks | M. Gasol | S. Mack,MEM,2018-19,15,54.0,100,101,89.3,-7.6,-15.1,-.003,-4.8,-11.6,+.019,-0.015,+7.2,+7.3,+.041,-12.7,"('anderky01', 'brookdi01', 'gasolma01', 'macksh01')"
30,M. Bridges | M. Monk | T. Parker | M. Williams,CHO,2018-19,31,112.4,236,226,98.6,-8.3,-9.1,-.046,-1.2,-0.4,-.037,-0.048,+5.1,+4.8,+.050,-12.7,"('bridgmi02', 'monkma01', 'parketo01', 'willima02')"
31,J. Embiid | M. Muscala | L. Shamet | B. Simmons,PHI,2018-19,21,86.9,180,176,98.4,-10.4,-19.4,-.019,-4.7,-4.6,-.110,-0.034,+12.9,+16.7,+.001,-12.7,"('embiijo01', 'muscami01', 'shamela01', 'simmobe01')"
32,T. Harris | B. Marjanović | J. Redick | B. Simmons,PHI,2018-19,9,50.6,106,109,102.1,-9.0,-17.1,-.008,-1.7,-16.1,+.173,-0.009,+7.0,+11.8,-.121,-12.7,"('harrito02', 'marjabo01', 'redicjj01', 'simmobe01')"
33,J. Holiday | E. Moore | J. Okafor | E. Payton,NOP,2018-19,7,68.6,135,134,94.2,-0.3,+0.8,-.007,-10.5,-12.1,-.279,-0.061,-1.6,+2.1,-.282,-12.7,"('holidjr01', 'mooreet01', 'okafoja01', 'paytoel01')"
34,F. Jackson | D. Miller | J. Okafor | K. Williams,NOP,2018-19,8,52.7,109,105,97.5,-1.6,-8.1,+.025,-2.4,+1.5,-.086,+.018,-7.1,-6.3,-.131,-12.7,"('jacksfr01', 'milleda01', 'okafoja01', 'willike04')"
35,D. Dotson | D. Jordan | K. Knox | D. Smith,NYK,2018-19,12,161.9,332,337,99.2,-4.2,-1.9,-.037,-2.2,-4.6,-.022,-0.048,-2.1,-4.1,+.042,-12.8,"('dotsoda01', 'jordade01', 'knoxke01', 'smithde03')"
36,R. Bullock | A. Drummond | R. Jackson | S. Johnson,DET,2018-19,22,133.0,272,274,98.5,-7.8,-4.1,-.068,-2.5,-3.4,-.048,-0.080,+5.3,+9.0,-.053,-12.8,"('bullore01', 'drumman01', 'jacksre01', 'johnsst04')"
37,A. Burks | J. Clarkson | L. Nance | C. Sexton,CLE,2018-19,20,107.1,217,218,97.5,-4.4,-8.3,-.002,-5.0,-10.9,-.046,-0.025,+1.0,+3.8,-.086,-12.8,"('burksal01', 'clarkjo01', 'nancela02', 'sextoco01')"
38,C. Miles | J. Valančiūnas | F. VanVleet | D. Wright,TOR,2018-19,10,69.5,147,148,101.9,-7.9,-8.2,-.047,+3.5,+13.8,-.027,-0.023,-0.5,-0.5,-.006,-12.8,"('milescj01', 'valanjo01', 'vanvlfr01', 'wrighde01')"
39,D. Bembry | K. Huerter | A. Len | T. Young,ATL,2018-19,24,75.1,167,163,105.4,-5.2,-11.3,-.002,-3.9,+0.4,-.116,-0.015,+1.5,-3.5,+.205,-12.9,"('bembrde01', 'huertke01', 'lenal01', 'youngtr01')"
40,S. Dekker | G. Hill | R. Hood | T. Thompson,CLE,2018-19,6,79.6,149,148,89.6,-7.1,+4.1,-.096,-0.1,+0.5,-.011,-0.099,+1.3,+1.9,-.023,-12.9,"('dekkesa01', 'hillge01', 'hoodro01', 'thomptr01')"
41,M. Conley | M. Gasol | J. Green | S. Mack,MEM,2018-19,17,56.6,118,111,97.1,-3.4,+7.8,-.084,-1.4,+6.2,-.127,-0.097,-4.7,-6.8,+.019,-12.9,"('conlemi01', 'gasolma01', 'greenja01', 'macksh01')"
44,J. Hart | B. Ingram | K. Kuzma | J. McGee,LAL,2018-19,17,125.7,271,272,103.7,-1.0,-1.1,-.005,-3.6,-5.4,-.067,-0.025,-7.3,-5.8,-.143,-12.9,"('hartjo01', 'ingrabr01', 'kuzmaky01', 'mcgeeja01')"
