,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
94,M. Morris | T. Rozier | D. Theis,BOS,2018-19,43,211.8,433,453,100.4,+3.2,+7.8,-.005,+1.4,-0.4,+.047,-0.003,-5.4,-8.3,+.040,+2.3,"('morrima03', 'roziete01', 'theisda01')"
95,S. Hill | D. Miller | J. Randle,NOP,2018-19,21,145.1,308,316,103.2,-0.6,-2.3,+.005,+0.6,-3.3,+.061,+.011,+2.8,+1.7,+.055,+2.3,"('hillso01', 'milleda01', 'randlju01')"
96,W. Barton | T. Lyles | M. Morris,DEN,2018-19,14,97.1,196,203,98.7,+4.5,+1.7,+.041,-1.2,-5.4,+.010,+.034,-5.4,-0.2,-.242,+2.3,"('bartowi01', 'lylestr01', 'morrimo01')"
97,L. Dončić | M. Kleber | D. Powell,DAL,2018-19,40,216.4,439,439,97.4,-1.4,-1.6,-.007,+3.6,+8.7,+.009,+.016,+1.4,+4.8,-.086,+2.3,"('doncilu01', 'klebima01', 'poweldw01')"
98,J. Hart | B. Ingram | K. Kuzma,LAL,2018-19,37,357.2,766,779,103.8,+2.3,+0.3,+.025,-0.6,-2.7,+.012,+.022,-1.7,+1.8,-.108,+2.3,"('hartjo01', 'ingrabr01', 'kuzmaky01')"
99,D. Fox | H. Giles | B. Hield,SAC,2018-19,42,170.9,379,376,106.0,+5.2,+7.5,+.021,-1.1,-9.5,+.063,+.011,-7.0,-8.9,-.016,+2.3,"('foxde01', 'gilesha01', 'hieldbu01')"
100,D. Green | A. McKinnie | K. Thompson,GSW,2018-19,38,168.0,354,361,102.2,+1.6,-3.4,+.037,+1.3,-2.5,+.071,+.048,-2.3,-0.8,-.095,+2.3,"('greendr01', 'mckinal01', 'thompkl01')"
101,K. Dunn | Z. LaVine | R. Lopez,CHI,2018-19,30,490.2,1022,1012,99.6,+0.9,-2.8,+.024,-2.6,-8.2,+.017,+.011,+3.2,+1.5,+.102,+2.3,"('dunnkr01', 'lavinza01', 'lopezro01')"
102,T. Craig | M. Morris | J. Murray,DEN,2018-19,34,133.3,264,265,95.2,+0.9,0.0,+.011,-1.1,-1.0,-.027,+.004,+1.6,-0.6,+.073,+2.3,"('craigto01', 'morrimo01', 'murraja01')"
103,H. Barnes | L. Dončić | D. Finney-Smith,DAL,2018-19,35,340.9,719,715,101.0,-3.4,-7.3,-.002,+1.8,-1.2,+.062,+.013,+7.4,+11.8,-.066,+2.3,"('barneha02', 'doncilu01', 'finnedo01')"
104,T. Chandler | B. Ingram | K. Kuzma,LAL,2018-19,29,238.8,500,495,100.0,+2.6,-0.5,+.031,-2.1,-3.2,-.028,+.020,-0.8,+5.2,-.182,+2.3,"('chandty01', 'ingrabr01', 'kuzmaky01')"
105,J. Holiday | J. Randle | K. Williams,NOP,2018-19,16,232.1,506,505,104.5,-0.5,+4.6,-.030,-2.4,-7.8,+.009,-0.046,+5.7,+6.7,+.026,+2.3,"('holidjr01', 'randlju01', 'willike04')"
106,B. Brown | W. Ellington | B. Griffin,DET,2018-19,20,320.6,636,642,95.7,-1.0,+4.8,-.035,+3.1,+10.0,-.023,-0.022,+1.2,+2.1,-.015,+2.3,"('brownbr01', 'ellinwa01', 'griffbl01')"
107,D. Green | D. Jones | K. Thompson,GSW,2018-19,13,169.4,345,349,98.3,+6.0,-4.8,+.096,-1.3,-7.9,+.047,+.093,-8.5,-11.0,-.009,+2.2,"('greendr01', 'jonesda03', 'thompkl01')"
0,N. Batum | K. Walker | C. Zeller,CHO,2018-19,49,978.0,2007,2006,98.5,-0.1,+0.3,-.003,+0.1,-0.9,+.013,-0.002,+2.3,+1.4,+.060,+2.2,"('batumni01', 'walkeke02', 'zelleco01')"
1,M. Bridges | K. Walker | M. Williams,CHO,2018-19,61,428.8,871,871,97.5,-0.9,+3.0,-.025,+1.1,+2.2,+.009,-0.022,+2.9,+2.6,+.040,+2.2,"('bridgmi02', 'walkeke02', 'willima02')"
2,C. Joseph | D. Sabonis | M. Turner,IND,2018-19,63,303.4,625,615,98.1,-0.1,-3.1,+.015,-2.6,-8.2,+.022,+.002,+5.0,+6.1,+.020,+2.2,"('josepco01', 'sabondo01', 'turnemy01')"
3,T. Hardaway | F. Ntilikina | M. Robinson,NYK,2018-19,22,186.2,379,390,99.1,+4.6,+6.1,+.019,-0.4,-2.4,+.012,+.012,-6.5,-8.7,+.005,+2.2,"('hardati02', 'ntilila01', 'robinmi01')"
4,T. Craig | G. Harris | P. Millsap,DEN,2018-19,29,282.6,569,577,97.3,+2.2,+8.2,-.019,-3.2,-1.0,-.090,-0.041,+1.1,-0.2,+.059,+2.2,"('craigto01', 'harriga01', 'millspa01')"
5,J. Hernangómez | P. Millsap | J. Murray,DEN,2018-19,30,312.2,641,642,98.6,+1.2,+4.0,-.009,-0.8,-4.3,+.024,-0.016,+0.7,+1.6,-.026,+2.2,"('hernaju01', 'millspa01', 'murraja01')"
6,D. Dotson | F. Ntilikina | N. Vonleh,NYK,2018-19,28,225.2,465,468,99.4,+1.8,+3.4,+.003,+0.7,+0.2,+.020,+.005,-2.0,-2.6,+.001,+2.2,"('dotsoda01', 'ntilila01', 'vonleno01')"
7,E. Fournier | A. Gordon | T. Ross,ORL,2018-19,70,578.6,1181,1145,96.5,+1.0,+1.6,+.003,+3.3,+4.3,+.054,+.020,-3.1,-2.6,-.043,+2.2,"('fournev01', 'gordoaa01', 'rosste01')"
8,N. Batum | M. Bridges | M. Kidd-Gilchrist,CHO,2018-19,29,99.4,196,209,97.8,+1.4,+2.2,+.005,-2.8,+1.5,-.107,-0.012,+2.3,+5.3,-.053,+2.2,"('batumni01', 'bridgmi02', 'kiddgmi01')"
9,M. Beasley | G. Harris | M. Morris,DEN,2018-19,30,152.9,310,309,97.2,+0.8,+4.6,-.013,+0.6,-0.4,+.023,-0.013,-0.1,-0.4,+.012,+2.2,"('beaslma01', 'harriga01', 'morrimo01')"
10,B. Adebayo | D. Wade | J. Winslow,MIA,2018-19,54,434.3,890,886,98.2,+1.6,+1.6,+.010,+1.2,-0.6,+.043,+.016,-2.2,-1.4,-.048,+2.2,"('adebaba01', 'wadedw01', 'winslju01')"
11,E. Davis | R. Hollis-Jefferson | D. Russell,BRK,2018-19,25,128.2,276,277,103.5,-0.9,-5.1,+.014,-0.3,-7.9,+.085,+.016,+4.4,+9.2,-.062,+2.2,"('davised01', 'holliro01', 'russeda01')"
12,O. Casspi | M. Conley | J. Green,MEM,2018-19,21,101.3,203,197,94.7,+5.3,+10.9,+.003,-3.8,-7.9,-.041,-0.026,-4.6,-3.7,-.069,+2.2,"('casspom01', 'conlemi01', 'greenja01')"
13,A. Burks | J. Clarkson | L. Nance,CLE,2018-19,24,238.4,468,470,94.4,-1.3,-7.3,+.024,0.0,-3.9,+.046,+.029,+4.8,+7.1,-.045,+2.2,"('burksal01', 'clarkjo01', 'nancela02')"
14,B. Caboclo | M. Conley | J. Holiday,MEM,2018-19,20,221.1,456,457,99.1,+1.0,+5.5,-.017,-1.9,-1.2,-.047,-0.032,+2.2,+4.4,-.059,+2.2,"('cabocbr01', 'conlemi01', 'holidju01')"
15,M. Morris | D. Schröder | R. Westbrook,OKC,2018-19,23,106.3,227,226,102.3,+4.2,+4.5,+.026,+0.4,-3.2,+.047,+.024,-6.7,-5.0,-.130,+2.2,"('morrima02', 'schrode01', 'westbru01')"
16,J. Brown | G. Hayward | K. Irving,BOS,2018-19,48,423.2,906,891,101.9,-0.6,+3.1,-.022,+1.4,+4.0,+.001,-0.016,+1.9,+1.2,+.046,+2.1,"('brownja02', 'haywago01', 'irvinky01')"
17,G. Hayward | T. Rozier | J. Tatum,BOS,2018-19,55,364.3,726,720,95.3,+0.1,+2.4,-.011,+0.3,-2.4,+.031,-0.011,+1.7,-0.2,+.090,+2.1,"('haywago01', 'roziete01', 'tatumja01')"
18,P. George | P. Patterson | D. Schröder,OKC,2018-19,53,280.8,613,603,103.9,-1.3,-1.4,-.008,+0.8,+0.2,+.027,-0.002,+3.8,+3.9,+.037,+2.1,"('georgpa01', 'pattepa01', 'schrode01')"
19,L. Galloway | B. Griffin | I. Smith,DET,2018-19,47,325.7,674,662,98.4,-0.2,+5.0,-.029,+3.4,+7.9,+.021,-0.014,-1.0,+1.3,-.070,+2.1,"('gallola01', 'griffbl01', 'smithis01')"
22,A. Bradley | M. Harrell | T. Harris,LAC,2018-19,49,460.7,949,953,99.1,+0.9,-6.5,+.044,-1.1,-11.0,+.097,+.041,+1.4,+0.5,+.032,+2.1,"('bradlav01', 'harremo01', 'harrito02')"
23,E. Fournier | T. Ross | N. Vučević,ORL,2018-19,74,486.0,1006,971,97.6,+2.2,+4.1,+.004,+1.8,+3.8,+.017,+.011,-4.2,-6.3,+.027,+2.1,"('fournev01', 'rosste01', 'vucevni01')"
24,L. Aldridge | D. Cunningham | P. Mills,SAS,2018-19,42,183.0,375,375,98.4,+1.1,+4.8,-.013,-0.8,-8.5,+.075,-0.020,+0.8,+0.3,+.024,+2.1,"('aldrila01', 'cunnida01', 'millspa02')"
25,B. Forbes | R. Gay | P. Mills,SAS,2018-19,48,200.2,420,407,99.1,+1.1,+1.5,+.005,-1.0,-7.7,+.050,-0.002,+0.9,-0.7,+.070,+2.1,"('forbebr01', 'gayru01', 'millspa02')"
26,Z. Collins | S. Curry | E. Turner,POR,2018-19,61,682.8,1362,1361,95.7,+0.5,-4.8,+.029,+1.5,-0.1,+.048,+.041,-0.4,-1.8,+.049,+2.1,"('colliza01', 'curryse01', 'turneev01')"
27,C. Joseph | D. McDermott | M. Turner,IND,2018-19,50,178.3,372,363,98.9,+0.7,-1.6,+.016,-2.7,-4.5,-.035,+.002,+3.4,+4.4,-.003,+2.1,"('josepco01', 'mcderdo01', 'turnemy01')"
28,D. Jordan | M. Kleber | W. Matthews,DAL,2018-19,22,173.7,341,341,94.3,-2.6,-6.5,+.002,+3.5,+11.1,-.009,+.025,+3.8,+7.9,-.094,+2.1,"('jordade01', 'klebima01', 'matthwe02')"
29,L. Ball | L. James | J. McGee,LAL,2018-19,28,437.9,937,925,102.0,+2.7,-3.3,+.047,-2.5,-5.7,-.024,+.035,-0.8,+2.7,-.159,+2.1,"('balllo01', 'jamesle01', 'mcgeeja01')"
30,J. Brown | K. Irving | D. Theis,BOS,2018-19,40,155.6,335,336,103.5,+0.4,+3.8,-.015,-0.6,-2.0,+.007,-0.022,+1.8,+1.3,+.034,+2.1,"('brownja02', 'irvinky01', 'theisda01')"
31,D. DeRozan | P. Mills | J. Poeltl,SAS,2018-19,64,283.6,588,592,99.9,-0.1,+0.3,-.002,+1.1,-1.3,+.052,+.004,+1.1,-0.2,+.060,+2.1,"('derozde01', 'millspa02', 'poeltja01')"
32,T. Leaf | D. McDermott | D. Sabonis,IND,2018-19,35,223.5,458,464,99.0,+3.4,+9.6,-.012,-0.5,-4.6,+.039,-0.021,-4.1,-6.0,+.004,+2.1,"('leaftj01', 'mcderdo01', 'sabondo01')"
33,D. Bacon | M. Bridges | M. Williams,CHO,2018-19,14,116.7,232,238,96.6,-2.3,+5.0,-.047,+0.3,+1.0,.000,-0.049,+6.3,+7.7,+.009,+2.1,"('bacondw01', 'bridgmi02', 'willima02')"
34,J. Butler | T. McConnell | J. Redick,PHI,2018-19,32,215.6,448,441,99.0,-0.4,-5.9,+.025,-2.9,-0.4,-.098,+.013,+5.8,+5.1,+.089,+2.1,"('butleji01', 'mccontj01', 'redicjj01')"
35,C. Felício | S. Harrison | T. Luwawu-Cabarrot,CHI,2018-19,22,154.2,317,310,97.6,+1.7,-5.2,+.045,-3.4,-15.3,+.072,+.029,+2.2,+6.2,-.095,+2.1,"('feliccr01', 'harrish01', 'luwawti01')"
36,J. Butler | T. Harris | B. Marjanović,PHI,2018-19,15,164.1,337,337,98.6,+0.9,-0.6,+.012,-2.1,-13.6,+.087,+.002,+2.4,+3.9,-.049,+2.1,"('butleji01', 'harrito02', 'marjabo01')"
37,J. Bolden | J. Butler | T. Harris,PHI,2018-19,12,115.1,245,254,104.1,-0.6,+2.4,-.019,+0.8,+1.5,+.008,-0.016,+2.4,+3.0,.000,+2.1,"('boldejo01', 'butleji01', 'harrito02')"
38,J. Embiid | D. Šarić | B. Simmons,PHI,2018-19,12,204.3,442,438,103.4,-0.8,-7.9,+.028,-2.1,-6.4,-.004,+.021,+5.7,+9.1,-.058,+2.0,"('embiijo01', 'saricda01', 'simmobe01')"
39,J. Ennis | C. Paul | P. Tucker,HOU,2018-19,23,309.6,613,618,95.4,-1.5,+1.0,-.023,+3.7,+12.1,-.017,-0.002,+1.3,+1.6,+.001,+2.0,"('ennisja01', 'paulch01', 'tuckepj01')"
40,S. Hill | J. Holiday | N. Mirotić,NOP,2018-19,15,103.4,230,227,106.1,-3.2,-5.1,-.008,-5.8,-9.2,-.083,-0.038,+14.2,+15.9,+.114,+2.0,"('hillso01', 'holidjr01', 'mirotni01')"
41,M. Beasley | M. Morris | J. Murray,DEN,2018-19,48,386.8,787,776,97.0,+1.4,+4.3,-.007,-0.3,+1.6,-.027,-0.011,-0.6,-2.1,+.042,+2.0,"('beaslma01', 'morrimo01', 'murraja01')"
44,M. Beasley | M. Morris | M. Plumlee,DEN,2018-19,77,762.7,1541,1520,96.3,+2.8,+2.6,+.018,-0.3,-2.2,+.014,+.015,-3.4,-2.3,-.080,+2.0,"('beaslma01', 'morrimo01', 'plumlma01')"
45,G. Dragić | R. McGruder | D. Wade,MIA,2018-19,15,114.7,251,245,103.8,+2.6,+3.2,+.013,-2.7,-5.6,-.018,-0.006,-0.6,-1.6,+.019,+2.0,"('dragigo01', 'mcgruro01', 'wadedw01')"
46,G. Dieng | T. Jones | A. Tolliver,MIN,2018-19,36,233.3,491,488,100.7,-0.2,+4.8,-.028,-0.9,-0.8,-.020,-0.036,+3.4,+2.9,+.050,+2.0,"('dienggo01', 'jonesty01', 'tollian01')"
47,O. Anunoby | K. Lowry | N. Powell,TOR,2018-19,26,165.6,348,338,99.4,-0.3,-3.8,+.016,+0.8,+1.6,+.007,+.023,+1.8,+2.0,+.017,+2.0,"('anunoog01', 'lowryky01', 'powelno01')"
48,T. Ariza | M. Bridges | T. Warren,PHO,2018-19,16,112.9,243,239,102.5,+4.3,+6.9,+.013,+1.9,+3.2,+.032,+.020,-8.6,-12.4,+.041,+2.0,"('arizatr01', 'bridgmi01', 'warretj01')"
49,D. Bembry | V. Carter | K. Huerter,ATL,2018-19,50,209.5,451,453,103.6,+0.6,+1.0,+.002,+4.7,+5.2,+.091,+.029,-3.9,-7.0,+.052,+2.0,"('bembrde01', 'cartevi01', 'huertke01')"
50,A. Crabbe | R. Hollis-Jefferson | S. Napier,BRK,2018-19,20,122.5,254,249,98.5,-2.7,+4.2,-.050,+3.8,+10.1,+.019,-0.031,+3.6,+7.0,-.050,+2.0,"('crabbal01', 'holliro01', 'napiesh01')"
51,E. Bledsoe | S. Brown | K. Middleton,MIL,2018-19,43,293.6,632,630,103.2,+2.2,-3.1,+.041,-1.6,-3.4,-.008,+.035,-0.8,-1.3,+.009,+2.0,"('bledser01', 'brownst02', 'middlkh01')"
52,J. Allen | D. Carroll | R. Kurucs,BRK,2018-19,31,129.2,287,285,106.3,-0.3,-11.1,+.054,+1.7,-5.5,+.108,+.071,+0.9,+4.8,-.127,+2.0,"('allenja01', 'carrode01', 'kurucro01')"
53,Z. LaVine | L. Markkanen | O. Porter,CHI,2018-19,13,325.0,678,675,99.9,-1.5,-1.9,-.007,-0.9,-4.4,+.028,-0.011,+6.0,+6.4,+.042,+2.0,"('lavinza01', 'markkla01', 'porteot01')"
54,J. Butler | T. Harris | M. Scott,PHI,2018-19,21,184.3,379,384,99.4,-2.9,-1.9,-.022,+2.0,-7.2,+.140,-0.010,+5.8,+3.8,+.099,+2.0,"('butleji01', 'harrito02', 'scottmi01')"
55,W. Ellington | B. Griffin | L. Kennard,DET,2018-19,18,114.3,238,221,96.4,-2.2,+6.1,-.058,+5.1,+14.3,+.002,-0.033,+1.2,+3.3,-.051,+2.0,"('ellinwa01', 'griffbl01', 'kennalu01')"
56,J. Brown | A. Horford | M. Smart,BOS,2018-19,57,289.5,576,607,98.1,+1.4,-1.5,+.024,+2.5,+1.5,+.052,+.039,-3.5,-1.8,-.091,+1.9,"('brownja02', 'horfoal01', 'smartma01')"
57,J. Lamb | K. Walker | M. Williams,CHO,2018-19,72,1232.6,2502,2491,97.2,-0.5,+1.2,-.012,+0.1,+0.6,-.004,-0.012,+2.8,+2.4,+.044,+1.9,"('lambje01', 'walkeke02', 'willima02')"
58,B. Adebayo | T. Johnson | J. Richardson,MIA,2018-19,39,334.3,669,663,95.6,-0.6,+3.0,-.023,+3.3,+5.6,+.037,-0.006,-0.2,-2.0,+.058,+1.9,"('adebaba01', 'johnsty01', 'richajo01')"
59,D. Finney-Smith | D. Jordan | D. Smith,DAL,2018-19,24,321.2,661,658,98.5,-0.5,-5.7,+.024,+2.8,+3.2,+.050,+.045,+0.1,+2.5,-.082,+1.9,"('finnedo01', 'jordade01', 'smithde03')"
60,L. Aldridge | B. Forbes | P. Mills,SAS,2018-19,69,392.6,805,801,98.2,-0.8,-3.1,+.007,-0.2,-3.1,+.032,+.008,+3.8,+2.0,+.093,+1.9,"('aldrila01', 'forbebr01', 'millspa02')"
61,C. Joseph | M. Turner | T. Young,IND,2018-19,56,369.8,739,749,96.6,+0.3,+2.4,-.009,-1.6,-3.6,-.013,-0.020,+3.0,+4.8,-.028,+1.9,"('josepco01', 'turnemy01', 'youngth01')"
62,D. Augustin | A. Gordon | W. Iwundu,ORL,2018-19,43,297.3,596,592,95.9,+0.9,-1.8,+.019,+0.3,0.0,+.010,+.022,-0.1,-2.1,+.097,+1.9,"('augusdj01', 'gordoaa01', 'iwundwe01')"
63,T. Craig | J. Hernangómez | N. Jokić,DEN,2018-19,24,325.8,637,644,94.4,+0.5,-0.5,+.008,-2.4,-3.1,-.038,-0.004,+3.3,+4.4,-.005,+1.9,"('craigto01', 'hernaju01', 'jokicni01')"
66,D. Carroll | C. LeVert | D. Russell,BRK,2018-19,22,122.5,249,247,97.2,-5.6,-5.6,-.033,+2.3,+5.4,+.009,-0.016,+10.8,+13.5,+.035,+1.9,"('carrode01', 'leverca01', 'russeda01')"
67,B. Bogdanović | H. Giles | B. Hield,SAC,2018-19,39,159.0,329,335,100.2,+5.3,+1.6,+.052,-1.9,-8.8,+.040,+.040,-6.6,-9.0,+.008,+1.9,"('bogdabo01', 'gilesha01', 'hieldbu01')"
68,J. Butler | A. Johnson | B. Simmons,PHI,2018-19,17,146.3,303,311,100.7,+1.4,+2.6,+.002,+0.9,+1.0,+.021,+.005,-1.8,-2.7,+.013,+1.9,"('butleji01', 'johnsam01', 'simmobe01')"
69,Z. LaVine | R. Lopez | L. Markkanen,CHI,2018-19,35,584.9,1211,1196,98.8,+0.1,-3.8,+.021,-1.7,-7.0,+.027,+.014,+3.4,+2.0,+.091,+1.9,"('lavinza01', 'lopezro01', 'markkla01')"
70,J. Green | M. Harrell | L. Williams,LAC,2018-19,23,341.1,749,751,105.6,+2.8,-2.2,+.043,-3.7,-7.0,-.051,+.023,+0.1,+0.1,.000,+1.9,"('greenja01', 'harremo01', 'willilo02')"
71,C. Capela | C. Paul | A. Rivers,HOU,2018-19,16,104.7,209,210,96.1,-2.2,-3.4,-.009,+5.8,+17.4,+.015,+.026,+0.6,+1.1,-.009,+1.9,"('capelca01', 'paulch01', 'riverau01')"
72,J. Dudley | J. Harris | D. Russell,BRK,2018-19,44,426.6,878,865,98.1,+1.8,-0.7,+.023,+3.4,+7.5,+.025,+.042,-5.2,-4.9,-.067,+1.8,"('dudleja01', 'harrijo01', 'russeda01')"
73,M. Beasley | N. Jokić | M. Morris,DEN,2018-19,67,450.7,895,885,94.8,-0.3,-0.5,.000,-0.4,-3.4,+.024,-0.002,+2.8,+2.2,+.053,+1.8,"('beaslma01', 'jokicni01', 'morrimo01')"
74,B. Beal | A. Rivers | J. Wall,WAS,2018-19,24,160.1,334,333,100.0,+3.2,-5.0,+.065,+1.8,+0.2,+.054,+.079,-6.4,-9.1,+.011,+1.8,"('bealbr01', 'riverau01', 'walljo01')"
75,K. Birch | W. Iwundu | T. Ross,ORL,2018-19,35,241.5,503,505,100.2,-1.6,+1.5,-.025,+3.0,+4.3,+.053,-0.010,+2.1,+0.3,+.080,+1.8,"('birchkh01', 'iwundwe01', 'rosste01')"
76,T. Craig | G. Harris | N. Jokić,DEN,2018-19,33,328.4,671,668,97.9,+3.1,+6.2,+.003,-3.5,-4.3,-.064,-0.021,-1.0,-2.3,+.034,+1.8,"('craigto01', 'harriga01', 'jokicni01')"
77,B. Forbes | P. Mills | J. Poeltl,SAS,2018-19,51,191.8,397,410,101.0,+0.2,-0.8,+.006,+1.9,-1.1,+.068,+.018,-0.5,-1.5,+.030,+1.8,"('forbebr01', 'millspa02', 'poeltja01')"
78,J. Collins | K. Huerter | J. Lin,ATL,2018-19,26,134.3,289,292,103.8,+4.2,+9.2,-.001,-0.2,+2.0,-.032,-0.009,-6.4,-8.7,+.022,+1.8,"('collijo01', 'huertke01', 'linje01')"
79,M. Bridges | F. Kaminsky | K. Walker,CHO,2018-19,30,166.7,344,333,97.5,-2.3,-4.1,-.004,-0.1,+3.2,-.035,-0.001,+6.5,+9.6,-.043,+1.8,"('bridgmi02', 'kaminfr01', 'walkeke02')"
80,B. Beal | T. Brown | T. Bryant,WAS,2018-19,29,286.7,591,596,99.4,-0.3,-0.1,-.003,-2.6,-4.3,-.038,-0.017,+5.0,+5.2,+.048,+1.8,"('bealbr01', 'browntr01', 'bryanth01')"
81,S. Curry | J. Layman | C. McCollum,POR,2018-19,24,120.2,248,236,96.6,+1.7,-4.2,+.038,+2.4,-2.0,+.095,+.054,-4.0,-5.0,-.006,+1.8,"('curryse01', 'laymaja01', 'mccolcj01')"
82,T. Ariza | O. Porter | T. Satoranský,WAS,2018-19,16,208.5,434,440,100.6,+2.4,+6.9,-.011,+1.8,+6.9,-.025,-0.006,-4.8,-4.0,-.069,+1.8,"('arizatr01', 'porteot01', 'satorto01')"
83,J. Redick | D. Šarić | B. Simmons,PHI,2018-19,11,164.6,356,352,103.2,-3.8,-11.4,+.011,+2.1,-0.4,+.070,+.031,+7.1,+9.0,-.011,+1.7,"('redicjj01', 'saricda01', 'simmobe01')"
84,N. Batum | J. Lamb | K. Walker,CHO,2018-19,71,1303.7,2654,2649,97.6,-0.8,+0.3,-.010,+0.2,+0.6,-.001,-0.009,+3.0,+2.6,+.046,+1.7,"('batumni01', 'lambje01', 'walkeke02')"
85,J. Allen | J. Dudley | J. Harris,BRK,2018-19,39,405.8,815,823,96.9,-0.8,-5.2,+.018,+3.7,+7.6,+.023,+.042,-0.3,+1.1,-.049,+1.7,"('allenja01', 'dudleja01', 'harrijo01')"
88,E. Davis | J. Harris | D. Russell,BRK,2018-19,48,143.0,294,296,99.1,+2.6,-1.1,+.036,+0.4,-3.9,+.056,+.039,-4.0,-1.9,-.109,+1.7,"('davised01', 'harrijo01', 'russeda01')"
89,K. Anderson | M. Gasol | G. Temple,MEM,2018-19,41,857.2,1678,1682,94.1,+0.6,-2.0,+.017,-0.8,-1.4,-.010,+.014,+1.4,+0.8,+.037,+1.7,"('anderky01', 'gasolma01', 'templga01')"
90,M. Gasol | J. Jackson | G. Temple,MEM,2018-19,48,751.7,1459,1467,93.4,+2.1,-0.4,+.026,-0.7,-2.8,+.010,+.022,-1.8,-2.7,+.015,+1.7,"('gasolma01', 'jacksja02', 'templga01')"
91,M. Belinelli | D. DeRozan | R. Gay,SAS,2018-19,53,265.2,542,545,98.4,-1.8,-4.6,+.003,+2.1,-7.2,+.155,+.016,+3.2,+2.1,+.069,+1.7,"('belinma01', 'derozde01', 'gayru01')"
92,K. Caldwell-Pope | J. Hart | K. Kuzma,LAL,2018-19,49,274.7,600,609,105.6,+2.7,+0.3,+.030,+1.0,+5.0,-.023,+.036,-4.8,-5.3,-.025,+1.7,"('caldwke01', 'hartjo01', 'kuzmaky01')"
93,I. Briscoe | A. Gordon | T. Ross,ORL,2018-19,22,254.7,518,517,97.5,+1.1,+0.2,+.011,+1.3,-1.4,+.054,+.018,-1.8,-1.6,-.024,+1.7,"('briscis01', 'gordoaa01', 'rosste01')"
94,D. Bacon | K. Walker | M. Williams,CHO,2018-19,21,185.6,368,376,96.2,+0.1,+5.3,-.024,+1.9,+0.8,+.046,-0.019,-0.5,-0.1,-.018,+1.7,"('bacondw01', 'walkeke02', 'willima02')"
95,J. Butler | L. Shamet | B. Simmons,PHI,2018-19,32,381.3,787,800,99.9,+0.3,-0.5,+.006,+1.3,+1.0,+.033,+.014,-0.2,+1.9,-.069,+1.7,"('butleji01', 'shamela01', 'simmobe01')"
96,M. Bridges | D. Graham | W. Hernangómez,CHO,2018-19,24,99.1,201,205,98.3,-1.1,-2.1,-.001,-1.3,+0.7,-.043,-0.007,+5.2,+5.3,+.074,+1.7,"('bridgmi02', 'grahade01', 'hernawi01')"
97,D. Ayton | D. Booker | K. Oubre,PHO,2018-19,27,436.0,921,919,101.3,+1.1,+1.8,+.003,-1.7,-4.2,-.007,-0.007,+1.1,+0.3,+.034,+1.7,"('aytonde01', 'bookede01', 'oubreke01')"
98,B. Beal | J. Parker | B. Portis,WAS,2018-19,24,195.0,421,412,102.5,+1.9,+0.3,+.021,+0.2,+0.5,+.001,+.022,-2.4,-0.8,-.067,+1.7,"('bealbr01', 'parkeja01', 'portibo01')"
99,B. Caboclo | I. Rabb | D. Wright,MEM,2018-19,13,117.4,244,246,100.2,-2.5,-1.3,-.021,+4.6,+6.4,+.064,+.005,+2.2,-1.1,+.145,+1.7,"('cabocbr01', 'rabbiv01', 'wrighde01')"
100,K. Bates-Diop | T. Jones | K. Towns,MIN,2018-19,18,96.6,199,194,97.6,-3.1,-4.4,-.012,-1.3,-4.3,+.006,-0.016,+9.2,+11.1,-.022,+1.7,"('bateske01', 'jonesty01', 'townska01')"
101,K. Irving | T. Rozier | J. Tatum,BOS,2018-19,40,142.4,296,286,98.1,+0.8,+3.0,-.004,+3.4,+7.0,+.030,+.012,-3.4,-7.7,+.119,+1.6,"('irvinky01', 'roziete01', 'tatumja01')"
102,T. McConnell | L. Shamet | B. Simmons,PHI,2018-19,39,305.1,635,644,100.6,-0.2,+2.6,-.017,+3.4,+3.7,+.076,+.001,-1.5,0.0,-.060,+1.6,"('mccontj01', 'shamela01', 'simmobe01')"
103,J. Hernangómez | T. Lyles | M. Morris,DEN,2018-19,49,381.1,788,774,98.4,+2.9,+5.0,+.007,0.0,-0.1,-.001,+.004,-4.1,-4.1,-.051,+1.6,"('hernaju01', 'lylestr01', 'morrimo01')"
104,W. Cauley-Stein | D. Fox | B. Hield,SAC,2018-19,80,1664.3,3604,3573,103.5,+1.3,+2.3,+.002,+0.2,-3.6,+.048,+.002,-1.2,+0.3,-.066,+1.6,"('caulewi01', 'foxde01', 'hieldbu01')"
105,T. Gibson | J. Teague | A. Wiggins,MIN,2018-19,34,638.1,1334,1344,100.7,+1.1,-0.1,+.013,-2.9,-11.0,+.051,-0.003,+2.2,+2.0,+.029,+1.6,"('gibsota01', 'teaguje01', 'wiggian01')"
106,D. Bender | M. Bridges | E. Okobo,PHO,2018-19,23,159.8,357,354,106.8,+0.2,-1.6,+.011,+0.5,+5.4,-.044,+.014,+0.7,+0.9,-.002,+1.6,"('bendedr01', 'bridgmi01', 'okoboel01')"
107,T. McConnell | M. Muscala | J. Redick,PHI,2018-19,32,209.6,439,447,101.4,-1.3,-1.2,-.009,+0.9,+5.3,-.037,-0.003,+3.3,+5.0,-.017,+1.6,"('mccontj01', 'muscami01', 'redicjj01')"
